web_enter_code,id.x,species,category,common_name,life_stage,n_s_both,zone,trophic_strategy,interaction_type,resourceName,source
,1780,Lucapinella callomarginata,limpet,NA,adult,Both,low,micropredator,preys_on,feeding on sponges Tetilla,Light & Smith
,1720,Amphiporus formidabilis,nemertean,ribbon worm,adult,N,all,carnivore (scavenger + predator),preys_on,Feeds on amphipods,Light & Smith
yes,342,Triopha catalinae,nudibranch,sea clown,adult,Both,middle to low,micropredator,preys_on,Filicrisia franciscana,"Morris, Abbott, & Haderlie; light & Smith"
,442,Bispira sp.,polychaete,plume worm,adult,Both,low,filter feeder,preys_on,fine detritus,"Morris, Abbott, & Haderlie; Light & Smith"
,440,Thelepus crispus,polychaete,terebellid tubeworm,adult,Both,middle to low,filter feeder,preys_on,fine particulate surface deposits,"Morris, Abbott, & Haderlie; Light & Smith"
,107,Metridium senile,anemone,NA,adult,Both,low,filter feeder,preys_on,fish,"Morris, Abbott, & Haderlie; Light & Smith"
,1228,Elthusa vulgaris,isopod,NA,adult,Both,all,parasite,parasitic_on,fish,Light & Smith
,1229,Nerocila acuminata,isopod,NA,adult,S,all,parasite,parasitic_on,fish,Light & Smith
,516,Lysmata californica,shrimp,red rock shrimp,adult,S - Both? possible range expansion,low tidepools,scavenger,preys_on,fish parasites,"Morris, Abbott, & Haderlie"
,147,Astrometis sertulifera,asteroid,red/yellow star,adult,S,very low,typical predator,preys_on,fishes,"Morris, Abbott, & Haderlie; Light & Smith"
,419,Octopus rubescens,octopus,red octopus,adult,N,low,typical predator,preys_on,fishes,"Morris, Abbott, & Haderlie; Light & Smith"
,420,Enteroctopus dofleini,octopus,giant Pacific octopus,small,Both,low tidepools,typical predator,preys_on,flatfishes,"Morris, Abbott, & Haderlie; Light & Smith"
,1745,Enteroctopus dofleini,octopus,giant Pacific octopus,adult,N,low tidepools,typical predator,preys_on,flatfishes,Light & Smith
,574,Garypus californicus,other arthropod,pseudoscorpion,adult,Both,high,typical predator,preys_on,flies,"Morris, Abbott, & Haderlie"
,575,Neomolgus littoralis,mite,mite,adult,Both,high,carnivore (scavenger + predator),preys_on,flies,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,1893,Acanthodoris pilosa,nudibranch,NA,adult,N,all,micropredator,preys_on,Flustrellidra sp.,Light & Smith
,1495,Cafius luteipennis,insect,NA,adult,NA,all,typical predator,preys_on,fly (Fucellia) larvae,Light & Smith
,1496,Cafius luteipennis,insect,NA,larvae,NA,all,typical predator,preys_on,fly (Fucellia) larvae,Light & Smith
,1489,Amblopusa brevipes,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1491,Bryobiota bicolor,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1492,Bryobiota giulianii,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1493,Bryothinusa catalinae,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1501,Diaulota densissima,insect,NA,adult,NA,high to middle,typical predator,preys_on,fly eggs,Light & Smith
,1502,Diaulota fulviventris,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1503,Diaulota vandykei,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1504,Diaulota vandykei,insect,NA,larvae,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1505,Diaulota harteri,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1513,Liparocephalus brevipennis,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1514,Liparocephalus cordicollis,insect,NA,adult,NA,middle,typical predator,preys_on,fly eggs,Light & Smith
,1515,Liparocephalus cordicollis,insect,NA,larvae,NA,middle,typical predator,preys_on,fly eggs,Light & Smith
,1516,Liparocephalus cordicollis,insect,NA,pupae,NA,middle,typical predator,preys_on,fly eggs,Light & Smith
,1519,Pontomalota terminalia,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1520,Tarphiota geniculata,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1521,Tarphiota pallidipes,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1522,Thinusa maritima,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1523,Thinusa fletcheri,insect,NA,adult,NA,all,typical predator,preys_on,fly eggs,Light & Smith
,1879,Littorina saxatilis,limpet,NA,adult,N,all,unknown,preys_on,foliose macroalgae,Light & Smith
,360,Trimusculus reticulatus,snail,reticulate button snail,adult,Both,middle,filter feeder,preys_on,food particles,"Morris, Abbott, & Haderlie; light & Smith"
,414,Mopalia lignosa,chiton,NA,adult,N,middle to low,omnivore,preys_on,foraminifera,"Morris, Abbott, & Haderlie; Light & Smith"
,1872,Diaphana californica,snail,NA,adult,N,all,typical predator,preys_on,foraminiferan,Light & Smith
,428,Oxydromus pugettensis,polychaete,NA,adult,Both,low,omnivore,preys_on,free living: diatoms,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,Fucus sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,1530,Phyconomus marinus,insect,NA,adult,NA,high,grazer,preys_on,fungus,Light & Smith
,914,Proboscidactyla circumsabella,plankton,NA,medusa,N,low,filter feeder,preys_on,gastropod,Light & Smith
,916,Proboscidactyla occidentalis,plankton,NA,medusa,S,low,filter feeder,preys_on,gastropod,Light & Smith
yes,346,Tritonia festiva,nudibranch,diamondback,adult,Both,low,micropredator,preys_on,Alcyonium sp. (Gersemia rubiformis),"Morris, Abbott, & Haderlie; light & Smith"
yes,411,Mopalia muscosa,chiton,mossy chiton,adult,Both,middle to low,omnivore,preys_on,Mastocarpus papillatus (Gigartina papilata),"Morris, Abbott, & Haderlie; Light & Smith"
yes,417,Cryptochiton stelleri,chiton,gumboot chiton,adult,Both,low tidepools,grazer,preys_on,Mastocarpus papillatus (Gigartina papilata),"Morris, Abbott, & Haderlie; Light & Smith"
yes,504,Oligochinus lighti,gammarid,NA,adult,Both,high to middle,grazer,preys_on,Mastocarpus papillatus (Gigartina papilata),"Morris, Abbott, & Haderlie"
,226,Haliotis fulgens,abalone,green abalone,adult,S,low,grazer,preys_on,Gigartina sp.,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (brackish),1947,Cuthona phoenix,nudibranch,NA,adult,Both,all,micropredator,preys_on,Gonothyraea serialis,Light & Smith
no - resource (idk),566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,Grateloupia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,556,Cycloxanthops novemdentatus,true crab,large pebble crab,adult,Both,low,omnivore,preys_on,green algae,"Morris, Abbott, & Haderlie"
,558,Paraxanthias taylori,true crab,lumpy crab,adult,Both,middle to low,omnivore,preys_on,green algae,"Morris, Abbott, & Haderlie"
,581,Canaceoides nudatus,insect,beach fly,adult,Both,high to middle,grazer,preys_on,green algae,"Morris, Abbott, & Haderlie; Light & Smith"
yes,1890,Hermaea oliviae,nudibranch,NA,adult,N,all,grazer,preys_on,Griffithsia pacifica,Light & Smith
yes,711,Carcinonemertes epialti,nemertean,NA,adult,Both,all,symbiotic egg predator,preys_on,H. nudus,"Morris, Abbott, & Haderlie; Light & Smith"
yes,560,Hermissenda crassicornis,nudibranch,opalescent nudibranch,adult,N,low,typical predator,preys_on,Halecium corrugatum,Light & Smith
expanded,1780,Lucapinella callomarginata,limpet,NA,adult,Both,low,micropredator,preys_on,Halochondria,Light & Smith
yes,1049,Diarthrodes cystoecus,copepod,NA,adult,N,middle,filter feeder,parasitic_on,Halosaccion glandiforme,Light & Smith
yes,1913,Taringa aivica,nudibranch,NA,adult,S,all,micropredator,preys_on,Hamacantha hyaloderma,Light & Smith
,299,Navanax inermis,nudibranch,Navanax,adult,Both,low,typical predator,preys_on,Haminoea vesicula,"Morris, Abbott, & Haderlie"
,1420,Perotripus brevis,caprellid,NA,adult,N,all,typical predator,preys_on,harpacticoid copepods,Light & Smith
no - consumer (outside CA),1325,Carinonajna carli,gammarid,NA,adult,NA,all,parasite,parasitic_on,Hedophyllum,Light & Smith
no - consumer (outside CA),1328,Carinonajna longimana,gammarid,NA,adult,NA,all,parasite,parasitic_on,Hedophyllum,Light & Smith
no - resource (bays),486,Portunion conformis,parasitic isopod,NA,adult,N,host range,parasite,parasitic_on,Hemigrapsus oregonensis,Light & Smith
no - resource (bays),711,Carcinonemertes epialti,nemertean,NA,adult,Both,all,symbiotic egg predator,preys_on,Hemigrapsus oregonensis,"Morris, Abbott, & Haderlie; Light & Smith"
,463,Balanus glandula,barnacle,NA,adult,Both,high to middle,filter feeder,parasitic_on,Hemioniscus sp.,"Morris, Abbott, & Haderlie; Light & Smith"
yes,357,Hermissenda opalescens,nudibranch,opalescent,adult,Both,low,omnivore,preys_on,Hermissinda crassicornis/opalescens,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016"
,566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,hermit crabs,"Morris, Abbott, & Haderlie; Light & Smith"
,710,Phanerodon vacca,fish,pile perch,adult,Both,low,typical predator,preys_on,hermit crabs,"Morris, Abbott,, Haderlie"
,1182,Caligus clemensi,copepod,NA,adult,NA,all,parasite,parasitic_on,Hexagrammidae,Light & Smith
,1186,Lepeophtheirus oblitus,copepod,NA,adult,NA,all,parasite,parasitic_on,Hexagrammidae,Light & Smith
,1187,Lepeophtheirus salmonis,copepod,NA,adult,NA,all,parasite,parasitic_on,Hexagrammidae,Light & Smith
,1192,Clavella parva,copepod,NA,adult,NA,all,parasite,parasitic_on,Hexagrammidae,Light & Smith
yes,1897,Crimora coneja,nudibranch,NA,adult,Both,all,micropredator,preys_on,Hincksina minuscula,Light & Smith; 261
yes,230,Calliostoma annulatum,topsnail,purple ringed topsnail,adult,Both,low,omnivore,preys_on,Hippothoa sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,1833,Melanella thersites,snail,NA,adult,N,low,micropredator,preys_on,holothurians,Light & Smith
no - resource (bays),153,Pisaster brevispinus,asteroid,pink star,adult,Both,low,typical predator,preys_on,Humilaria kennerleyi,"Morris, Abbott, & Haderlie; Light & Smith"
yes,984,Crangon handi,shrimp,NA,adult,N,NA,carnivore (scavenger + predator),preys_on,Hyale frequens,"Light & Smith; Kuris, Carlton 1977"
no - resource (atlantic),1923,Dendronotus frondosus,nudibranch,NA,adult,Both,all,micropredator,preys_on,Hydractinia echinata,Light & Smith
expanded,355,Cuthona divae,nudibranch,rose-pink cuthona,adult,Both,low,omnivore,preys_on,Hydractinia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,356,Phidiana hiltoni,nudibranch,fighting phidiana,adult,Both,low,carnivore (scavenger + predator),preys_on,Hydractinia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,143,Dermasterias imbricata,asteroid,leather star,adult,Both,low,typical predator,preys_on,hydroids,"Morris, Abbott, & Haderlie; Light & Smith"
,348,Dirona albolineata,nudibranch,chalk lined dirona,adult,Both,low tidepools,micropredator,preys_on,hydroids,"Morris, Abbott, & Haderlie; Light & Smith"
,354,Diaphoreolis lagunae,nudibranch,orange faced,adult,Both,low,micropredator,preys_on,hydroids,"Morris, Abbott, & Haderlie"
,357,Hermissenda opalescens,nudibranch,opalescent,adult,Both,low,omnivore,preys_on,hydroids,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016"
,358,Aeolidia loui,nudibranch,shag-rug,adult,Both,low,micropredator,preys_on,hydroids,"Kienberger et al, 2016; Morris, Abbott, & Haderlie"
,411,Mopalia muscosa,chiton,mossy chiton,adult,Both,middle to low,omnivore,preys_on,hydroids,"Morris, Abbott, & Haderlie; Light & Smith"
,412,Mopalia ciliata,chiton,NA,adult,Both,middle to low,omnivore,preys_on,hydroids,"Morris, Abbott, & Haderlie; Light & Smith"
,412,Mopalia ciliata,chiton,NA,adult,Both,middle to low,omnivore,preys_on,hydroids,"Morris, Abbott, & Haderlie; Light & Smith"
,413,Mopalia hindsii,chiton,NA,adult,Both,middle to low,omnivore,preys_on,hydroids,"Morris, Abbott, & Haderlie; Light & Smith"
,1343,Metopa cistella,gammarid,NA,adult,NA,all,micropredator,preys_on,hydroids,Light & Smith
,1344,Stenothoe estacola,gammarid,NA,adult,NA,all,micropredator,preys_on,hydroids,Light & Smith
,1345,Stenothoides burbanki,gammarid,NA,adult,NA,all,micropredator,preys_on,hydroids,Light & Smith
,1346,Stenula incola,gammarid,NA,adult,NA,all,micropredator,preys_on,hydroids,Light & Smith
,1920,Hancockia californica,nudibranch,NA,adult,Both,all,micropredator,preys_on,hydroids,Light & Smith
,1943,Cuthona flavovulta,nudibranch,NA,adult,N,all,micropredator,preys_on,hydroids,Light & Smith
,1946,Cuthona lagunae,nudibranch,NA,adult,Both,all,micropredator,preys_on,hydroids,Light & Smith
,1949,Tenellia adspersa,nudibranch,NA,adult,Both,all,micropredator,preys_on,hydroids,Light & Smith
expanded,1908,Aldisa cooperi,nudibranch,NA,adult,N,all,micropredator,preys_on,Hymedesmia sp,Light & Smith
yes,143,Dermasterias imbricata,asteroid,leather star,adult,Both,low,typical predator,preys_on,Strongylocentrus purpuratus,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (bays),1866,Boonea bisuturalis,snail,NA,adult,N,all,parasite,parasitic_on,Ilyanassa obsoleta,Light & Smith
no,1717,Lineus sanguineus,nemertean,ribbon worm,adult,Both,high to middle,carnivore (scavenger + predator),preys_on,in laboratory conditions,Light & Smith
no,475,Cirolana harfordi,isopod,rock isopod,adult,Both,middle,carnivore (scavenger + predator),preys_on,in order of importance,"Morris, Abbott, & Haderlie"
,1328,Carinonajna longimana,gammarid,NA,adult,NA,all,parasite,parasitic_on,in Phyllospadix,Light & Smith
,553,Cancer oregonensis,true crab,Oregon cancer crab,adult,Both,low,typical predator,preys_on,incidental algae,"Morris, Abbott, & Haderlie; Light & Smith"
,672,Leptasterias aequalis,asteroid,6 arm star,adult,Both,middle,carnivore (scavenger + predator),preys_on,including dead animals,Light & Smith; Walla Walla
,761,Ligia pallasii,isopod,NA,adult,Both,high,detritivore,preys_on,insect larvae,Walla Walla; Light & Smith
,573,Nyctunguis heathi,other arthropod,centipede,adult,Both,high,typical predator,preys_on,insects,"Morris, Abbott, & Haderlie"
,1510,Hadrotes crassus,insect,NA,adult,NA,all,typical predator,preys_on,insects,Light & Smith
,1361,Cephalophoxoides homilis,gammarid,NA,adult,NA,all,typical predator,preys_on,invertebrate larvae,Light & Smith
,1362,Eyakia robusta,gammarid,NA,adult,NA,all,typical predator,preys_on,invertebrate larvae,Light & Smith
expanded,417,Cryptochiton stelleri,chiton,gumboot chiton,adult,Both,low tidepools,grazer,preys_on,Iridaea,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,208,Lottia pelta,true limpet,shield limpet,adult,Both,middle to low,grazer,preys_on,Iridaea sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,286,Lirabuccinum dirum,whelk,dire whelk,adult,Both,middle,typical predator,preys_on,Lepidozona (Ischnochiton),"Morris, Abbott, & Haderlie; Light & Smith"
,566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,isopods,"Morris, Abbott, & Haderlie; Light & Smith"
,707,Hexagrammos decagrammus,fish,kelp greenling,adult,NA,NA,typical predator,preys_on,isopods,"Morris, Abbott,, Haderlie"
,1720,Amphiporus formidabilis,nemertean,ribbon worm,adult,N,all,carnivore (scavenger + predator),preys_on,isopods,Light & Smith
no,1878,Littorina plena,limpet,NA,adult,Both,all,unknown,preys_on,J. Exp. Mar. Biol. Ecol. 130: 147-165 (competition,Light & Smith
,2072,Paralabrax nebulifer,fish,barred sand bass,adult,Both,low,typical predator,preys_on,Juvenile feed on benthic invertebrates (crabs,FishBase
,2073,Paralabrax nebulifer,fish,barred sand bass,juvenile,Both,low,typical predator,preys_on,Juvenile feed on benthic invertebrates (crabs,FishBase
,1799,Lacuna unifasciata,snail,NA,adult,Both,all,grazer,preys_on,kelp,Light & Smith
,1253,Idotea resecata,isopod,NA,adult,Both,all,unknown,preys_on,kelp canopy,Light & Smith
,995,Cancer gracilis,true crab,NA,juvenile,Both,low,carnivore (scavenger + predator),preys_on,kleptoparasitic on medusae,Light & Smith
,996,Cancer gracilis,true crab,NA,megalops,Both,low,carnivore (scavenger + predator),preys_on,kleptoparasitic on medusae,Light & Smith
no - resource (outside CA),348,Dirona albolineata,nudibranch,chalk lined dirona,adult,Both,low tidepools,micropredator,preys_on,Lacuna carinatus,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,286,Lirabuccinum dirum,whelk,dire whelk,adult,Both,middle,typical predator,preys_on,Lacuna sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,1304,Peramphithoe stypotrupetes,gammarid,NA,adult,NA,very low,parasite,parasitic_on,Laminaria,Light & Smith
expanded,1323,Carinonajna bicarinata,gammarid,NA,adult,NA,all,parasite,parasitic_on,Laminaria,Light & Smith
no - consumer (outside CA),1328,Carinonajna longimana,gammarid,NA,adult,NA,all,parasite,parasitic_on,Laminaria,Light & Smith
yes,202,Lottia instabilis,true limpet,unstable seaweed limpet,adult,Both,low,grazer,preys_on,Saccharina dentigera (Laminaria dentigera),"Morris, Abbott, & Haderlie; Light & Smith"
yes,242,Promartynia pulligo,topsnail,dusky turban snail,adult,Both,low,grazer,preys_on,Saccharina dentigera (Laminaria dentigera),"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (atlantic),1936,Eubranchus rupium,nudibranch,NA,adult,N,all,micropredator,preys_on,Laomedea flexuosa,Light & Smith
,455,Pollicipes polymerus,barnacle,leaf barnacle,adult,Both,middle,filter feeder,preys_on,large particles of detritus,"Morris, Abbott, & Haderlie"
yes,1708,Lineus ruber,nemertean,ribbon worm,larvae,N,middle,carnivore (scavenger + predator),preys_on,larvae engage in sibling cannibalism,Light & Smith
,1487,Aleochara (Coprochara) sulcicollis,insect,NA,adult,NA,all,typical predator,preys_on,larvae of flies that are laid in decaying algae,Light & Smith
,1488,Aleochara arenaria,insect,NA,adult,NA,all,typical predator,preys_on,larvae of flies that are laid in decaying algae,Light & Smith
,1497,Cafius opacus,insect,NA,adult,NA,all,typical predator,preys_on,larvae of flies that are laid in decaying algae,Light & Smith
,1498,Cafius sulcicollis,insect,NA,adult,NA,all,typical predator,preys_on,larvae of flies that are laid in decaying algae,Light & Smith
,1499,Cafius sulcicollis,insect,NA,larvae,NA,all,typical predator,preys_on,larvae of flies that are laid in decaying algae,Light & Smith
,1500,Cafius nauticus,insect,NA,adult,NA,all,typical predator,preys_on,larvae of flies that are laid in decaying algae,Light & Smith
,580,Paraphrosylus praedator,insect,long legged fly,adult,N,high to middle,typical predator,preys_on,larval,"Morris, Abbott, & Haderlie; Light & Smith"
yes,281,Acanthinucella punctulata,snail,spotted unicorn,adult,Both,high,typical predator,preys_on,Lasaea cistula,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource,310,Cadlina limbaughorum,nudibranch,Limbaugh's cadlina,adult,S,low,micropredator,preys_on,Leiosella idia,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (subtidal),491,Idotea montereyensis,isopod,NA,adult,N,middle to low,unknown,preys_on,Leptocladia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,195,Diodora aspera,limpet,rough keyhole limpet,adult,Both,low,omnivore,preys_on,less commonly algae,"Morris, Abbott, & Haderlie; Light & Smith"
,143,Dermasterias imbricata,asteroid,leather star,adult,Both,low,typical predator,preys_on,less often sponges,"Morris, Abbott, & Haderlie; Light & Smith"
no - consumer (outside CA),1322,Carinonajna barnardi,gammarid,NA,adult,NA,all,parasite,parasitic_on,Lessoniopsis (from family dsecritions),Light & Smith
no - consumer (outside CA),1324,Carinonajna bispinosa,gammarid,NA,adult,NA,all,parasite,parasitic_on,Lessoniopsis (from family dsecritions),Light & Smith
yes,1327,Carinonajna lessoniophila,gammarid,NA,adult,NA,all,parasite,parasitic_on,Lessoniopsis littoralis,Light & Smith
no - resource (subtidal),344,Aegires albopunctatus,nudibranch,"salt, pepper",adult,Both,low tidepools,micropredator,preys_on,Leucetta losangelensis,"Morris, Abbott, & Haderlie; Light & Smith"
yes,344,Aegires albopunctatus,nudibranch,"salt, pepper",adult,Both,low tidepools,micropredator,preys_on,Leucilla nuttingi,"Morris, Abbott, & Haderlie; Light & Smith"
,577,Neomachilis halophila,insect,bristletail,adult,Both,high,grazer,preys_on,lichen,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,1118,Donsiella limnoriae,copepod,NA,adult,NA,all,parasite,parasitic_on,Limnoria sp.,Light & Smith
,60,Orthasterias koehleri,asteroid,rainbow star,small,Both,very low,typical predator,preys_on,limpets,Light & Smith; Ref # 232
,150,Pisaster ochraceus,asteroid,ochre star,adult,Both,"middle, low",typical predator,preys_on,limpets,"Morris, Abbott, & Haderlie"
,625,Pteropurpura festiva,murex,festive murex,adult,S,NA,typical predator,preys_on,limpets,Wikipedia
,672,Leptasterias aequalis,asteroid,6 arm star,adult,Both,middle,carnivore (scavenger + predator),preys_on,limpets,Light & Smith; Walla Walla
,720,Evasterias troschelii,asteroid,NA,adult,N,all,typical predator,preys_on,limpets,Light & Smith
,2049,Notocomplana litoricola,turbellarian,NA,adult,N,middle,typical predator,preys_on,limpets,Light & Smith
expanded,1914,Thordisa rubescens,nudibranch,NA,adult,S,all,micropredator,preys_on,Lissodendoryx,Light & Smith
,196,Acmaea mitra,true limpet,white-cap limpet,adult,Both,low,grazer,preys_on,Lithophyllum,"Morris, Abbott, & Haderlie"
,203,Lottia limatula,true limpet,file limpet,adult,Both,middle to low,grazer,preys_on,Lithophyllum sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,203,Lottia limatula,true limpet,file limpet,adult,Both,middle to low,grazer,preys_on,Lithothamnium sp.,"Morris, Abbott, & Haderlie; Light & Smith"
yes,281,Acanthinucella punctulata,snail,spotted unicorn,adult,Both,high,typical predator,preys_on,Littorina keenae (planaxis),"Morris, Abbott, & Haderlie; Light & Smith"
yes,284,Nucella emarginata,snail,emarginate dogwinkle,adult,Both,high to middle,typical predator,preys_on,Littorina keenae (planaxis),"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (outside CA),286,Lirabuccinum dirum,whelk,dire whelk,adult,Both,middle,typical predator,preys_on,Littorina sitkana,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,Littorina sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,672,Leptasterias aequalis,asteroid,6 arm star,adult,Both,middle,carnivore (scavenger + predator),preys_on,littorine snails,Light & Smith; Walla Walla
expanded,1707,Lineus ruber,nemertean,ribbon worm,adult,N,middle,omnivore,preys_on,littorines,Light & Smith
expanded,1709,Lineus ruber,nemertean,ribbon worm,juvenile,N,middle,omnivore,preys_on,littorines,Light & Smith
no,905,Chelyosoma productum,tunicate,"Flattop sea squirt, horseshoe ascidian",adult,Both,low,filter feeder,preys_on,located%20on%20a%20flattened%20disk.),Light & Smith
yes,1894,Adalaria jannae,nudibranch,NA,adult,N,all,micropredator,preys_on,Jullienula hippocrepis (Lyrula hippocrepis),Light & Smith
no - resource (bays),153,Pisaster brevispinus,asteroid,pink star,adult,Both,low,typical predator,preys_on,Macoma,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (bays),298,Conus californicus,snail,California cone,adult,Both,low,typical predator,preys_on,Macoma nasuta,"Morris, Abbott, & Haderlie; Light & Smith"
no - consumer (outside CA),1326,Carinonajna kitamati,gammarid,NA,adult,NA,all,parasite,parasitic_on,macrocystis,Light & Smith
yes,168,Strongylocentrotus purpuratus,urchin,NA,adult,Both,low,grazer,preys_on,macrocystis,"Morris, Abbott, & Haderlie"
no - consumer (outside CA),1322,Carinonajna barnardi,gammarid,NA,adult,NA,all,parasite,parasitic_on,Macrocystis,Light & Smith
no - consumer (outside CA),1324,Carinonajna bispinosa,gammarid,NA,adult,NA,all,parasite,parasitic_on,Macrocystis,Light & Smith
yes,417,Cryptochiton stelleri,chiton,gumboot chiton,adult,Both,low tidepools,grazer,preys_on,Macrocystis sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,1879,Littorina saxatilis,limpet,NA,adult,N,all,unknown,preys_on,macrophyte litter,Light & Smith
,1264,Gnathia steveni,isopod,NA,juvenile praniza,S,low,parasite,parasitic_on,marine fishes,Light & Smith
,938,Zanclella bryozoophila,hydroid,NA,hydroid colony,N,very low,filter feeder,preys_on,material gathered by the bryozoan lophophore. Diet microphagous,Light & Smith
,142,Linckia columbiae,asteroid,NA,adult,S,low,NA,preys_on,maybe bacteria,"Morris, Abbott, & Haderlie; Light & Smith"
no,254,Opalia wroblewskyi,snail,Chace's wentletrap,adult,Both,high,micropredator,preys_on,maybe more,"Morris, Abbott, & Haderlie; Light & Smith"
,145,Henricia leviuscula,asteroid,blood star,adult,Both,low,filter feeder,preys_on,maybe sponges,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,1880,Littorina subrotundata,limpet,NA,adult,N,all,unknown,preys_on,Mazzaella tips,Light & Smith
yes,418,Octopus bimaculoides,octopus,two-spot octopus,adult,Both,middle to low,typical predator,preys_on,Megastrea undosa,"Morris, Abbott, & Haderlie; Light & Smith"
,1361,Cephalophoxoides homilis,gammarid,NA,adult,NA,all,typical predator,preys_on,meiofauna,Light & Smith
,1362,Eyakia robusta,gammarid,NA,adult,NA,all,typical predator,preys_on,meiofauna,Light & Smith
expanded,230,Calliostoma annulatum,topsnail,purple ringed topsnail,adult,Both,low,omnivore,preys_on,Membranipora,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,1894,Adalaria jannae,nudibranch,NA,adult,N,all,micropredator,preys_on,Membranipora,Light & Smith
yes,1899,Palio zosterae,nudibranch,NA,adult,N,all,micropredator,preys_on,Membranipora membranacea.,Light & Smith
expanded,341,Onchidoris muricata,nudibranch,white onchodoris,adult,N,low,micropredator,preys_on,Membranipora spp.,"Morris, Abbott, & Haderlie; Light & Smith"
yes,1892,Okenia plana,nudibranch,NA,adult,Both,all,micropredator,preys_on,Membranipora tuberculata,Light & Smith
yes,1955,Aeolidiella oliviae,nudibranch,NA,adult,Both,all,micropredator,preys_on,Metridium senile.,Light & Smith
,197,Lottia asmi,true limpet,black limpet,adult,Both,middle,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,199,Lottia digitalis,true limpet,ribbed limpet,adult,Both,high,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,201,Lottia gigantea,true limpet,owl limpet,adult,Both,high to middle,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,203,Lottia limatula,true limpet,file limpet,adult,Both,middle to low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,210,Lottia scabra,true limpet,rough limpet,adult,Both,high,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,214,Tectura paleacea,true limpet,surfgrass limpet,adult,Both,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,215,Lottia scutum,true limpet,plate limpet,adult,N,middle,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,232,Calliostoma ligatum,topsnail,blue topsnail,adult,Both,low,omnivore,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,237,Tegula funebralis,topsnail,black turban snail,adult,Both,middle,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie"
