resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,parasitic
2100,Sebastes miniatus,fish,1,3047,Urile penicillatus,bird,1,1,1,6,1,415,NA,NA,pools,no,y,NA,19493,n
2079,Ascelichthys rhodorus,fish,1,420,Enteroctopus dofleini,octopus,4,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3750,n
2079,Ascelichthys rhodorus,fish,1,1745,Enteroctopus dofleini,octopus,1,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3770,n
2079,Ascelichthys rhodorus,fish,1,3031,Tringa melanoleuca,bird,1,1,2,5,2,409,Alaska,NA,NA,NA,NA,"eaten by ""birds""",11633,n
2079,Ascelichthys rhodorus,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19530,n
2079,Ascelichthys rhodorus,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20286,n
2079,Ascelichthys rhodorus,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11428,n
2079,Ascelichthys rhodorus,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19076,n
2079,Ascelichthys rhodorus,fish,1,1192,Clavella parva,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3104,y
2079,Ascelichthys rhodorus,fish,1,1129,Holobomolochus spinulus,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3084,y
2079,Ascelichthys rhodorus,fish,1,2120,Podocotyle sp.,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2025,y
2079,Ascelichthys rhodorus,fish,1,2113,Podocotyle californica,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2026,y
2079,Ascelichthys rhodorus,fish,1,2121,Podocotyle enophrysi,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2027,y
2079,Ascelichthys rhodorus,fish,1,2147,Myxidium incurvatum,myxozoan,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2170,y
2079,Ascelichthys rhodorus,fish,1,1193,Naobranchia occidentalis,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3124,y
2079,Ascelichthys rhodorus,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19013,n
2079,Ascelichthys rhodorus,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19773,n
2079,Ascelichthys rhodorus,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11694,n
2080,Cebidichthys violaceus,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,all,pools,no,y,NA,19531,n
2080,Cebidichthys violaceus,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20287,n
2080,Cebidichthys violaceus,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11429,n
2080,Cebidichthys violaceus,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19064,n
2080,Cebidichthys violaceus,fish,1,2258,Opisthadena bodegensis,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2028,y
2080,Cebidichthys violaceus,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19001,n
2080,Cebidichthys violaceus,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,all,pools,no,y,NA,19774,n
2080,Cebidichthys violaceus,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11682,n
2081,Clinocottus acuticeps,fish,1,420,Enteroctopus dofleini,octopus,4,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3751,n
2081,Clinocottus acuticeps,fish,1,1745,Enteroctopus dofleini,octopus,1,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3771,n
2081,Clinocottus acuticeps,fish,1,3031,Tringa melanoleuca,bird,1,1,2,5,2,409,Alaska,NA,NA,NA,NA,"eaten by ""birds""",11634,n
2081,Clinocottus acuticeps,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19532,n
2081,Clinocottus acuticeps,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20288,n
2081,Clinocottus acuticeps,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11430,n
2081,Clinocottus acuticeps,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19077,n
2081,Clinocottus acuticeps,fish,1,1192,Clavella parva,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3105,y
2081,Clinocottus acuticeps,fish,1,2115,Lecithaster gibbosus,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2052,y
2081,Clinocottus acuticeps,fish,1,1129,Holobomolochus spinulus,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3085,y
2081,Clinocottus acuticeps,fish,1,2217,Gyrodactylus bodegensis,monogene,1,7,NA,3,1,205,NA,NA,NA,no,NA,NA,2029,y
2081,Clinocottus acuticeps,fish,1,1193,Naobranchia occidentalis,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3125,y
2081,Clinocottus acuticeps,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19014,n
2081,Clinocottus acuticeps,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19775,n
2081,Clinocottus acuticeps,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11695,n
2083,Clinocottus globiceps,fish,1,762,Podocotyle reflexa,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2057,y
2083,Clinocottus globiceps,fish,1,420,Enteroctopus dofleini,octopus,4,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3754,n
2083,Clinocottus globiceps,fish,1,1745,Enteroctopus dofleini,octopus,1,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3774,n
2083,Clinocottus globiceps,fish,1,3031,Tringa melanoleuca,bird,1,1,2,5,2,409,Alaska,NA,NA,NA,NA,"eaten by ""birds""",11636,n
2083,Clinocottus globiceps,fish,1,3019,Larus glaucescens,bird,1,1,2,3,1,385,NA,NA,pools,no,y,NA,19295,n
2083,Clinocottus globiceps,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19534,n
2083,Clinocottus globiceps,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20290,n
2083,Clinocottus globiceps,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11432,n
2083,Clinocottus globiceps,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19079,n
2083,Clinocottus globiceps,fish,1,1192,Clavella parva,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3108,y
2083,Clinocottus globiceps,fish,1,2112,Genolinea laticauda,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2054,y
2083,Clinocottus globiceps,fish,1,2115,Lecithaster gibbosus,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2053,y
2083,Clinocottus globiceps,fish,1,1129,Holobomolochus spinulus,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3088,y
2083,Clinocottus globiceps,fish,1,2126,Podocotyle atomon,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2055,y
2083,Clinocottus globiceps,fish,1,2113,Podocotyle californica,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2031,y
2083,Clinocottus globiceps,fish,1,2121,Podocotyle enophrysi,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2032,y
2083,Clinocottus globiceps,fish,1,2121,Podocotyle enophrysi,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2056,y
2083,Clinocottus globiceps,fish,1,2183,Zoogonoides viviparus,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2058,y
2083,Clinocottus globiceps,fish,1,1193,Naobranchia occidentalis,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3128,y
2083,Clinocottus globiceps,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19016,n
2083,Clinocottus globiceps,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19777,n
2083,Clinocottus globiceps,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11697,n
2094,Oligocottus snyderi,fish,1,420,Enteroctopus dofleini,octopus,4,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3764,n
2094,Oligocottus snyderi,fish,1,1745,Enteroctopus dofleini,octopus,1,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3784,n
2094,Oligocottus snyderi,fish,1,3031,Tringa melanoleuca,bird,1,1,2,5,2,409,Alaska,NA,NA,NA,NA,"eaten by ""birds""",11644,n
2094,Oligocottus snyderi,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19545,n
2094,Oligocottus snyderi,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20301,n
2094,Oligocottus snyderi,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11438,n
2094,Oligocottus snyderi,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19087,n
2094,Oligocottus snyderi,fish,1,1192,Clavella parva,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3118,y
2094,Oligocottus snyderi,fish,1,2115,Lecithaster gibbosus,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2073,y
2094,Oligocottus snyderi,fish,1,1129,Holobomolochus spinulus,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3098,y
2094,Oligocottus snyderi,fish,1,2113,Podocotyle californica,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2045,y
2094,Oligocottus snyderi,fish,1,2113,Podocotyle californica,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2074,y
2094,Oligocottus snyderi,fish,1,2183,Zoogonoides viviparus,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2075,y
2094,Oligocottus snyderi,fish,1,2147,Myxidium incurvatum,myxozoan,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2142,y
2094,Oligocottus snyderi,fish,1,1193,Naobranchia occidentalis,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3138,y
2094,Oligocottus snyderi,fish,1,1544,Heptacyclus buthi,leech,1,6,NA,3,1,Light & Smith,NA,all,NA,no,NA,NA,2525,y
2094,Oligocottus snyderi,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19024,n
2094,Oligocottus snyderi,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19788,n
2094,Oligocottus snyderi,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11705,n
2103,Xiphister mucosus,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19554,n
2103,Xiphister mucosus,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20310,n
2103,Xiphister mucosus,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11444,n
2103,Xiphister mucosus,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19111,n
2103,Xiphister mucosus,fish,1,2113,Podocotyle californica,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2050,y
2103,Xiphister mucosus,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19048,n
2103,Xiphister mucosus,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19797,n
2103,Xiphister mucosus,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11729,n
2098,Sebastes carnatus,fish,1,15,Clinocottus analis,fish,1,1,2,6,1,72,Central CA,all,pools,NA,yes,NA,10839,n
2098,Sebastes carnatus,fish,1,11,Artedius fenestralis,fish,1,1,3,6,1,72; 355,Central CA,all,pools,NA,yes,"all online sources say ""fish and shrimp""",11010,n
2098,Sebastes carnatus,fish,1,2094,Oligocottus snyderi,fish,1,1,2,6,1,72,Central CA,all,pools,NA,yes,NA,10882,n
2098,Sebastes carnatus,fish,1,2078,Artedius lateralis,fish,1,1,2,6,1,72,Central CA,all,pools,NA,yes,NA,10919,n
2098,Sebastes carnatus,fish,1,2093,Oligocottus rubellio,fish,1,1,4,6,1,72,Central CA,all,pools,NA,yes,NA,11208,n
2098,Sebastes carnatus,fish,1,420,Enteroctopus dofleini,octopus,4,1,4,6,1,"Morris, Abbott, & Haderlie; Light & Smith",NA,very low,pools,NA,yes,NA,3736,n
2098,Sebastes carnatus,fish,1,1745,Enteroctopus dofleini,octopus,1,1,3,6,1,Light & Smith,NA,very low,pools,NA,yes,NA,3739,n
2098,Sebastes carnatus,fish,1,2095,Oligocottus spp.,fish,1,1,3,6,1,72,Central CA,all,pools,NA,yes,NA,10950,n
2098,Sebastes carnatus,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19549,n
2098,Sebastes carnatus,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20305,n
2098,Sebastes carnatus,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,"416, 418",California,all,pools,n,y,"""fish""",19103,n
2098,Sebastes carnatus,fish,1,2128,Microcotyle sebastis,monogene,1,7,NA,3,1,205,NA,NA,NA,no,NA,NA,2163,y
2098,Sebastes carnatus,fish,1,2198,Ceratomyxa vepallida,myxozoan,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2051,y
2098,Sebastes carnatus,fish,1,1183,Caligus hobsoni,copepod,1,7,NA,3,1,205,NA,NA,NA,no,NA,NA,2159,y
2098,Sebastes carnatus,fish,1,2147,Myxidium incurvatum,myxozoan,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2164,y
2098,Sebastes carnatus,fish,1,1193,Naobranchia occidentalis,copepod,1,7,NA,3,1,205,NA,NA,NA,no,NA,NA,2160,y
2098,Sebastes carnatus,fish,1,2160,Littorellicola sebastodorum,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2161,y
2098,Sebastes carnatus,fish,1,2285,Megalocotyle marginata,monogene,1,7,NA,3,1,205,NA,NA,NA,no,NA,NA,2162,y
2098,Sebastes carnatus,fish,1,2167,Myxidium calcariferi,myxozoan,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2199,y
2098,Sebastes carnatus,fish,1,2196,Ceratomyxa lovei,myxozoan,1,6,1,3,1,205,NA,all,pools,NA,no,NA,3892,y
2098,Sebastes carnatus,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19040,n
2098,Sebastes carnatus,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19792,n
2098,Sebastes carnatus,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11721,n
2098,Sebastes carnatus,fish,1,3048,Nannopterum auritum,bird,1,1,1,6,1,415,NA,NA,pools,no,y,NA,19495,n
2098,Sebastes carnatus,fish,1,3047,Urile penicillatus,bird,1,1,1,6,1,415,NA,NA,pools,no,y,NA,19491,n
4,Amphistichus koelzi,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19501,n
4,Amphistichus koelzi,fish,1,1229,Nerocila acuminata,isopod,1,7,3,4,1,425,Eastern Pacific,NA,pools,no,n,wide host range but prefers schooling fish,20232,y
4,Amphistichus koelzi,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20256,n
4,Amphistichus koelzi,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11414,n
4,Amphistichus koelzi,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19089,n
4,Amphistichus koelzi,fish,1,1192,Clavella parva,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3226,y
4,Amphistichus koelzi,fish,1,1125,Bomolochus cuneatus,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3222,y
4,Amphistichus koelzi,fish,1,1195,Peniculus fissipes,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3227,y
4,Amphistichus koelzi,fish,1,1171,Colobomatus embiotocae,copepod,1,7,NA,3,1,205,NA,NA,NA,no,NA,NA,2092,y
4,Amphistichus koelzi,fish,1,1183,Caligus hobsoni,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3224,y
4,Amphistichus koelzi,fish,1,1127,Holobomolochus embiotocae,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3223,y
4,Amphistichus koelzi,fish,1,1191,Clavella embiotocae,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3225,y
4,Amphistichus koelzi,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19026,n
4,Amphistichus koelzi,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19744,n
4,Amphistichus koelzi,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11707,n
2078,Artedius lateralis,fish,1,420,Enteroctopus dofleini,octopus,4,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3749,n
2078,Artedius lateralis,fish,1,1745,Enteroctopus dofleini,octopus,1,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3769,n
2078,Artedius lateralis,fish,1,3031,Tringa melanoleuca,bird,1,1,2,5,2,409,Alaska,NA,NA,NA,NA,"eaten by ""birds""",11632,n
2078,Artedius lateralis,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19529,n
2078,Artedius lateralis,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20285,n
2078,Artedius lateralis,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11427,n
2078,Artedius lateralis,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19075,n
2078,Artedius lateralis,fish,1,1192,Clavella parva,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3103,y
2078,Artedius lateralis,fish,1,1129,Holobomolochus spinulus,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3083,y
2078,Artedius lateralis,fish,1,2148,Ceratomyxa noblei,myxozoan,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2093,y
2078,Artedius lateralis,fish,1,2277,Sphaeromyxa lateralis,myxozoan,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2094,y
2078,Artedius lateralis,fish,1,1193,Naobranchia occidentalis,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3123,y
2078,Artedius lateralis,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19012,n
2078,Artedius lateralis,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19772,n
2078,Artedius lateralis,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11693,n
2082,Clinocottus embryum,fish,1,420,Enteroctopus dofleini,octopus,4,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3753,n
2082,Clinocottus embryum,fish,1,1745,Enteroctopus dofleini,octopus,1,1,3,6,1,"Morris, Abbott, & Haderlie",low,low,pools,NA,yes,NA,3773,n
2082,Clinocottus embryum,fish,1,3031,Tringa melanoleuca,bird,1,1,2,5,2,409,Alaska,NA,NA,NA,NA,"eaten by ""birds""",11635,n
2082,Clinocottus embryum,fish,1,3019,Larus glaucescens,bird,1,1,2,3,1,385,NA,NA,pools,no,y,NA,19293,n
2082,Clinocottus embryum,fish,1,3019,Larus glaucescens,bird,1,1,2,6,1,392,NA,NA,pools,no,y,NA,19533,n
2082,Clinocottus embryum,fish,1,1264,Gnathia steveni,isopod,3,3,4,4,1,"427, 428",NA,all,pools,no,n,"genus Gnathia described as ""temporary parasites""",20289,n
2082,Clinocottus embryum,fish,1,717,Ardea herodias,bird,1,1,3,6,2,379,British Columbia,all,pools,n,yes,NA,11431,n
2082,Clinocottus embryum,fish,1,660,Larus occidentalis,bird,1,1,4,4,1,418,California,all,pools,n,y,"""fish""",19078,n
2082,Clinocottus embryum,fish,1,1192,Clavella parva,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3107,y
2082,Clinocottus embryum,fish,1,2131,Derogenes varicus,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2171,y
2082,Clinocottus embryum,fish,1,2115,Lecithaster gibbosus,trematode,1,6,NA,3,1,205,NA,NA,NA,no,NA,NA,2193,y
2082,Clinocottus embryum,fish,1,1129,Holobomolochus spinulus,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3087,y
2082,Clinocottus embryum,fish,1,1193,Naobranchia occidentalis,copepod,1,7,NA,6,1,Light & Smith,NA,all,pools,NA,no,NA,3127,y
2082,Clinocottus embryum,fish,1,3043,Egretta thula,bird,1,1,3,6,2,393,Florida,all,pools,n,y,"as ""fish spp.""",19015,n
2082,Clinocottus embryum,fish,1,3043,Egretta thula,bird,1,1,2,6,1,393,NA,NA,pools,no,y,NA,19776,n
2082,Clinocottus embryum,fish,1,3017,Larus argentatus,bird,1,1,4,"4, 5",1,414,NA,all,pools,n,y,NA,11696,n
941,Aequorea victoria,hydroid,5,2116,Hyperia medusarum,amphipod,1,7,NA,3,1,247,NA,low,NA,no,NA,NA,2273,y
941,Aequorea victoria,hydroid,5,2116,Hyperia medusarum,amphipod,1,7,NA,3,1,247,NA,low,NA,no,NA,NA,2310,y
941,Aequorea victoria,hydroid,5,2143,Peachia quinquecapitata,anemone,3,7,NA,3,1,246,NA,low,NA,no,NA,NA,2200,y
941,Aequorea victoria,hydroid,5,2143,Peachia quinquecapitata,anemone,3,6,NA,3,1,246,NA,low,NA,no,NA,NA,2267,y
941,Aequorea victoria,hydroid,5,2143,Peachia quinquecapitata,anemone,3,6,NA,3,1,246,NA,low,NA,no,NA,NA,2304,y
941,Aequorea victoria,hydroid,5,2144,Peachia quinquecapitata,anemone,1,7,NA,3,1,246,NA,low,NA,no,NA,NA,2202,y
941,Aequorea victoria,hydroid,5,2144,Peachia quinquecapitata,anemone,1,6,NA,3,1,246,NA,low,NA,no,NA,NA,2269,y
941,Aequorea victoria,hydroid,5,2144,Peachia quinquecapitata,anemone,1,6,NA,3,1,246,NA,low,NA,no,NA,NA,2306,y
941,Aequorea victoria,hydroid,5,2145,Peachia quinquecapitata,anemone,1,7,NA,3,1,246,NA,low,NA,no,NA,NA,2204,y
941,Aequorea victoria,hydroid,5,2145,Peachia quinquecapitata,anemone,1,6,NA,3,1,246,NA,low,NA,no,NA,NA,2271,y
941,Aequorea victoria,hydroid,5,2145,Peachia quinquecapitata,anemone,1,6,NA,3,1,246,NA,low,NA,no,NA,NA,2308,y
942,Aequorea victoria,plankton,1,2116,Hyperia medusarum,amphipod,1,7,NA,3,1,247,NA,low,NA,no,NA,NA,2274,y
942,Aequorea victoria,plankton,1,2116,Hyperia medusarum,amphipod,1,7,NA,3,1,247,NA,low,NA,no,NA,NA,2311,y
942,Aequorea victoria,plankton,1,2143,Peachia quinquecapitata,anemone,3,7,NA,3,1,246,NA,low,NA,no,NA,NA,2201,y
942,Aequorea victoria,plankton,1,2143,Peachia quinquecapitata,anemone,3,6,NA,3,1,246,NA,low,NA,no,NA,NA,2268,y
942,Aequorea victoria,plankton,1,2143,Peachia quinquecapitata,anemone,3,6,NA,3,1,246,NA,low,NA,no,NA,NA,2305,y
942,Aequorea victoria,plankton,1,2144,Peachia quinquecapitata,anemone,1,7,NA,3,1,246,NA,low,NA,no,NA,NA,2203,y
942,Aequorea victoria,plankton,1,2144,Peachia quinquecapitata,anemone,1,6,NA,3,1,246,NA,low,NA,no,NA,NA,2270,y
942,Aequorea victoria,plankton,1,2144,Peachia quinquecapitata,anemone,1,6,NA,3,1,246,NA,low,NA,no,NA,NA,2307,y
942,Aequorea victoria,plankton,1,2145,Peachia quinquecapitata,anemone,1,7,NA,3,1,246,NA,low,NA,no,NA,NA,2205,y
942,Aequorea victoria,plankton,1,2145,Peachia quinquecapitata,anemone,1,6,NA,3,1,246,NA,low,NA,no,NA,NA,2272,y
942,Aequorea victoria,plankton,1,2145,Peachia quinquecapitata,anemone,1,6,NA,3,1,246,NA,low,NA,no,NA,NA,2309,y
460,Membranobalanus orcutti,barnacle,1,2186,Bocquetia rosea,parasitic barnacle,1,4,NA,3,1,253,NA,very low,NA,no,NA,NA,2206,n
460,Membranobalanus orcutti,barnacle,1,3023,Arenaria melanocephala,bird,1,1,2,6,1,397,NA,very low,exposed,no,y,NA,19812,n
460,Membranobalanus orcutti,barnacle,1,3018,Larus brachyrynchus,bird,1,1,2,6,1,407,NA,very low,NA,no,y,NA,20124,n
1365,Chromopleustes lineatus,gammarid,1,2081,Clinocottus acuticeps,fish,1,1,2,3,2,254,"San Juan Islands, WA",all,NA,no,NA,NA,2207,n
1365,Chromopleustes lineatus,gammarid,1,507,Alpheus clamator,shrimp,1,1,4,6,2,432,NA,low,pools,n,y,NA,20439,n
1365,Chromopleustes lineatus,gammarid,1,3023,Arenaria melanocephala,bird,1,1,2,6,1,399,NA,all,NA,no,y,NA,19930,n
