resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,ref_num,justification,confidence,incl.code
749,Detritus,dead stuff,0,1665,Neoleprea californica,polychaete,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1666,Polycirrus californicus,polychaete,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1667,Polycirrus spp.,polychaete,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1668,Ramex californiensis,polychaete,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1669,Spinosphaera oculata,polychaete,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1792,Lirobittium attenuatum,snail,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1794,Lirobittium interfossa,snail,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1795,Lirobittium latifilosum,snail,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1873,Haminoea virescens,sea slug,1,3,333,3,3,2
749,Detritus,dead stuff,0,1982,Amphiodia akosmos,brittle star,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1983,Amphiodia occidentalis,brittle star,1,1,NA,4,4,1
749,Detritus,dead stuff,0,1984,Ophiactis simplex,brittle star,1,1,NA,4,4,1
749,Detritus,dead stuff,0,2086,Enophrys bison,fish,1,1,361,3,2,2
749,Detritus,dead stuff,0,2093,Oligocottus rubellio,fish,1,30,72,3,4,1
749,Detritus,dead stuff,0,2094,Oligocottus snyderi,fish,1,30,72,3,2,1
749,Detritus,dead stuff,0,2095,Oligocottus spp.,fish,1,30,72,3,3,1
749,Detritus,dead stuff,0,2340,Acanthomysis sp.,mysid,1,30,306,6,1,1
749,Detritus,dead stuff,0,2341,Alienacanthomysis macropsis,mysid,1,30,306,4,4,1
749,Detritus,dead stuff,0,2343,Holmesimysis costata,mysid,1,30,306,4,4,1
749,Detritus,dead stuff,0,2344,Holmesimysis sculpta,mysid,1,30,306,4,4,1
749,Detritus,dead stuff,0,2352,Desdimelita californica,gammarid,1,30,Light & Smith,3,1,1
749,Detritus,dead stuff,0,3006,Porichthys notatus,fish,3,1,364,3,1,1
750,Carrion,dead stuff,0,99,Anthopleura xanthogrammica,anemone,1,30,PO,4,NA,1
750,Carrion,dead stuff,0,144,Patiria miniata,sea star,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
750,Carrion,dead stuff,0,153,Pisaster brevispinus,sea star,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
750,Carrion,dead stuff,0,165,Ophioplocus esmarki,brittle star,1,1,"Morris, Abbott, & Haderlie; Light & Smith",3,1,1
750,Carrion,dead stuff,0,230,Calliostoma annulatum,topsnail,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
750,Carrion,dead stuff,0,256,Antisabia panamensis,slipper snail,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,286,Lirabuccinum dirum,whelk,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
750,Carrion,dead stuff,0,287,Kelletia kelletii,whelk,1,30,"MAH, Morris, Abbott, & Haderlie; Light & Smith","13, 3",NA,1
750,Carrion,dead stuff,0,288,Amphissa columbiana,snail,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
750,Carrion,dead stuff,0,289,Amphissa versicolor,snail,1,30,278,10,4,1
750,Carrion,dead stuff,0,290,Alia carinata,snail,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,291,Nassarius mendicus,snail,1,30,"MAH, Morris, Abbott, & Haderlie; Light & Smith","13, 3",NA,1
750,Carrion,dead stuff,0,298,Conus californicus,snail,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
750,Carrion,dead stuff,0,357,Hermissenda opalescens,nudibranch,1,30,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016, Morris, Abbott, & Haderlie; Lindsay, Valdez 2016","3, 3",NA,1
750,Carrion,dead stuff,0,425,Halosydna brevisetosa,scale worm,1,30,280,"5, 7",1,2
750,Carrion,dead stuff,0,432,Arabella iricolor,polychaete,1,30,"MAH, Morris, Abbott, & Haderlie; Light & Smith","13, 3",NA,1
750,Carrion,dead stuff,0,433,Arabella endonata,polychaete,1,30,"Morris, Abbott, & Haderlie",3,NA,1
750,Carrion,dead stuff,0,475,Cirolana harfordi,isopod,1,30,"Morris, Abbott, & Haderlie",3,NA,1
750,Carrion,dead stuff,0,487,Ligia occidentalis,isopod,1,30,"MAH, Morris, Abbott, & Haderlie; Light & Smith","13, 3",NA,1
750,Carrion,dead stuff,0,509,Betaeus macginitieae,shrimp,1,30,433,4,3,1
750,Carrion,dead stuff,0,524,Pagurus samuelis,hermit crab,1,30,"MAH, Morris, Abbott, & Haderlie","13, 3",NA,1
750,Carrion,dead stuff,0,525,Pagurus hirsutiusculus,hermit crab,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,526,Pagurus hemphilli,hermit crab,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,527,Pagurus granosimanus,hermit crab,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,545,Loxorhynchus grandis,true crab,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,547,Pelia tumida,true crab,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,1,1
750,Carrion,dead stuff,0,550,Cancer anthonyi,true crab,1,1,"Morris, Abbott, & Haderlie; light & Smith",3,1,1
750,Carrion,dead stuff,0,551,Cancer jordani,true crab,1,1,"Morris, Abbott, & Haderlie; Light & Smith",3,1,1
750,Carrion,dead stuff,0,552,Cancer branneri,true crab,1,1,"Morris, Abbott, & Haderlie; light & Smith",3,1,1
750,Carrion,dead stuff,0,553,Cancer oregonensis,true crab,1,30,330,3,2,1
750,Carrion,dead stuff,0,554,Cancer productus,true crab,4,30,"MAH, MAH, Morris, Abbott, & Haderlie; Light & Smith","3, 13, 3",NA,1
750,Carrion,dead stuff,0,555,Cancer productus,true crab,1,30,"MAH, MAH, Morris, Abbott, & Haderlie; Light & Smith","3, 13, 3",NA,1
750,Carrion,dead stuff,0,558,Paraxanthias taylori,true crab,1,30,"MAH, Morris, Abbott, & Haderlie","13, 3",NA,1
750,Carrion,dead stuff,0,566,Pachygrapsus crassipes,true crab,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
750,Carrion,dead stuff,0,575,Neomolgus littoralis,mite,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,579,Dicranomyia (Idioglochina) marmorata,insect,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,660,Larus occidentalis,bird,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,672,Leptasterias aequalis,sea star,1,30,"MAH, Light & Smith; Walla Walla","13, 3",NA,1
750,Carrion,dead stuff,0,673,Apostichopus parvimensis,cucumber,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,761,Ligia pallasii,isopod,1,30,MAH,13,3,1
750,Carrion,dead stuff,0,894,Parasagitta euneritica,chaetognath,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,895,Flaccisagitta enflata,chaetognath,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,896,Flaccisagitta enflata,chaetognath,4,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,897,Mesosagitta minima,chaetognath,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,898,Serratosagitta bierii,chaetognath,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,899,Paraspadella pimukatharos,chaetognath,1,1,Light & Smith; Alvari√±o (1987),3,1,1
750,Carrion,dead stuff,0,988,Heptacarpus palpator,shrimp,1,30,Light & Smith,10,3,1
750,Carrion,dead stuff,0,989,Heptacarpus pugettensis,shrimp,1,30,Light & Smith,10,3,1
750,Carrion,dead stuff,0,990,Heptacarpus taylori,shrimp,1,30,Light & Smith,10,3,1
750,Carrion,dead stuff,0,1009,Paguristes ulreyi,hermit crab,1,30,"296, 296","3, 3",1,1
750,Carrion,dead stuff,0,1012,Pagurus beringanus,hermit crab,1,30,352,3,2,2
750,Carrion,dead stuff,0,1223,Cirolana diminuta,isopod,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1224,Eurydice caudata,isopod,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1270,Lignophliantis pyrifera,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1271,Pariphinotus escabrosus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1272,Dulichia rhabdoplastis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1273,Podocerus spongicolus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1274,Aoroides exilis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1275,Aoroides inermis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1276,Aoroides intermedius,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1277,Bemlos concavus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1278,Columbaora cyclocoxa,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1279,Paramicrodeutopus schmitti,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1297,Ampithoe simulans,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1306,Cerapus spp.,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1307,Ericthonius brasiliensis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1308,Ericthonius rubricornis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1310,Ischyrocerus parvus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1311,Jassa borowskyae,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1312,Jassa carltoni,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1313,Jassa morinoi,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1314,Jassa shawi,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1315,Jassa slatteryi,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1317,Microjassa barnardi,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1318,Microjassa litotes,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1320,Monocorophium insidiosum,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1321,Monocorophium uenoi,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1329,Allorchestes rickeri,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1330,Allorchestes bellabella,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1331,Allorchestes angustus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1347,Atylus georgianus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1348,Atylus tridens,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1349,Hartmanodes hartmanae,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1350,Tiron biocellata,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1351,Leucothoides pacifica,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1355,Aristias veleronis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1356,Dissiminassa dissimilis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1357,Macronassa macromera,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1358,Macronassa pariter,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1359,Ocosingo borlus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1360,Orchomenella recondita,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1364,Foxiphalus obtusidens,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1367,Commensipleustes commensalis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1368,Dactylopleustes echionoides,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1369,Gnathopleustes pachychaetus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1370,Gnathopleustes pugettensis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1371,Gnathopleustes serratus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1372,Heteropleustes setosus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1373,Micropleustes nautiloides,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1374,Micropleustes nautilus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1375,Pleusirus secorrus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1376,Thorlaksonius brevirostris,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1377,Thorlaksonius depressus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1378,Thorlaksonius grandirostris,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1379,Thorlaksonius subcarinatus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1380,Trachypleustes trevori,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1381,Calliopius carinatus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1383,Pontogeneia melanophthalma,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1384,Accedomoera vagor,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1385,Paramoera mohri,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1386,Paramoera suchaneki,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1387,Pontogeneia inermis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1388,Pontogeneia intermedia,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1390,Netamelita cortada,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1391,Ceradocus spinicauda,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1392,Dulichiella spinosa,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1393,Elasmopus antennatus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1394,Elasmopus mutatus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1395,Elasmopus serricatus,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1396,Megamoera dentata,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1397,Megamoera subtener,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1398,Melita oregonensis,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1399,Melita sulca,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1400,Quadrimaera vigota,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1475,Sarcophagid flies,insect,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1476,Anisolabis maritima,insect,1,30,Light & Smith,3,NA,1
750,Carrion,dead stuff,0,1479,Trechus ovipennis,insect,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1481,Neochthebius vandykei,insect,3,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1528,Aegialites fuchsi,insect,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1529,Aegialites subopacus,insect,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1559,Nereiphylla castanea,polychaete,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,1594,Neanthes brandti,polychaete,1,30,"338, 337, 342",4,4,1
750,Carrion,dead stuff,0,1595,Neanthes virens,polychaete,1,30,338,4,1,1
750,Carrion,dead stuff,0,1596,Nereis eakini,polychaete,1,30,337; 338,4; 10,4,1
750,Carrion,dead stuff,0,1597,Nereis latescens,polychaete,1,30,"338, 337, 342",4,4,1
750,Carrion,dead stuff,0,1598,Nereis pelagica,polychaete,1,30,"338, 337, 342",4,4,1
750,Carrion,dead stuff,0,1599,Nereis procera,polychaete,1,30,"338, 337, 342",4,4,1
750,Carrion,dead stuff,0,1717,Lineus sanguineus,nemertean,1,30,Light & Smith,3,NA,1
750,Carrion,dead stuff,0,1979,Mediaster aequalis,sea star,1,30,Light & Smith,3,NA,1
750,Carrion,dead stuff,0,2021,Collastoma pacifica,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2033,Monocelis cincta,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2036,Serpentiplana doughertyi,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2038,Oregoniplana opisthopora,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2039,Multipeniata (Multipeniata) californica,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2040,Plagiostomum abboti,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2041,Plagiostomum hedgpethi,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2042,Plagiostomum hymani,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2043,Plagiostomum langi,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2044,Pseudostomum californicum,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2046,Koinostylochus burchami,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2047,Emprosthopharynx gracilis,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2050,Notocomplana rupicola,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2051,Notocomplana saxicola,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2054,Leptoplanella  californica,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2056,Acanthozoon lepidum,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2057,Stylochoplana chloranota,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2058,Stylochus atentaculatus,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2060,Stylochus tripartitus,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2061,Acerotisa langi,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2062,Anciliplana graffi,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2063,Eurylepta aurantiaca,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2064,Eurylepta sp.,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2065,Euryleptodes cavicola,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2068,Pseudoceros canadensis,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2069,Pseudoceros montereyensis,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2070,Stylostomum lentum,turbellarian,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2326,Fucellia sp.,insect,1,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2327,Fucellia sp.,insect,3,1,Light & Smith,3,1,1
750,Carrion,dead stuff,0,2341,Alienacanthomysis macropsis,mysid,1,30,306,4,4,1
750,Carrion,dead stuff,0,2343,Holmesimysis costata,mysid,1,30,306,4,4,1
750,Carrion,dead stuff,0,2344,Holmesimysis sculpta,mysid,1,30,306,4,4,1
750,Carrion,dead stuff,0,2352,Desdimelita californica,gammarid,1,30,Light & Smith,3,1,1
750,Carrion,dead stuff,0,3013,Larus californicus,bird,1,1,NA,4,4,1
750,Carrion,dead stuff,0,3018,Larus brachyrynchus,bird,1,1,"MAH, 407",3,2,2
750,Carrion,dead stuff,0,3034,Cathartes aura,bird,1,30,NA,1,1,1
751,Wrack,dead stuff,0,190,Fissurella volcano,limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,191,Fissurella volcano crucifera,limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,198,Lottia austrodigitalis,true limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,199,Lottia digitalis,true limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,202,Lottia instabilis,true limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,203,Lottia limatula,true limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,208,Lottia pelta,true limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,210,Lottia scabra,true limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,215,Lottia scutum,true limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,229,Haliotis cracherodii,abalone,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,236,Tegula brunnea,topsnail,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,237,Tegula funebralis,topsnail,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,238,Tegula aureotincta,topsnail,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,239,Tegula gallina,topsnail,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,242,Promartynia pulligo,topsnail,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,247,Littorina keenae,littorine,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,248,Littorina scutulata,littorine,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,259,Crepidula adunca,slipper snail,4,1,MAH,13,3,1
751,Wrack,dead stuff,0,287,Kelletia kelletii,whelk,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,291,Nassarius mendicus,snail,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,300,Aplysia californica,sea hare,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,394,Leptochiton rugatus,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,395,Lepidozona interstincta,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,396,Lepidozona regularis,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,398,Lepidozona cooperi,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,399,Lepidozona scrobiculata,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,400,Lepidozona pectinulata,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,403,Stenoplax conspicua,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,404,Tonicella lineata,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,407,Callistochiton crassicostatus,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,408,Callistochiton palmulatus,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,410,Chaetopleura gemma,chiton,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,430,Platynereis bicanaliculata,polychaete,1,1,"MAH, MAH","13, 13",3,1
751,Wrack,dead stuff,0,432,Arabella iricolor,polychaete,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,483,Limnoria algarum,isopod,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,487,Ligia occidentalis,isopod,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,488,Idotea stenops,isopod,1,30,"Morris, Abbott, & Haderlie; Light & Smith",6; 10,3,1
751,Wrack,dead stuff,0,491,Idotea montereyensis,isopod,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,492,Pentidotea kirchanskii,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,493,Idotea urotoma,isopod,1,30,"Morris, Abbott, & Haderlie; LIght & Smith",10,4,1
751,Wrack,dead stuff,0,504,Oligochinus lighti,gammarid,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,509,Betaeus macginitieae,shrimp,1,30,433,4,3,1
751,Wrack,dead stuff,0,524,Pagurus samuelis,hermit crab,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,525,Pagurus hirsutiusculus,hermit crab,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,526,Pagurus hemphilli,hermit crab,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,527,Pagurus granosimanus,hermit crab,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,538,Taliepus nuttallii,true crab,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,545,Loxorhynchus grandis,true crab,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,554,Cancer productus,true crab,4,30,MAH,3,NA,1
751,Wrack,dead stuff,0,555,Cancer productus,true crab,1,30,MAH,3,NA,1
751,Wrack,dead stuff,0,558,Paraxanthias taylori,true crab,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,568,Tigriopus californicus,copepod,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,577,Neomachilis halophila,insect,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,579,Dicranomyia (Idioglochina) marmorata,insect,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,736,Lottia conus,true limpet,1,1,MAH,13,3,1
751,Wrack,dead stuff,0,761,Ligia pallasii,isopod,1,30,Walla Walla; Light & Smith,3,NA,1
751,Wrack,dead stuff,0,988,Heptacarpus palpator,shrimp,1,30,Light & Smith,10,3,1
751,Wrack,dead stuff,0,989,Heptacarpus pugettensis,shrimp,1,30,Light & Smith,10,3,1
751,Wrack,dead stuff,0,990,Heptacarpus taylori,shrimp,1,30,Light & Smith,10,3,1
751,Wrack,dead stuff,0,1009,Paguristes ulreyi,hermit crab,1,30,296,3,2,1
751,Wrack,dead stuff,0,1012,Pagurus beringanus,hermit crab,1,30,352,3,2,2
751,Wrack,dead stuff,0,1249,Colidotea findleyi,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1250,Erichsonella crenulata,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1251,Erichsonella pseudoculata,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1255,Pentidotea schmitti,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1256,Synidotea berolzheimeri,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1257,Synidotea consolidata,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1258,Synidotea harfordi,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1259,Synidotea pettiboneae,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1260,Synidotea ritteri,isopod,1,3,317,4,4,1
751,Wrack,dead stuff,0,1270,Lignophliantis pyrifera,gammarid,1,30,Light & Smith,3,1,1
751,Wrack,dead stuff,0,1271,Pariphinotus escabrosus,gammarid,1,30,Light & Smith,3,1,1
751,Wrack,dead stuff,0,1272,Dulichia rhabdoplastis,gammarid,1,30,Light & Smith,3,1,1
751,Wrack,dead stuff,0,1273,Podocerus spongicolus,gammarid,1,30,Light & Smith,3,1,1
751,Wrack,dead stuff,0,1274,Aoroides exilis,gammarid,1,30,Light & Smith,3,1,1
751,Wrack,dead stuff,0,1275,Aoroides inermis,gammarid,1,30,Light & Smith,3,1,1
751,Wrack,dead stuff,0,1276,Aoroides intermedius,gammarid,1,30,Light & Smith,3,1,1
