resourceNum,consumerNum,INITIALS,consumerName,consumerCat,consumerStage,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
770,1081,ZZ_coded,Quinquelaophonte longifurcata,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6080,22-Apr-24
770,1082,ZZ_coded,Amonardia normani,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6094,22-Apr-24
770,1083,ZZ_coded,Amonardia perturbata,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6101,22-Apr-24
770,1084,ZZ_coded,Amphiascoides lancisetiger,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6108,22-Apr-24
770,1085,ZZ_coded,Amphiascoides subdebilis,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6115,22-Apr-24
770,1086,ZZ_coded,Amphiascopsis cinctus,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6122,22-Apr-24
770,1087,ZZ_coded,Amphiascus minutus,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,middle,pools,NA,yes,NA,6129,22-Apr-24
770,1088,ZZ_coded,Amphiascus undosus,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6136,22-Apr-24
770,1089,ZZ_coded,Diosaccus spinatus,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6143,22-Apr-24
770,1090,ZZ_coded,Paramphiascopsis ekmani,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,middle,pools,NA,yes,NA,6150,22-Apr-24
770,1091,ZZ_coded,Typhlamphiascus pectinifer,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6157,22-Apr-24
770,1092,ZZ_coded,Typhlamphiascus unisetosus,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6164,22-Apr-24
770,1093,ZZ_coded,Normanella bolini,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6171,22-Apr-24
770,1094,ZZ_coded,Normanella confluens,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6178,22-Apr-24
770,1095,ZZ_coded,Apodopsyllus vermiculiformis,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6185,22-Apr-24
770,1096,ZZ_coded,Scottopsyllus pararobertsoni,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6192,22-Apr-24
770,1097,ZZ_coded,Parastenhelia spinosa,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6199,22-Apr-24
770,1098,ZZ_coded,Alteutha langi,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6206,22-Apr-24
770,1099,ZZ_coded,Alteuthella sp.,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6213,22-Apr-24
770,1101,ZZ_coded,Eupelte setacauda,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6220,22-Apr-24
770,1100,ZZ_coded,Eupelte simile,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6227,22-Apr-24
770,1102,ZZ_coded,Peltidium sp.,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6234,22-Apr-24
770,1103,ZZ_coded,Porcellidium fimbriatum,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6241,22-Apr-24
770,1104,ZZ_coded,Porcellidium viride,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6248,22-Apr-24
770,1053,ZZ_coded,Danielssenia reducta,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6255,22-Apr-24
770,1052,ZZ_coded,Danielssenia typica,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6262,22-Apr-24
770,1106,ZZ_coded,Idomene purpurocincta,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6269,22-Apr-24
770,1108,ZZ_coded,Phyllopodopsyllus borutskyi,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6276,22-Apr-24
770,1107,ZZ_coded,Phyllopodopsyllus parabradyi,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6283,22-Apr-24
770,1109,ZZ_coded,Eudactylopus latipes,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6290,22-Apr-24
770,1112,ZZ_coded,Phyllothalestris mysis,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6311,22-Apr-24
770,1113,ZZ_coded,Rhynchothalestris helgolandica,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6318,22-Apr-24
770,1114,ZZ_coded,Scutellidium arthuri,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6325,22-Apr-24
770,1115,ZZ_coded,Scutellidium hippolytes,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6332,22-Apr-24
770,1116,ZZ_coded,Tisbe furcata,copepod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6339,22-Apr-24
770,780,ZZ_coded,Barentsia conferta,entoproct,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low tidepools,pools,NA,yes,NA,6346,22-Apr-24
770,781,ZZ_coded,Barentsia discreta,entoproct,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6353,22-Apr-24
770,782,ZZ_coded,Barentsia parva,entoproct,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6360,22-Apr-24
770,777,ZZ_coded,Loxosomella sp.,entoproct,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6374,22-Apr-24
770,778,ZZ_coded,Pedicellina newberryi,entoproct,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6388,22-Apr-24
770,1280,ZZ_coded,Cheiriphotis megacheles,gammarid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6416,22-Apr-24
770,1281,ZZ_coded,Gammaropsis barnardi,gammarid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6423,22-Apr-24
770,1282,ZZ_coded,Gammaropsis effrena,gammarid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6430,22-Apr-24
770,1283,ZZ_coded,Gammaropsis martesia,gammarid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6437,22-Apr-24
770,1284,ZZ_coded,Gammaropsis shoemakeri,gammarid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6444,22-Apr-24
770,1285,ZZ_coded,Gammaropsis spinosa,gammarid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6451,22-Apr-24
770,1287,ZZ_coded,Photis californica,gammarid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6465,22-Apr-24
770,1288,ZZ_coded,Photis conchicola,gammarid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6472,22-Apr-24
770,1105,ZZ_coded,Dactylopodola,gastrotrich,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6479,22-Apr-24
770,963,ZZ_coded,Clytia hemisphaerica,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6528,22-Apr-24
770,943,ZZ_coded,Calycella syringa,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6549,22-Apr-24
770,919,ZZ_coded,Cladonema myersi,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6556,22-Apr-24
770,923,ZZ_coded,Dipurena bicircella,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6577,22-Apr-24
770,944,ZZ_coded,Eutonina indicans,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6591,22-Apr-24
770,930,ZZ_coded,Hydrocoryne bodegensis,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6619,22-Apr-24
770,948,ZZ_coded,Filellum serpens,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6626,22-Apr-24
770,949,ZZ_coded,Lafoea dumosa,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6633,22-Apr-24
770,912,ZZ_coded,Leuckartiara octona,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6640,22-Apr-24
770,954,ZZ_coded,Abietinaria filicula,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6682,22-Apr-24
770,955,ZZ_coded,Abietinaria greenei,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6689,22-Apr-24
770,956,ZZ_coded,Abietinaria inconstans,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6696,22-Apr-24
770,957,ZZ_coded,Dynamena disticha,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6703,22-Apr-24
770,958,ZZ_coded,Salacia desmoides,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,6710,22-Apr-24
770,960,ZZ_coded,Symplectoscyphus erectus,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6731,22-Apr-24
770,961,ZZ_coded,Symplectoscyphus tricuspidatus,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,6738,22-Apr-24
770,933,ZZ_coded,Hybocodon prolifer,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6759,22-Apr-24
770,936,ZZ_coded,Zanclea bomala,hydroid,5,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,6773,22-Apr-24
770,1958,ZZ_coded,Modiolus capax,mussel,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6808,22-Apr-24
770,983,ZZ_coded,Thrombophyton trachydermum,octocoral,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6878,22-Apr-24
770,980,ZZ_coded,Telesto sp.,octocoral,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6885,22-Apr-24
770,1021,ZZ_coded,Cypria reptans,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,high,pools,NA,yes,NA,6892,22-Apr-24
770,1020,ZZ_coded,Cypridopsis vidua,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,high,pools,NA,yes,NA,6899,22-Apr-24
770,1022,ZZ_coded,Heterocypris salina,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6906,22-Apr-24
770,1023,ZZ_coded,Sarscypridopsis aculeata,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6913,22-Apr-24
770,1024,ZZ_coded,Cythere alveolivalva,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6920,22-Apr-24
770,1025,ZZ_coded,Cythere sp.,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6927,22-Apr-24
770,1026,ZZ_coded,Ambostracon glaucum,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6934,22-Apr-24
770,1027,ZZ_coded,Aurila lincolnensis,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6941,22-Apr-24
770,1028,ZZ_coded,Aurila montereyensis,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6948,22-Apr-24
770,1029,ZZ_coded,Radimella aurita,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6955,22-Apr-24
770,1030,ZZ_coded,Acetabulastoma californica,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6962,22-Apr-24
770,1031,ZZ_coded,Xestoleberis hopkinsi,ostracod,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6969,22-Apr-24
770,772,ZZ_coded,Phoronis architecta,phoronid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,6976,22-Apr-24
770,774,ZZ_coded,Phoronis vancouverensis,phoronid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,6983,22-Apr-24
770,775,ZZ_coded,Phoronopsis californica,phoronid,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,6990,22-Apr-24
770,920,ZZ_coded,Cladonema myersi,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7011,22-Apr-24
770,922,ZZ_coded,Coryne eximia,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7018,22-Apr-24
770,926,ZZ_coded,Coryne sp.,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7025,22-Apr-24
770,924,ZZ_coded,Dipurena bicircella,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7032,22-Apr-24
770,945,ZZ_coded,Eutonina indicans,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7053,22-Apr-24
770,929,ZZ_coded,Halimedusa typus,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7067,22-Apr-24
770,931,ZZ_coded,Hydrocoryne bodegensis,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7074,22-Apr-24
770,950,ZZ_coded,Mitrocoma cellularia,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7081,22-Apr-24
770,914,ZZ_coded,Proboscidactyla circumsabella,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7102,22-Apr-24
770,918,ZZ_coded,Rathkea octopunctata,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7116,22-Apr-24
770,934,ZZ_coded,Hybocodon prolifer,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7123,22-Apr-24
770,937,ZZ_coded,Zanclea bomala,plankton,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7130,22-Apr-24
770,1676,ZZ_coded,Novafabricia brunnea,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7144,22-Apr-24
770,1671,ZZ_coded,Amphicorina gracilis,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7158,22-Apr-24
770,1672,ZZ_coded,Chone minuta,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7165,22-Apr-24
770,1673,ZZ_coded,Demonax medius,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7172,22-Apr-24
770,1679,ZZ_coded,Pseudopotamilla socialis,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7200,22-Apr-24
770,1680,ZZ_coded,Schizobranchia insignis,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7214,22-Apr-24
770,447,ZZ_coded,Janua brasiliensis,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,7221,22-Apr-24
770,444,ZZ_coded,Serpula columbiana,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7228,22-Apr-24
770,446,ZZ_coded,Spirorbids,polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,7235,22-Apr-24
770,1963,ZZ_coded,Leptopecten latiauratus,scallop,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7249,22-Apr-24
770,1814,ZZ_coded,Crepidula fornicata,slipper limpet,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7263,22-Apr-24
770,1816,ZZ_coded,Crepidula norrisiarum,slipper limpet,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7270,22-Apr-24
770,1815,ZZ_coded,Crepidula plana,slipper limpet,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7277,22-Apr-24
770,264,ZZ_coded,Crepipatella lingulata,slipper snail,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7284,22-Apr-24
770,1685,ZZ_coded,Bushiella abnormis,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7291,22-Apr-24
770,1686,ZZ_coded,Circeis armoricana,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7298,22-Apr-24
770,1681,ZZ_coded,Crucigera zygophora,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7305,22-Apr-24
770,1682,ZZ_coded,Hydroides gracilis,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7312,22-Apr-24
770,1687,ZZ_coded,Neodexiospira pseudocorrugata,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7319,22-Apr-24
770,1688,ZZ_coded,Paradexiospira vitrea,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7326,22-Apr-24
770,1689,ZZ_coded,Pileolaria lateralis,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7333,22-Apr-24
770,1690,ZZ_coded,Pileolaria marginata,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7340,22-Apr-24
770,445,ZZ_coded,Salmacina tribranchiata,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,7354,22-Apr-24
770,1692,ZZ_coded,Simplaria potswaldi,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7361,22-Apr-24
770,1693,ZZ_coded,Simplaria pseudomilitaris,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7368,22-Apr-24
770,1684,ZZ_coded,Vermiliopsis multiannulata,spirorbid polychaete,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7389,22-Apr-24
770,73,ZZ_coded,Iophon rayae,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7396,22-Apr-24
770,80,ZZ_coded,Stelletta clarella,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,7403,22-Apr-24
770,59,ZZ_coded,Clathrina sp.,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7424,22-Apr-24
770,32,ZZ_coded,Forcepia hartmani,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7438,22-Apr-24
770,68,ZZ_coded,Geodia hentscheli,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,7466,22-Apr-24
770,49,ZZ_coded,Hymeniacidon actites,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7487,22-Apr-24
770,50,ZZ_coded,Hymeniacidon ungodon,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7494,22-Apr-24
770,36,ZZ_coded,Plocamionida lyoni,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,middle to low,pools,NA,yes,NA,7522,22-Apr-24
770,75,ZZ_coded,Leucosolenia eleanor,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,NA,pools,NA,yes,NA,7529,22-Apr-24
770,20,ZZ_coded,Antho illgi,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7543,22-Apr-24
770,26,ZZ_coded,Clathria microjoanna,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7592,22-Apr-24
770,29,ZZ_coded,Clathria spongigartina,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7620,22-Apr-24
770,39,ZZ_coded,Plocamiancora igzo,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7627,22-Apr-24
770,53,ZZ_coded,Neopetrosia vanilla,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7648,22-Apr-24
770,54,ZZ_coded,Xestospongia dubia,sponge,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,very low,pools,NA,yes,NA,7655,22-Apr-24
770,901,ZZ_coded,Distaplia smithi,tunicate,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7718,22-Apr-24
770,224,ZZ_coded,Molgula verrucifera,tunicate,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7725,22-Apr-24
770,188,ZZ_coded,Perophora annectens,tunicate,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,"middle, low",pools,NA,yes,NA,7732,22-Apr-24
770,903,ZZ_coded,Synoicum pellucidum,tunicate,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7781,22-Apr-24
770,906,ZZ_coded,Botryllus tuberatus,tunicate,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7809,22-Apr-24
770,907,ZZ_coded,Dendrodoa abbotti,tunicate,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7816,22-Apr-24
770,218,ZZ_coded,Styela clava,tunicate,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7830,22-Apr-24
770,219,ZZ_coded,Styela truncata,tunicate,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,low,pools,NA,yes,NA,7844,22-Apr-24
770,1016,ZZ_coded,Evadne nordmanni,water flea,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7851,22-Apr-24
770,1015,ZZ_coded,Evadne spinifera,water flea,1,Holoplankton (planktonic larvae),zooplankton,6,1,4,4,NA,NA,NA,all,pools,NA,yes,NA,7858,22-Apr-24
