resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,ref_num,justification,localities,confidence,parasitic
752,Mulm/DOM,dead stuff,0,1259,Synidotea pettiboneae,isopod,1,3,317,4,Southern California Bight,4,n
752,Mulm/DOM,dead stuff,0,1260,Synidotea ritteri,isopod,1,3,317,4,Southern California Bight,4,n
752,Mulm/DOM,dead stuff,0,1268,Zeuxo normani,isopod,1,30,"367; PC Siena McKim, 2024",10,Sao Paolo; Brazil,4,n
752,Mulm/DOM,dead stuff,0,1269,Zeuxo paranormani,isopod,1,30,"367; PC Siena McKim, 2024",10,Sao Paolo; Brazil,4,n
752,Mulm/DOM,dead stuff,0,1270,Lignophliantis pyrifera,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1271,Pariphinotus escabrosus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1272,Dulichia rhabdoplastis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1273,Podocerus spongicolus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1274,Aoroides exilis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1275,Aoroides inermis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1276,Aoroides intermedius,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1277,Bemlos concavus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1278,Columbaora cyclocoxa,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1279,Paramicrodeutopus schmitti,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1297,Ampithoe simulans,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1306,Cerapus spp.,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1307,Ericthonius brasiliensis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1308,Ericthonius rubricornis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1310,Ischyrocerus parvus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1311,Jassa borowskyae,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1312,Jassa carltoni,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1313,Jassa morinoi,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1314,Jassa shawi,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1315,Jassa slatteryi,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1317,Microjassa barnardi,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1318,Microjassa litotes,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1320,Monocorophium insidiosum,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1321,Monocorophium uenoi,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1329,Allorchestes rickeri,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1330,Allorchestes bellabella,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1331,Allorchestes angustus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1347,Atylus georgianus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1348,Atylus tridens,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1349,Hartmanodes hartmanae,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1350,Tiron biocellata,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1351,Leucothoides pacifica,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1355,Aristias veleronis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1356,Dissiminassa dissimilis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1357,Macronassa macromera,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1358,Macronassa pariter,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1359,Ocosingo borlus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1360,Orchomenella recondita,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1364,Foxiphalus obtusidens,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1367,Commensipleustes commensalis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1368,Dactylopleustes echionoides,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1369,Gnathopleustes pachychaetus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1370,Gnathopleustes pugettensis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1371,Gnathopleustes serratus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1372,Heteropleustes setosus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1373,Micropleustes nautiloides,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1374,Micropleustes nautilus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1375,Pleusirus secorrus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1376,Thorlaksonius brevirostris,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1377,Thorlaksonius depressus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1378,Thorlaksonius grandirostris,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1379,Thorlaksonius subcarinatus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1380,Trachypleustes trevori,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1381,Calliopius carinatus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1383,Pontogeneia melanophthalma,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1384,Accedomoera vagor,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1385,Paramoera mohri,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1386,Paramoera suchaneki,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1387,Pontogeneia inermis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1388,Pontogeneia intermedia,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1390,Netamelita cortada,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1391,Ceradocus spinicauda,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1392,Dulichiella spinosa,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1393,Elasmopus antennatus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1394,Elasmopus mutatus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1395,Elasmopus serricatus,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1396,Megamoera dentata,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1397,Megamoera subtener,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1398,Melita oregonensis,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1399,Melita sulca,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1400,Quadrimaera vigota,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1462,Collembola,insect,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1467,Chironomids,insect,1,30,315,3,NA,3,n
752,Mulm/DOM,dead stuff,0,1475,Sarcophagid flies,insect,1,1,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1528,Aegialites fuchsi,insect,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1529,Aegialites subopacus,insect,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1559,Nereiphylla castanea,polychaete,1,1,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1591,Eunereis longipes,polychaete,1,30,366,3,NA,1,n
752,Mulm/DOM,dead stuff,0,1594,Neanthes brandti,polychaete,1,30,"338, 337, 342",4,NA,4,n
752,Mulm/DOM,dead stuff,0,1597,Nereis latescens,polychaete,1,30,"338, 337, 342",4,NA,4,n
752,Mulm/DOM,dead stuff,0,1598,Nereis pelagica,polychaete,1,30,"338, 337, 342",4,NA,4,n
752,Mulm/DOM,dead stuff,0,1599,Nereis procera,polychaete,1,30,"338, 337, 342",4,NA,4,n
752,Mulm/DOM,dead stuff,0,1619,Naineris dendritica,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1621,Boccardia berkeleyorum,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1648,Caulleriella cristata,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1650,Cirratulus dillonensis,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1651,Cirratulus spectabilis,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1652,Protocirrineris socialis,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1653,Timarete perbranchiata,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1654,Timarete luxuriosa,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1657,Pherusa inflata,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1660,Polyophthalmus pictus,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1661,Clymenella complanata,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1663,Sabellaria gracilis,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1665,Neoleprea californica,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1666,Polycirrus californicus,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1667,Polycirrus spp.,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1668,Ramex californiensis,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1669,Spinosphaera oculata,polychaete,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1792,Lirobittium attenuatum,snail,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1794,Lirobittium interfossa,snail,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1795,Lirobittium latifilosum,snail,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1982,Amphiodia akosmos,brittle star,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1983,Amphiodia occidentalis,brittle star,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,1984,Ophiactis simplex,brittle star,1,1,436; 435,4,NA,4,n
752,Mulm/DOM,dead stuff,0,2338,Foraminifera,microorganisms,1,1,435,4,NA,2,n
752,Mulm/DOM,dead stuff,0,2341,Alienacanthomysis macropsis,mysid,1,30,306,4,Antarctic Peninsula,4,n
752,Mulm/DOM,dead stuff,0,2343,Holmesimysis costata,mysid,1,30,306,4,Antarctic Peninsula,4,n
752,Mulm/DOM,dead stuff,0,2344,Holmesimysis sculpta,mysid,1,30,306,4,Antarctic Peninsula,4,n
752,Mulm/DOM,dead stuff,0,2348,rotifers,microorganism,1,1,347; 435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,2352,Desdimelita californica,gammarid,1,30,435,3,NA,1,n
752,Mulm/DOM,dead stuff,0,3006,Porichthys notatus,fish,3,1,364,3,Central CA; Monterey Bay; CA,1,n
753,Phytoplankton,phytoplankton,1,20,Antho illgi,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,21,Antho karykina,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,23,Antho lithophoenix,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,26,Clathria microjoanna,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,28,Clathria pennata,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,29,Clathria spongigartina,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,30,Clathria originalis,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,32,Forcepia hartmani,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,33,Lissodendoryx firma,sponge,1,1,435,13,1,3,n
753,Phytoplankton,phytoplankton,1,35,Hymedesmia (Stylopus) arndti,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,36,Plocamionida lyoni,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,38,Myxilla incrustans,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,39,Plocamiancora igzo,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,42,Tedania toxicalis,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,46,Mycale macginitiei,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,49,Hymeniacidon actites,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,50,Hymeniacidon ungodon,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,51,Haliclona gellindra,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,53,Neopetrosia vanilla,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,54,Xestospongia dubia,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,58,Halisarca sp.,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,59,Clathrina sp.,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,62,Acarnus erithacus,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,63,Aplysilla glacialis,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,64,Aplysina fistularis,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,65,Axocielita originalis,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,66,Cliona celata,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,68,Geodia hentscheli,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,69,Halichondria panicea,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,70,Haliclona sp.,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,71,Higginsia sp.,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,72,Acanthancora cyanocrypta,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,73,Iophon rayae,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,74,Leucilla nuttingi,sponge,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,75,Leucosolenia eleanor,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,80,Stelletta clarella,sponge,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,81,Bythotiara huntsmani,hydroid,5,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,82,Ectopleura marina,hydroid,5,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,83,Garveia annulata,hydroid,5,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,85,Obelia dichotoma,hydroid,5,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,86,Obelia bidentata,hydroid,5,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,87,Obelia geniculata,hydroid,5,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,88,Amphisbetia furcata,hydroid,5,1,436; 435,3,NA,4,n
753,Phytoplankton,phytoplankton,1,89,Xingyurella turgida,hydroid,5,1,436,13,NA,4,n
753,Phytoplankton,phytoplankton,1,90,Abietinaria sp.,hydroid,5,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,91,Aglaophenia struthionides,hydroid,5,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,92,Aglaophenia latirostris,hydroid,5,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,93,Kirchenpaueria plumularioides,hydroid,5,1,436,13,NA,4,n
753,Phytoplankton,phytoplankton,1,96,Clavularia sp.,octocoral,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,97,Halcampa decemtentaculata,anemone,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,99,Anthopleura xanthogrammica,anemone,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,100,Anthopleura sola,anemone,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,101,Anthopleura elegantissima,anemone,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,102,Epiactis prolifera,anemone,1,1,436,13,NA,4,n
753,Phytoplankton,phytoplankton,1,103,Anthopleura artemisia,anemone,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,104,Urticina crassicornis,anemone,1,1,436,13,NA,4,n
753,Phytoplankton,phytoplankton,1,105,Urticina coriacea,anemone,1,1,436,13,NA,4,n
753,Phytoplankton,phytoplankton,1,106,Urticina lofotensis,anemone,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,107,Metridium senile,anemone,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,109,Corynactis californica,anemone,1,1,436,13,NA,4,n
753,Phytoplankton,phytoplankton,1,110,Balanophyllia elegans,anemone,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,128,Tricellaria occidentalis,bryozoan,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,129,Bugula californica,bryozoan,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,130,Bugula neritina,bryozoan,1,1,436; 435,3,NA,4,n
753,Phytoplankton,phytoplankton,1,131,Dendrobeania laxa,bryozoan,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,132,Schizoporella unicornis,bryozoan,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,133,Primavelans insculpta,bryozoan,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,134,Integripelta bilabiata,bryozoan,1,1,436,13,NA,4,n
753,Phytoplankton,phytoplankton,1,135,Celleporina robertsoniae,bryozoan,1,1,436; 435,3,NA,4,n
753,Phytoplankton,phytoplankton,1,136,Celleporaria brunnea,bryozoan,1,1,436,13,NA,4,n
753,Phytoplankton,phytoplankton,1,139,Flustrellidra corniculata,bryozoan,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,140,Bowerbankia gracilis,bryozoan,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,141,Triticella elongata,bryozoan,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,145,Henricia leviuscula,sea star,1,1,319,3,"Puget Sound; WA; San Juan Islands, WA; Puget Sound, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC",2,n
753,Phytoplankton,phytoplankton,1,154,Cucumaria pseudocurata,cucumber,1,1,"436, 436; 435",13,NA,1,n
753,Phytoplankton,phytoplankton,1,170,Aplidium californicum,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,171,Aplidium solidum,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,173,Aplidium arenatum,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,174,Polyclinum planum,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,175,Synoicum parfustis,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,176,Ritterella pulchra,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,177,Ritterella aequalisiphonis,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,178,Euherdmania claviformis,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,179,Didemnum carnulentum,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,180,Trididemnum opacum,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,181,Diplosoma listerianum,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,182,Eudistoma ritteri,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,183,Eudistoma psammion,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,184,Eudistoma diaphanes,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,185,Cystodytes lobatus,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,186,Clavelina huntsmani,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,187,Distaplia occidentalis,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,188,Perophora annectens,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,192,Fissurellidea bimaculata,limpet,1,1,436; 435,3,NA,4,n
753,Phytoplankton,phytoplankton,1,216,Metandrocarpa taylori,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,217,Styela montereyensis,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,218,Styela clava,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,219,Styela truncata,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,220,Pyura haustor,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,222,Boltenia villosa,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,223,Halocynthia hilgendorfi,tunicate,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,224,Molgula verrucifera,tunicate,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,250,Thylacodes squamigerus,vermetid,1,1,"436, 436; 431; 110; 435",13,NA,1,n
753,Phytoplankton,phytoplankton,1,251,Petaloconchus montereyensis,vermetid,1,1,"436, 436; 435",13,NA,1,n
753,Phytoplankton,phytoplankton,1,258,Crepidula adunca,slipper snail,1,1,436,3,NA,1,n
753,Phytoplankton,phytoplankton,1,260,Bostrycapulus aculeatus,slipper snail,1,1,436,3,NA,1,n
753,Phytoplankton,phytoplankton,1,261,Crepidula perforans,slipper snail,1,1,436; 435,3,NA,4,n
753,Phytoplankton,phytoplankton,1,262,Crepidula nummaria,slipper snail,1,1,"436, 436; 435",13,NA,1,n
753,Phytoplankton,phytoplankton,1,263,Crepidula onyx,slipper snail,1,1,436,3,NA,1,n
753,Phytoplankton,phytoplankton,1,264,Crepipatella lingulata,slipper snail,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,360,Trimusculus reticulatus,snail,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,362,Adula gruneri,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,363,Adula californiensis,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,364,Lithophaga plumula,mussel,1,1,436; 435,3,NA,4,n
753,Phytoplankton,phytoplankton,1,365,Musculus pygmaeus,mussel,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,366,Mytilus californianus,mussel,1,1,436,3,NA,1,n
753,Phytoplankton,phytoplankton,1,367,Mytilus edulis,mussel,1,1,436,3,NA,1,n
753,Phytoplankton,phytoplankton,1,368,Mytilisepta bifurcata,mussel,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,369,Crassadoma gigantea,scallop,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,370,Limaria hemphilli,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,371,Pododesmus cepio,clam,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,372,Chama arcana,clam,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,373,Pseudochama exogyra,clam,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,374,Lasaea adansoni,clam,1,1,436,13,NA,3,n
753,Phytoplankton,phytoplankton,1,376,Glans carpenteri,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,377,Kellia suborbicularis,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,378,Diplodonta orbella,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,379,Irusella lamellifera,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,380,Petricola carditoides,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,381,Petricola californiensis,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,382,Semele rupicola,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,383,Platyodon cancellatus,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,384,Hiatella arctica,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,385,Netastoma rostratum,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,386,Chaceia ovoidea,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,387,Parapholas californica,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,389,Penitella richardsoni,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,390,Penitella penita,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,391,Penitella fitchi,boring clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,392,Entodesma navicula,clam,1,1,436; 435,4,NA,4,n
753,Phytoplankton,phytoplankton,1,426,Harmothoe imbricata,scale worm,1,1,372,3,White Sea; White Sea,2,n
753,Phytoplankton,phytoplankton,1,434,Cirriformia luxuriosa,polychaete,4,1,436,3,NA,1,n
753,Phytoplankton,phytoplankton,1,435,Dodecaceria fewkesi,polychaete,1,1,436; 435,3,NA,1,n
753,Phytoplankton,phytoplankton,1,436,Phragmatopoma californica,polychaete,1,1,436; 435,4,NA,4,n
