node,nodeID,nodeNum,nodeTaxon,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite,consumer_strategy,consumer_type
3013_Larus californicus,3013_Larus californicus,3013,Larus californicus,NA,bird,California gull,adult,1,Both,present,542,all,gull or tern,solitary,mobile,Taxonomic,Species,343907,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,n,carnivore (scavenger + predator),predator
3019_Larus glaucescens,3019_Larus glaucescens,3019,Larus glaucescens,NA,bird,glacous-winged gull,adult,1,Both,uncommon,545,middle to high,NA,solitary,mobile,Taxonomic,Species,343911,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,n,typical predator,predator
3022_Calidris virgata,3022_Calidris virgata,3022,Calidris virgata,NA,bird,surfbird,adult,1,Both,present,542; 585,high to middle,"shorebird; Rocky seacoasts, especially wave-beaten intertidal rocky shores, ledges, reefs, and pinnacles. Often found in spray zone at and above tide line",solitary,mobile,Taxonomic,Species,(GBIF) 7964835,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,n,typical predator,predator
3025_Calidris mauri,3025_Calidris mauri,3025,Calidris mauri,NA,bird,western sandpiper,adult,1,Both,uncommon,542,middle to high,forages in sand and in mud,solitary,mobile,Taxonomic,Species,366588,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,n,typical predator,predator
3026_Calidris minutilla,3026_Calidris minutilla,3026,Calidris minutilla,NA,bird,least sandpiper,adult,1,Both,uncommon,542,middle to high,shorebird; ditches near intertidal cobble and mudflats,solitary,mobile,Taxonomic,Species,159054,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,n,typical predator,predator
3031_Tringa melanoleuca,3031_Tringa melanoleuca,3031,Tringa melanoleuca,NA,bird,greater yellowlegs,adult,1,Both,uncommon,542,middle,"shorebird; Where feeding habitats are tidal, will roost on offshore rocks, reefs, rocky beaches, fallen trees, etc",solitary,mobile,Taxonomic,Species,158967,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,n,typical predator,predator
3045_Podiceps auritus,3045_Podiceps auritus,3045,Podiceps auritus,NA,bird,horned grebe,adult,1,Both,uncommon,436,low to middle,NA,solitary,mobile,Taxonomic,Species,137181,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,n,typical predator,predator
3046_Podiceps nigricollis,3046_Podiceps nigricollis,3046,Podiceps nigricollis,black-necked grebe,bird,eared grebe,adult,1,Both,fairly common,594,low to middle,"wide range of waterfront including open sandy beach, beaches with rocks and gravel, and coastal lagoons of mud and marsh; flocks in California sometimes forage near kelp beds",solitary,mobile,Taxonomic,Species,137184,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,n,typical predator,predator
660_Larus occidentalis,660_Larus occidentalis,660,Larus occidentalis,NA,bird,Western gull,adult,1,Both,common,436; 435; 542,all,gull or tern; birds are usually associated with foraging habitats along and offshore the Pacific Coast,solitary,mobile,Taxonomic,Species,343916,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,n,carnivore (scavenger + predator),predator
717_Ardea herodias,717_Ardea herodias,717,Ardea herodias,NA,bird,great blue heron,adult,1,Both,present,435; 436; 542,high to middle,miscellaneous piscivore; all intertidal and wetland habitats,solitary,mobile,Taxonomic,Species,159382,Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Ardea,n,typical predator,predator
760_Sphaerospora sphaerula,760_Sphaerospora sphaerula,760,Sphaerospora sphaerula,Leptotheca sphaerula,myxozoan,NA,multiple,6,Both,present,436; 435,NA,in fish urinary bladder,aggregating,NA,Taxonomic,Species,465168,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,Sphaerospora,y,endoparasite,macroparasite
2104_Ceratomyxa gracilis,2104_Ceratomyxa gracilis,2104,Ceratomyxa gracilis,NA,myxozoan,NA,adult,1,NA,present,74,NA,NA,solitary,sessile,Taxonomic,Species,1368449,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
2106_Sphaeromyxa gibbonsia,2106_Sphaeromyxa gibbonsia,2106,Sphaeromyxa gibbonsia,NA,myxozoan,NA,adult,1,NA,present,"8, 205",NA,NA,solitary,sessile,Taxonomic,Species,870845,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sphaeromyxidae,Sphaeromyxa,y,endoparasite,macroparasite
2122_Helicometrina elongata,2122_Helicometrina elongata,2122,Helicometrina elongata,NA,trematode,NA,adult,1,NA,present,205; PO,all,NA,solitary,sessile,Taxonomic,Species,757201,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Helicometrina,y,endoparasite,macroparasite
2148_Ceratomyxa noblei,2148_Ceratomyxa noblei,2148,Ceratomyxa noblei,Leptotheca elegans,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,465110,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
2152_Ceratomyxa blennius,2152_Ceratomyxa blennius,2152,Ceratomyxa blennius,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,120262,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
2270_Pseudopecoelus gibbonsiae,2270_Pseudopecoelus gibbonsiae,2270,Pseudopecoelus gibbonsiae,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,757472,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Pseudopecoelus,y,endoparasite,macroparasite
3017_Larus argentatus,3017_Larus argentatus,3017,Larus argentatus,NA,bird,herring gull,adult,1,Both,present,542; 548; 595,all,occupy coastal areas along the entire Atlantic and Pacific coasts of North America and the Gulf of Mexico,aggregating,mobile,Taxonomic,Species,137138,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,n,typical predator,predator
3043_Egretta thula,3043_Egretta thula,3043,Egretta thula,NA,bird,snowy egret,adult,1,Both,present,542; 549,middle to high,"miscellaneous piscivore; salt-marsh pools, tidal channels/flats, freshwater marshes/swamps, ocean inlets and lake margins. Generally prefers brackish/marine habitats with relatively shallow water",solitary,mobile,Taxonomic,Species,159116,Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Egretta,n,carnivore (scavenger + predator),predator
3047_Urile penicillatus,3047_Urile penicillatus,3047,Urile penicillatus,NA,bird,Brandt's cormorant,adult,1,Both,uncommon,546,low to middle,"forages on or just above the bottom over rocky reefs (61.1%), flat sand or mud (18.3%), flat areas near rocks (17.0%)",solitary,mobile,Taxonomic,Species,10682451 (GBIF),Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile,n,typical predator,predator
3105_Corvus brachyrhynchos,3105_Corvus brachyrhynchos,3105,Corvus brachyrhynchos,NA,bird,American crow,adult,1,Both,common,542,middle to high,terrestrial bird,solitary,mobile,Taxonomic,Species,159388,Animalia,Chordata,Aves,Passeriformes,Corvus,Corvus,n,carnivore (scavenger + predator),predator
3110_Arenaria interpres,3110_Arenaria interpres,3110,Arenaria interpres,NA,bird,ruddy turnstone,adult,1,Both,present,542; 585,high,"shorebird; chiefly coastal; occurs inland only on migration, on short-grass salt-marshes and along dykes; rocky, shingly, and stony shoresvideo and breakwaters, sandy beachesvideo with washed-up seaweed, sheltered inlets, estuaries, mangrove stands, exposed reefs and mudflats, preferably with beds of mussels or cockles",solitary,mobile,Taxonomic,Species,147431,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,n,omnivore,predator
763_Podocotyle gibbonsia,763_Podocotyle gibbonsia,763,Podocotyle gibbonsia,NA,trematode,NA,adult,1,N,present,147,NA,in fish,NA,sessile,Taxonomic,Species,757422,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y,endoparasite,macroparasite
2117_Helicometrina nimia,2117_Helicometrina nimia,2117,Helicometrina nimia,NA,trematode,NA,adult,1,NA,present,"200, 205; PO",all,NA,solitary,sessile,Taxonomic,Species,419201,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Helicometrina,y,endoparasite,macroparasite
583_Amyloodinium ocellatum,583_Amyloodinium ocellatum,583,Amyloodinium ocellatum,NA,dinoflagellate,NA,adult,1,Both,present,436; 435,low tidepools,on hypsoblennius,aggregating,sessile,Taxonomic,Species,562984,Chromista,Myzozoa,Dinophyceae,Blastodiniales,Oodiniaceae,Amyloodinium,y,endoparasite,macroparasite
1125_Bomolochus cuneatus,1125_Bomolochus cuneatus,1125,Bomolochus cuneatus,NA,copepod,NA,adult,1,NA,present,435,all,"Embiotocidae (surf perches), the threespine stickleback Gasterosteus aculeatus, the California grunion, Leuresthes tenuis,, the Pacific herring Clupea harengus pallasi",solitary,sessile,Taxonomic,Species,357416,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Bomolochus,y,endoparasite,macroparasite
1127_Holobomolochus embiotocae,1127_Holobomolochus embiotocae,1127,Holobomolochus embiotocae,NA,copepod,NA,adult,1,NA,present,435,all,nasal cavity of Embiotocidae,solitary,sessile,Taxonomic,Species,352370,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Holobomolochus,y,endoparasite,macroparasite
1171_Colobomatus embiotocae,1171_Colobomatus embiotocae,1171,Colobomatus embiotocae,NA,copepod,NA,adult,1,NA,present,435,all,In the nasal cavity of the fish family Embiotocidae,solitary,sessile,Taxonomic,Species,350278,Animalia,Arthropoda,Copepoda,Cyclopoida,Philichthyidae,Colobomatus,y,endoparasite,macroparasite
1183_Caligus hobsoni,1183_Caligus hobsoni,1183,Caligus hobsoni,NA,copepod,NA,adult,1,NA,present,435,all,Found on the body surfaces of fish,solitary,sessile,Taxonomic,Species,357620,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Caligus,y,endoparasite,macroparasite
1191_Clavella embiotocae,1191_Clavella embiotocae,1191,Clavella embiotocae,NA,copepod,NA,adult,1,NA,present,435,all,Found on the gill filaments of fish,solitary,sessile,Taxonomic,Species,350143,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Lernaeopodidae,Clavella,y,endoparasite,macroparasite
1192_Clavella parva,1192_Clavella parva,1192,Clavella parva,NA,copepod,NA,adult,1,NA,present,435,all,Found on the fin surfaces of fish,solitary,sessile,Taxonomic,Species,350158,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Lernaeopodidae,Clavella,y,endoparasite,macroparasite
1195_Peniculus fissipes,1195_Peniculus fissipes,1195,Peniculus fissipes,NA,copepod,NA,adult,1,NA,present,435,all,embedded in the fins,solitary,sessile,Taxonomic,Species,354677,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Peniculus,y,endoparasite,macroparasite
2124_Genitocotyle acirrus,2124_Genitocotyle acirrus,2124,Genitocotyle acirrus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,757159,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Genitocotyle,y,endoparasite,macroparasite
2157_Telolecithus pugetensis,2157_Telolecithus pugetensis,2157,Telolecithus pugetensis,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,727675,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Monorchiidae,Telolecithus,y,endoparasite,macroparasite
2209_Diplangus triradiatus,2209_Diplangus triradiatus,2209,Diplangus triradiatus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,767615,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Diplangidae,Diplangus,y,endoparasite,macroparasite
2212_Encotyllabe embiotocae,2212_Encotyllabe embiotocae,2212,Encotyllabe embiotocae,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,717804,Animalia,Platyhelminthes,Monogenea,Capsalidea,Capsalidae,Encotyllabe,y,ectoparasite,pathogen
2239_Lasiotocus sp.,2239_Lasiotocus sp.,2239,Lasiotocus sp.,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,108646,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Monorchiidae,Lasiotocus,y,endoparasite,macroparasite
2269_Pseudopecoelus umbrinae,2269_Pseudopecoelus umbrinae,2269,Pseudopecoelus umbrinae,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,757484,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Pseudopecoelus,y,endoparasite,macroparasite
586_Postmonorchis donacis,586_Postmonorchis donacis,586,Postmonorchis donacis,NA,trematode,NA,adult,1,NA,present,436; 435,NA,NA,NA,sessile,Taxonomic,Species,727659,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Monorchiidae,Postmonorchis,y,endoparasite,macroparasite
2159_Schikhobalotrema girellae,2159_Schikhobalotrema girellae,2159,Schikhobalotrema girellae,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,726163,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Haplosplanchnidae,Schikhobalotrema,y,endoparasite,macroparasite
2165_Neozoogonus californicus,2165_Neozoogonus californicus,2165,Neozoogonus californicus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,768085,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Zoogonidae,Neozoogonus,y,endoparasite,macroparasite
3048_Phalacrocorax auritus,3048_Phalacrocorax auritus,3048,Phalacrocorax auritus,Nannopterum auritum,bird,double-crested cormorant,adult,1,Both,present,542,low to middle,miscellaneous piscivore; May feed over sandy bottoms or among rocks and in beds of sea grass or kelp,solitary,mobile,Taxonomic,Species,159059,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Nannopterum,n,typical predator,predator
1124_Bomolochus constrictus,1124_Bomolochus constrictus,1124,Bomolochus constrictus,NA,copepod,NA,adult,1,NA,present,435,all,Atherinops affinis,solitary,sessile,Taxonomic,Species,357415,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Bomolochus,y,endoparasite,macroparasite
2123_Contracaecum sp.,2123_Contracaecum sp._larva,2123,Contracaecum sp.,NA,nematode,NA,larva,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,22849,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum,y,endoparasite,macroparasite
2136_Procamallanus (Spirocamallanus) pereirai,2136_Procamallanus (Spirocamallanus) pereirai,2136,Procamallanus (Spirocamallanus) pereirai,NA,nematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,990810,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Procamallanus,y,endoparasite,macroparasite
2173_Ergasilus sp.,2173_Ergasilus sp.,2173,Ergasilus sp.,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,128641,Animalia,Arthropoda,Copepoda,Cyclopoida,Ergasilidae,Ergasilus,y,ectoparasite,pathogen
2189_Caligus serratus,2189_Caligus serratus,2189,Caligus serratus,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,349746,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Caligus,y,ectoparasite,pathogen
2199_Galactosomum humbargari,2199_Galactosomum humbargari_metacercariae,2199,Galactosomum humbargari,Cercarioides humbargari,trematode,NA,metacercariae,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,727897,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Galactosomum,y,endoparasite,macroparasite
2219_Gyrodactylus sp.,2219_Gyrodactylus sp.,2219,Gyrodactylus sp.,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,119297,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,y,ectoparasite,pathogen
2363_Archigyrodactylus atherinops,2363_Archigyrodactylus atherinops,2363,Archigyrodactylus atherinops,NA,monogene,NA,adult,1,Both,present,205,low,on Atherinops affinis,colonial,sessile,Taxonomic,Species,717480,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Archigyrodactylus,y,endoparasite,macroparasite
2364_Ascotyle angrensis,2364_Ascotyle angrensis_metacercaria,2364,Ascotyle angrensis,Ascotyle angrense,trematode,NA,metacercaria,5,Both,present,205,low,in Atherinops affinis,solitary,sessile,Taxonomic,Species,727871,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,y,endoparasite,macroparasite
3008_Canis latrans,3008_Canis latrans,3008,Canis latrans,NA,terrestrial mammal,coyote,adult,1,Both,present,374,all,NA,solitary,mobile,Taxonomic,Species,1506654,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,n,omnivore,predator
3042_Ardea alba,3042_Ardea alba,3042,Ardea alba,NA,bird,great egret,adult,1,Both,present,542,all,miscellaneous piscivore; all kinds of wetlands,solitary,mobile,Taxonomic,Species,159381,Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Ardea,n,typical predator,predator
1129_Holobomolochus spinulus,1129_Holobomolochus spinulus,1129,Holobomolochus spinulus,NA,copepod,NA,adult,1,NA,present,435,all,"In the gill cavity of Cottidae (sculpins), the California scorpionfish Scorpaena guttata.",solitary,sessile,Taxonomic,Species,358833,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Holobomolochus,y,endoparasite,macroparasite
1193_Naobranchia occidentalis,1193_Naobranchia occidentalis,1193,Naobranchia occidentalis,NA,copepod,NA,adult,1,NA,present,435,all,Found on the gills of fish,solitary,sessile,Taxonomic,Species,353653,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Lernaeopodidae,Naobranchia,y,endoparasite,macroparasite
2112_Genolinea laticauda,2112_Genolinea laticauda,2112,Genolinea laticauda,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,109331,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bunocotylidae,Genolinea,y,endoparasite,macroparasite
2156_Trichodina lairdi,2156_Trichodina lairdi,2156,Trichodina lairdi,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,426799,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,y,ectoparasite,pathogen
2221_Haemogregarina bigemina,2221_Haemogregarina bigemina,2221,Haemogregarina bigemina,NA,protozoan,NA,multiple,6,NA,present,205,all,NA,colonial,sessile,Taxonomic,Species,563401,Chromista,Myzozoa,Conoidasida,Eucoccidiorida,Haemogregarinidae,Haemogregarina,y,endoparasite,macroparasite
2283_Trichodina rectuncinata,2283_Trichodina rectuncinata,2283,Trichodina rectuncinata,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,426831,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,y,endoparasite,macroparasite
2284_Trichodina vancouverense,2284_Trichodina vancouverense,2284,Trichodina vancouverense,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,426844,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,y,endoparasite,macroparasite
2164_Opecoelus cameroni,2164_Opecoelus cameroni,2164,Opecoelus cameroni,Opegaster cameroni,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,728409,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Opecoelus,y,endoparasite,macroparasite
2166_Neobenedenia girellae,2166_Neobenedenia girellae,2166,Neobenedenia girellae,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,518669,Animalia,Platyhelminthes,Monogenea,Capsalidea,Capsalidae,Neobenedenia,y,ectoparasite,pathogen
2174_Cryptocaryon irritans,2174_Cryptocaryon irritans,2174,Cryptocaryon irritans,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,417412,Chromista,Ciliophora,Prostomatea,Prorodontida,Holophryidae,Cryptocaryon,y,endoparasite,macroparasite
2255_Prodistomum orientale,2255_Prodistomum orientale,2255,Prodistomum orientale,Opechona orientalis,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,108993,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Lepocreadiidae,Prodistomum,y,endoparasite,macroparasite
2259_Opisthadena cheni,2259_Opisthadena cheni,2259,Opisthadena cheni,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,726954,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bunocotylidae,Opisthadena,y,endoparasite,macroparasite
2262_Parafilaroides decorus,2262_Parafilaroides decorus_larva,2262,Parafilaroides decorus,NA,nematode,NA,larva,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,459057,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Parafilaroides,y,endoparasite,macroparasite
2289_Vitellibaculum girellae,2289_Vitellibaculum girellae,2289,Vitellibaculum girellae,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,765608,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,Vitellibaculum,y,endoparasite,macroparasite
2290_Vitellibaculum girellicola,2290_Vitellibaculum girellicola,2290,Vitellibaculum girellicola,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,765609,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,Vitellibaculum,y,endoparasite,macroparasite
1128_Holobomolochus prolixus,1128_Holobomolochus prolixus,1128,Holobomolochus prolixus,NA,copepod,NA,adult,1,NA,present,435,all,In the gill cavity of the staghorn sculpin Leptocottus armatus,solitary,sessile,Taxonomic,Species,358831,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Holobomolochus,y,endoparasite,macroparasite
2113_Podocotyle californica,2113_Podocotyle californica,2113,Podocotyle californica,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,757419,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y,endoparasite,macroparasite
2114_Tubulovesicula lindbergi,2114_Tubulovesicula lindbergi,2114,Tubulovesicula lindbergi,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,726675,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Hemiuridae,Tubulovesicula,y,endoparasite,macroparasite
2115_Lecithaster gibbosus,2115_Lecithaster gibbosus,2115,Lecithaster gibbosus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,109364,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Lecithasteridae,Lecithaster,y,endoparasite,macroparasite
2118_Bothriocephalus scorpii,2118_Bothriocephalus scorpii,2118,Bothriocephalus scorpii,NA,cestode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,105190,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,y,endoparasite,macroparasite
2119_Anisakis sp.,2119_Anisakis sp._larva,2119,Anisakis sp.,NA,nematode,NA,larva,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,22832,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis,y,endoparasite,macroparasite
2121_Podocotyle enophrysi,2121_Podocotyle enophrysi,2121,Podocotyle enophrysi,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1261510,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y,endoparasite,macroparasite
2125_Podocotyle sinusacca,2125_Podocotyle sinusacca,2125,Podocotyle sinusacca,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,757441,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y,endoparasite,macroparasite
2126_Podocotyle atomon,2126_Podocotyle atomon,2126,Podocotyle atomon,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,108908,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y,endoparasite,macroparasite
2131_Derogenes varicus,2131_Derogenes varicus,2131,Derogenes varicus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,109264,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Derogenidae,Derogenes,y,endoparasite,macroparasite
2133_Hysterothylacium aduncum,2133_Hysterothylacium aduncum,2133,Hysterothylacium aduncum,NA,nematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,122868,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Hysterothylacium,y,endoparasite,macroparasite
2150_Corynosoma sp.,2150_Corynosoma sp._juvenile,2150,Corynosoma sp.,NA,acanthocephalan,NA,juvenile,4,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,20331,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,y,endoparasite,macroparasite
2151_Corynosoma sp.,2151_Corynosoma sp.,2151,Corynosoma sp.,NA,acanthocephalan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,20331,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,y,endoparasite,macroparasite
2172_Genolinea anura,2172_Genolinea anura,2172,Genolinea anura,Genolinea montereyensis,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,414406,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bunocotylidae,Genolinea,y,endoparasite,macroparasite
2175_Corynosoma strumosum,2175_Corynosoma strumosum,2175,Corynosoma strumosum,NA,acanthocephalan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,100614,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,y,endoparasite,macroparasite
2176_Corynosoma strumosum,2176_Corynosoma strumosum_cystacanth,2176,Corynosoma strumosum,NA,acanthocephalan,NA,cystacanth,3,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,100614,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,y,endoparasite,macroparasite
2188_Bothriocephalus occidentalis,2188_Bothriocephalus occidentalis,2188,Bothriocephalus occidentalis,NA,cestode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,516472,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,y,endoparasite,macroparasite
2193_Ceratomyxa crassa,2193_Ceratomyxa crassa,2193,Ceratomyxa crassa,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1368456,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
2197_Ceratomyxa tenuis,2197_Ceratomyxa tenuis,2197,Ceratomyxa tenuis,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1720616,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
