INITIALS,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
ZZ_coded,1713,Micrura coei,nemertean,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15965,29-May-24
ZZ_coded,1713,Micrura coei,nemertean,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15966,29-May-24
ZZ_coded,1713,Micrura coei,nemertean,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15967,29-May-24
ZZ_coded,1713,Micrura coei,nemertean,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15968,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,429,Nereis grubei,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,15969,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,430,Platynereis bicanaliculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,15970,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1589,Ceratonereis tunicatae,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15971,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1590,Cheilonereis cyclurus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,15972,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1591,Eunereis longipes,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15973,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1592,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15974,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1593,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15975,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1594,Neanthes brandti,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15976,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1595,Neanthes virens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15977,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1596,Nereis eakini,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15978,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1597,Nereis latescens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15979,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15980,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15981,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15982,29-May-24
ZZ_coded,1714,Micrura olivaris,nemertean,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15983,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,429,Nereis grubei,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,15984,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,430,Platynereis bicanaliculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,15985,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1589,Ceratonereis tunicatae,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15986,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1590,Cheilonereis cyclurus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,15987,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1591,Eunereis longipes,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15988,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1592,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15989,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1593,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15990,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1594,Neanthes brandti,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15991,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1595,Neanthes virens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15992,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1596,Nereis eakini,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15993,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1597,Nereis latescens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15994,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15995,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15996,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15997,29-May-24
ZZ_coded,1715,Micrura verrilli,nemertean,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,15998,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,429,Nereis grubei,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,15999,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,430,Platynereis bicanaliculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16000,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1589,Ceratonereis tunicatae,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16001,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1590,Cheilonereis cyclurus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16002,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1591,Eunereis longipes,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16003,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1592,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16004,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1593,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16005,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1594,Neanthes brandti,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16006,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1595,Neanthes virens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16007,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1596,Nereis eakini,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16008,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1597,Nereis latescens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16009,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16010,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16011,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16012,29-May-24
ZZ_coded,1716,Micrura wilsoni,nemertean,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16013,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,429,Nereis grubei,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16014,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,430,Platynereis bicanaliculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16015,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1589,Ceratonereis tunicatae,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16016,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1590,Cheilonereis cyclurus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16017,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1591,Eunereis longipes,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16018,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1592,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16019,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1593,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16020,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1594,Neanthes brandti,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16021,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1595,Neanthes virens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16022,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1596,Nereis eakini,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16023,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1597,Nereis latescens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16024,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16025,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16026,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16027,29-May-24
ZZ_coded,1717,Lineus sanguineus,nemertean,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16028,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,199,Lottia digitalis,true limpet,1,1,3,6,2,"375, 376",Sanak Archipelago,high,NA,no,y,,16029,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,199,Lottia digitalis,true limpet,1,1,3,6,2,"375, 376",Sanak Archipelago,high,NA,no,y,,16030,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,199,Lottia digitalis,true limpet,1,1,3,6,2,"375, 376",Sanak Archipelago,high,NA,no,y,,16031,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,208,Lottia pelta,true limpet,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16032,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,208,Lottia pelta,true limpet,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16033,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,208,Lottia pelta,true limpet,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16034,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1546,Harmothoe hirsuta,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16035,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1547,Lepidasthenia longicirrata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16036,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1548,Lepidonotus squamatus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16037,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,422,Arctonoe fragilis,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16038,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,423,Arctonoe pulchra,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16039,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,424,Arctonoe vittata,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16040,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,425,Halosydna brevisetosa,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16041,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,426,Harmothoe imbricata,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16042,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1546,Harmothoe hirsuta,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16043,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1547,Lepidasthenia longicirrata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16044,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1548,Lepidonotus squamatus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16045,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,422,Arctonoe fragilis,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16046,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,423,Arctonoe pulchra,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16047,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,424,Arctonoe vittata,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16048,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,425,Halosydna brevisetosa,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16049,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,426,Harmothoe imbricata,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16050,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1546,Harmothoe hirsuta,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16051,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1547,Lepidasthenia longicirrata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16052,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1548,Lepidonotus squamatus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16053,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,422,Arctonoe fragilis,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16054,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,423,Arctonoe pulchra,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16055,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,424,Arctonoe vittata,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16056,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,425,Halosydna brevisetosa,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16057,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,426,Harmothoe imbricata,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16058,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,429,Nereis grubei,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16059,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,430,Platynereis bicanaliculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16060,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1589,Ceratonereis tunicatae,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16061,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1590,Cheilonereis cyclurus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16062,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1591,Eunereis longipes,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16063,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1592,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16064,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1593,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16065,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1594,Neanthes brandti,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16066,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1595,Neanthes virens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16067,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1596,Nereis eakini,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16068,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1597,Nereis latescens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16069,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16070,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16071,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16072,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16073,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,429,Nereis grubei,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16074,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,430,Platynereis bicanaliculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16075,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1589,Ceratonereis tunicatae,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16076,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1590,Cheilonereis cyclurus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16077,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1591,Eunereis longipes,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16078,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1592,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16079,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1593,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16080,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1594,Neanthes brandti,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16081,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1595,Neanthes virens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16082,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1596,Nereis eakini,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16083,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1597,Nereis latescens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16084,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16085,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16086,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16087,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16088,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,429,Nereis grubei,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16089,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,430,Platynereis bicanaliculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16090,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1589,Ceratonereis tunicatae,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16091,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1590,Cheilonereis cyclurus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16092,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1591,Eunereis longipes,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16093,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1592,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16094,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1593,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16095,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1594,Neanthes brandti,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16096,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1595,Neanthes virens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16097,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1596,Nereis eakini,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16098,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1597,Nereis latescens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16099,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16100,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16101,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16102,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16103,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1612,Lumbrineris latreilli,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16104,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,1612,Lumbrineris latreilli,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16105,29-May-24
ZZ_coded,1724,Nemertopsis gracilis,nemertean,1,1612,Lumbrineris latreilli,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16106,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,438,Pista elongata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16107,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,440,Thelepus crispus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16108,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,441,Thelepus setosus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16109,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1665,Neoleprea californica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16110,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1666,Polycirrus californicus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16111,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1667,Polycirrus spp.,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16112,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1668,Ramex californiensis,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16113,29-May-24
ZZ_coded,123,Emplectonema gracile,nemertean,1,1669,Spinosphaera oculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16114,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,438,Pista elongata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16115,29-May-24
ZZ_coded,1723,Emplectonema buergeri,nemertean,1,440,Thelepus crispus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16116,29-May-24
