man_edits,id.x,species,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,aphia,kingdom,phylum,class,order,family,genus,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily,date_added,species.x,species2,species.y
NA,634,Doto kya,NA,nudibranch,NA,NA,NA,adult,NA,Both,present,Light & Smith,low,on hydroids,solitary,mobile,"Obelia dichotoma, Abietinot reportedria sp., Aglaophenia struthioides, Eudendrium californicum, Plumularia sp., Sarsia sp.,, Sertularella sp.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,581835,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1925,Doto lancei,NA,nudibranch,NA,NA,Southern California to Costa Rica,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,Aglaophenia sp.,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,575071,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1936,Eubranchus rupium,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,"Laomedea flexuosa, Obelia spp.,, Plumularia sp.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,139770,Animalia,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1937,Eubranchus rustyus,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,"Obelia sp., Plumularia lagenifera.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581842,Animalia,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1938,Eubranchus steinbecki,NA,nudibranch,NA,NA,Southern California to Mexico,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581843,Animalia,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,356,Phidiana hiltoni,Phidiana pugnax,nudibranch,fighting phidiana,NA,Northern California to Mexico,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,"Hydractinia sp., ""any animal tissue""",carnivore (scavenger + predator),generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,578323,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Phidiana,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1950,Austraeolis stearnsi,NA,nudibranch,NA,NA,Central California to Mexico,adult,NA,Both,rare,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,550453,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Austraeolis,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1952,Emarcusia morroensis,NA,nudibranch,NA,NA,Washington to southern California,adult,NA,Both,very rare,Light & Smith,all,"more often in bays, harbors, floating docks, pilings",solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581895,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Emarcusia,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1953,Noumeaella rubrofasciata,NA,nudibranch,NA,NA,Southern California to Costa Rica,adult,NA,S,present,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581898,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Noumeaella,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1931,Flabellina cooperi,Coryphella cooperi,nudibranch,NA,NA,Central California to Mexico,adult,NA,Both,rare,Light & Smith,all,NA,solitary,mobile,Pinot reporteduay crocea.,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,558410,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1932,Flabellina pricei,NA,nudibranch,NA,NA,Alaska to southern California,adult,NA,N,rare,Light & Smith,all,NA,solitary,mobile,Halecium sp.,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,558397,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1933,Flabellina trilineata,"Coryphella trilineata, C. fisheri",nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,"Eudendrium californicum, Garveia annulata,, Tubularia spp",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,558401,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1930,Flabellina bertschi,NA,nudibranch,NA,NA,Southern California to Panama,adult,NA,S,present,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,558399,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,353,Flabellinopsis iodinea,NA,nudibranch,NA,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,NA,solitary,mobile,"Eudendridum ramosum, Diplosoma macdonot reportedldi",micropredator,NA,Navanax inermis,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1047483,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinopsidae,Flabellinopsis,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,331,Ancula gibbosa,Ancula pacifica,nudibranch,Pacific ancula,NA,NA,adult,NA,Both,NA,"Morris, Abbott, & Haderlie; Light & Smith",low tidepools,"seasonally present, on hydroids, bryozoans",solitary,mobile,Barentsia ramosa,micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,low,140029,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Ancula,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,Anculinae,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2180,Ancula pacifica,NA,nudibranch,NA,NA,NA,adult,NA,NA,present,"Morris, Abbott,, Haderlie; 162, 175",all,NA,solitary,mobile,not reported,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,WORMS considers this separate from A. gibbosa,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581643,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Ancula,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,Anculinae,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,334,Okenia angelensis,NA,nudibranch,NA,NA,"San Francisco Bay, California, to Chile",adult,10,Both,unclear,"Morris, Abbott, & Haderlie; Light & Smith",low,on Sargassum sp.,solitary,mobile,bryozoans,micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,536842,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Okenia,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,Goniodoridinae,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1892,Okenia plana,NA,nudibranch,NA,NA,"San Francisco Bay, Southern California",adult,NA,Both,present,Light & Smith,all,NA,solitary,mobile,"bryozoans Membranipora membranot reportedcea, Cryptosula pallasianot reported,, Membranipora tuberculata.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,533845,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Okenia,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,Goniodoridinae,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,335,Okenia rosacea,Hopkinsia rosaceae,nudibranch,Hopkin's rose,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,NA,solitary,mobile,Eurystomella bilabiata,micropredator,specialist,Navanax inermis,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,599485,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Okenia,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,Goniodoridinae,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,333,Trapania velox,NA,nudibranch,NA,NA,Central California to Mexico,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; light & Smith",low,NA,solitary,mobile,genus is thought to eat kamptozoans attached to sponge surfaces (Picton & Morrow 1994 via Millen and Bertsch 2000),micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,531248,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Trapania,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,Anculinae,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,332,Ancula lentiginosa,NA,nudibranch,NA,NA,"Northern California to Mexico, Galapagos",adult,NA,Both,rare,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,575150,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Ancula,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,Anculinae,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1920,Hancockia californica,NA,nudibranch,NA,NA,Northern California to Costa Rica,adult,NA,Both,present,Light & Smith,all,"Usually on Macrocystis,, occasionally found in numbers in the grooves of the kelp fronds where it resembles the hydroids (upon which it probably feeds) growing on the fronds",solitary,mobile,hydroids,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581831,Animalia,Mollusca,Gastropoda,Nudibranchia,Hancockiidae,Hancockia,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,303,Aplysiopsis enteromorphae,Aplysiopsis smithi,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Usually on Chaetomorpha spp., Rhizoclonium, or Cladophora spp",solitary,mobile,"Chaetomorpha spp., Rhizoclonium, or Cladophora spp",grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494528,Animalia,Mollusca,Gastropoda,NA,Hermaeidae,Aplysiopsis,Heterobranchia,Euthyneura,Tectipleura,Sacoglossa,Plakobranchoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,304,Hermaea oliviae,Aplysiopsis oliviae,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,very rare,Light & Smith,all,NA,solitary,mobile,"Griffithsia pacifica, Polysiphonia hendryi.",grazer,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494538,Animalia,Mollusca,Gastropoda,NA,Hermaeidae,Hermaea,Heterobranchia,Euthyneura,Tectipleura,Sacoglossa,Plakobranchoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,350,Antiopella barbarensis,NA,nudibranch,cockscomb,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,seasonally common,solitary,mobile,"Corymorpha palma, Bugula californica",micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,575288,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,Antiopella,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Proctonotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1928,Janolus barbarensis,NA,nudibranch,NA,NA,Northern California to Mexico,adult,NA,Both,present,Light & Smith,all,NA,solitary,mobile,Bugula californica Corymorpha palma.,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581839,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,Janolus,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Proctonotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1929,Janolus fuscus,NA,nudibranch,NA,NA,Alaska to Central California.,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,"Bugula pacifica, Tricellaria spp",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581840,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,Janolus,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Proctonotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1927,Janolus anulatus,NA,nudibranch,NA,NA,Southern California,adult,NA,S,present,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,390317,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,Janolus,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Proctonotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,305,Placida dendritica,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Usually found on Bryopsis corticulans or Codium fragile.,solitary,mobile,Bryopsis corticulans or on Codium fragile,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,141565,Animalia,Mollusca,Gastropoda,NA,Limapontiidae,Placida,Heterobranchia,Euthyneura,Tectipleura,Sacoglossa,Plakobranchoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,302,Stiliger fuscovittatus,NA,nudibranch,streaked stilliger,NA,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",low,"seasonal abundance, exclusively on filamentous red algae",solitary,mobile,"Callithamnion, Polysiphortia spp., other red algae",grazer,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,494601,Animalia,Mollusca,Gastropoda,NA,Limapontiidae,Stiliger,Heterobranchia,Euthyneura,Tectipleura,Sacoglossa,Plakobranchoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1886,Olea hansineensis,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Usually found in Zostera beds,solitary,mobile,opisthobranch eggs,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494677,Animalia,Mollusca,Gastropoda,NA,Limapontiidae,Olea,Heterobranchia,Euthyneura,Tectipleura,Sacoglossa,Plakobranchoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,357,Hermissenda opalescens,Hermissenda crassicornis,nudibranch,opalescent,NA,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016",low,NA,solitary,mobile,"""hydroids, small anemones, bryozoans, colonial ascidians, annelids, small crustacea, tiny clams, dead animals"", Hermissinda crassicornis/opalescens, Aplidium solidum, carrion",omnivore,generalist,NA,NA,NA,NA,Hemicyclops thysanotus,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,877759,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,560,Hermissenda crassicornis,NA,nudibranch,opalescent nudibranch,NA,NA,adult,NA,N,common,Light & Smith,low,NA,solitary,mobile,"Abietinot reportedria spp., Aglaophenia struthionides, Campanularia ritteri, Eudendrium spp., Halecium corrugatum, Obelia spp., Sertularella conica, Sertularia furcata, Stauridiosarsia japonica,, Tubularia spp., Anthopleura elegantissima, Epiactis prolifera, Diadumene lineata,, Metridium senile",typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,367883,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Aeolidioidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2347,nudibranch eggs,NA,nudibranch,NA,free living invertebrate eggs,NA,eggs,NA,Both,present,NA,all,laid in coils,aggregating,sessile,not reported,non-feeding,NA,NA,NA,NA,NA,NA,NA,NA,NA,Life Stage,Order,NA,add,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nudibranch eggs,nudibranch eggs,NA
NA,339,Acanthodoris brunnea,NA,nudibranch,NA,NA,NA,adult,NA,Both,rare,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,"""byrozoans""",micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,581687,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,340,Acanthodoris hudsoni,NA,nudibranch,NA,NA,NA,adult,NA,N,rare,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,not reported,micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581689,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,336,Acanthodoris lutea,NA,nudibranch,orange peel,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low tidepools,NA,solitary,mobile,"""tunicates, bryozoans""; Alcyonidium sp.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,low,535686,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,337,Acanthodoris nanaimoensis,NA,nudibranch,wine plume dorid,NA,Alaska to central California,adult,NA,N,common,"Morris, Abbott, & Haderlie",low,seasonally common,solitary,mobile,"""colonial ascidians""; Alcyonidium sp.",micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,535685,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1893,Acanthodoris pilosa,NA,nudibranch,NA,NA,Circumboreal,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,"Alcyonidium spp., Flustrellidra sp.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,140627,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,338,Acanthodoris rhodoceras,NA,nudibranch,"black, white dorid",NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low tidepools,seasonally common,solitary,mobile,unknown,micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,low,535687,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1894,Adalaria jannae,Onchidoris muricata,nudibranch,NA,NA,Alaska to central California.,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,"Lyrula hippocrepis, Membranipora,, Reginella sp.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,535688,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Adalaria,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
