STATUS,INITIALS,resourceFam,consumerFam,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1510,Hadrotes crassus,insect,1,1523,Thinusa fletcheri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14611,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1487,Aleochara (Coprochara) sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14612,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1488,Aleochara arenaria,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14613,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1489,Amblopusa brevipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14614,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1490,Bledius fenyesi,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14615,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1491,Bryobiota bicolor,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14616,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1492,Bryobiota giulianii,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14617,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1493,Bryothinusa catalinae,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14618,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1497,Cafius opacus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14619,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1498,Cafius sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14620,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1500,Cafius nauticus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14621,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1494,Cafius canescens,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14622,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1495,Cafius luteipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14623,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1499,Cafius sulcicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14624,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1496,Cafius luteipennis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14625,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1501,Diaulota densissima,insect,1,1,3,6,2,375,Sanak Archipelago,high to middle,NA,no,y,,14626,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1502,Diaulota fulviventris,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14627,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1503,Diaulota vandykei,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14628,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1505,Diaulota harteri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14629,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1504,Diaulota vandykei,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14630,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1506,Diglotta pacifica,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14631,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1507,Diglotta legneri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14632,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1508,Giulianium campbelli,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14633,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1509,Giulianium newtoni,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14634,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1510,Hadrotes crassus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14635,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1511,Hadrotes crassus,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14636,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1512,Halobrecta algophila,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14637,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1514,Liparocephalus cordicollis,insect,1,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14638,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1513,Liparocephalus brevipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14639,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1515,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14640,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1516,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14641,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1517,Paramblopusa borealis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14642,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1518,Philonthus nudus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14643,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1519,Pontomalota terminalia,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14644,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1520,Tarphiota geniculata,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14645,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1521,Tarphiota pallidipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14646,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1522,Thinusa maritima,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14647,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1511,Hadrotes crassus,insect,NA,1523,Thinusa fletcheri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14648,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1487,Aleochara (Coprochara) sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14649,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1488,Aleochara arenaria,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14650,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1489,Amblopusa brevipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14651,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1490,Bledius fenyesi,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14652,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1491,Bryobiota bicolor,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14653,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1492,Bryobiota giulianii,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14654,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1493,Bryothinusa catalinae,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14655,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1497,Cafius opacus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14656,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1498,Cafius sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14657,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1500,Cafius nauticus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14658,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1494,Cafius canescens,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14659,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1495,Cafius luteipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14660,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1499,Cafius sulcicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14661,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1496,Cafius luteipennis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14662,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1501,Diaulota densissima,insect,1,1,3,6,2,375,Sanak Archipelago,high to middle,NA,no,y,,14663,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1502,Diaulota fulviventris,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14664,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1503,Diaulota vandykei,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14665,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1505,Diaulota harteri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14666,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1504,Diaulota vandykei,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14667,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1506,Diglotta pacifica,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14668,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1507,Diglotta legneri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14669,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1508,Giulianium campbelli,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14670,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1509,Giulianium newtoni,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14671,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1510,Hadrotes crassus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14672,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1511,Hadrotes crassus,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14673,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1512,Halobrecta algophila,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14674,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1514,Liparocephalus cordicollis,insect,1,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14675,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1513,Liparocephalus brevipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14676,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1515,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14677,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1516,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14678,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1517,Paramblopusa borealis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14679,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1518,Philonthus nudus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14680,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1519,Pontomalota terminalia,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14681,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1520,Tarphiota geniculata,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14682,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1521,Tarphiota pallidipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14683,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1522,Thinusa maritima,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14684,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1512,Halobrecta algophila,insect,1,1523,Thinusa fletcheri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14685,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1487,Aleochara (Coprochara) sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14723,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1488,Aleochara arenaria,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14724,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1489,Amblopusa brevipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14725,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1490,Bledius fenyesi,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14726,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1491,Bryobiota bicolor,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14727,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1492,Bryobiota giulianii,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14728,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1493,Bryothinusa catalinae,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14729,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1497,Cafius opacus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14730,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1498,Cafius sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14731,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1500,Cafius nauticus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14732,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1494,Cafius canescens,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14733,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1495,Cafius luteipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14734,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1499,Cafius sulcicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14735,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1496,Cafius luteipennis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14736,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1501,Diaulota densissima,insect,1,1,3,6,2,375,Sanak Archipelago,high to middle,NA,no,y,,14737,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1502,Diaulota fulviventris,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14738,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1503,Diaulota vandykei,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14739,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1505,Diaulota harteri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14740,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1504,Diaulota vandykei,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14741,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1506,Diglotta pacifica,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14742,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1507,Diglotta legneri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14743,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1508,Giulianium campbelli,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14744,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1509,Giulianium newtoni,insect,1,1,3,6,2,375,Sanak Archipelago,high,NA,no,y,,14745,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1510,Hadrotes crassus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14746,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1511,Hadrotes crassus,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14747,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1512,Halobrecta algophila,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14748,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1514,Liparocephalus cordicollis,insect,1,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14749,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1513,Liparocephalus brevipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14750,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1515,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14751,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1516,Liparocephalus cordicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,middle,NA,no,y,,14752,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1517,Paramblopusa borealis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14753,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1518,Philonthus nudus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14754,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1519,Pontomalota terminalia,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14755,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1520,Tarphiota geniculata,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14756,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1521,Tarphiota pallidipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14757,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1522,Thinusa maritima,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14758,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1513,Liparocephalus brevipennis,insect,1,1523,Thinusa fletcheri,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14759,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1487,Aleochara (Coprochara) sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14686,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1488,Aleochara arenaria,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14687,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1489,Amblopusa brevipes,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14688,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1490,Bledius fenyesi,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14689,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1491,Bryobiota bicolor,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14690,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1492,Bryobiota giulianii,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14691,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1493,Bryothinusa catalinae,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14692,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1497,Cafius opacus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14693,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1498,Cafius sulcicollis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14694,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1500,Cafius nauticus,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14695,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1494,Cafius canescens,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14696,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1495,Cafius luteipennis,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14697,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1499,Cafius sulcicollis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14698,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1496,Cafius luteipennis,insect,NA,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14699,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1501,Diaulota densissima,insect,1,1,3,6,2,375,Sanak Archipelago,high to middle,NA,no,y,,14700,8-Oct-24
add - reasonable,ZZ,Staphylinidae,Staphylinidae,1514,Liparocephalus cordicollis,insect,1,1502,Diaulota fulviventris,insect,1,1,3,6,2,375,Sanak Archipelago,all,NA,no,y,,14701,8-Oct-24
