date_changed,Reference #,Use,Paper Title,Author,Year,Focal consumer taxon,Focal consumer life stage,Focal consumer type,Consumption type,Resource taxon,resource taxonomic resolution,Resource description,nsboth,CA,EP_RIZ,General location of study,Coordinates of study site,notes,added to edge list,initials,,secondary_citation,link or doi,,,
03/04/2024 01:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Bivalvia,class,Bivalvia,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,predation,Bivalvia,class,bivalvia,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 01:56PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Brachyrhyncha,superfamily,Brachyrhyncha,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 01:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus embryum,adult,predator,predation,Branchyrhyncha megalops,life stage,Branchyrhyncha megalops,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 01:56PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Calanoida,order,Calanoida,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 01:58PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Caprellidae,family,Caprellidae,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 01:59PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,shrimp,category,Caridea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,predation,shrimp,category,Caridea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:00PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,omnivore,predation,Chrysophyta,phylum,Chrysophyta,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:00PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Ascelichthys rhodorus,adult,predator,predation,barnacle,category,Cirripedia,n,n,y,rocky headlands Straight of Juan de Fuca,,,,ZZ,,,,,,
03/04/2024 02:00PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Oligocottus rimensis,adult,predator,predation,barnacle,category,Cirripedia,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,barnacle,category,Cirripedia,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,barnacle,category,Cirripedia,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,predation,barnacle,category,Cirripedia,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:00PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Coleopteran larvae,life stage,Coleopteran larvae,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:01PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Ascelichthys rhodorus,adult,predator,predation,Cumacea,order,Cumacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,ZZ,,,,,,
03/04/2024 02:01PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Cumacea,order,Cumacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:01PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,dipteran larvae,life stage,dipteran larvae,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:02PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Echinodea,class,Echinodea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:02PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,Echinodea,class,Echinodea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:02PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,herbivory,Bryozoa,phylum,Enteromorpha,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:04PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Phytichthys chirus,adult,omnivore,predation,Gastropoda,phylum,Gastropoda,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:04PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,omnivore,predation,Gigartinacea,family,Gigartinacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Harpactacoida,order,harpactacoid copepods,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Harpactacoida,order,Harpactacoid copepods,n,n,y,rocky headlands Straight of Juan de Fuca,,most abundant tidepool fish in study,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Ascelichthys rhodorus,adult,predator,predation,Harpactacoida,order,Harpactacoida,n,n,y,rocky headlands Straight of Juan de Fuca,,,,ZZ,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,Harpactacoida,order,harpacticoida,n,n,y,rocky headlands Straight of Juan de Fuca,,"crustaceans decreased in importance with increasing fish size, and gastropods increased in importance with increasing fish size",,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,predation,Harpactacoida,order,harpacticoida,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Phytichthys chirus,adult,omnivore,predation,Harpactacoida,order,harpacticoida,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:04PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Hippolytidae,family,Hippolytidae,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:04PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Ianiropsis kincaidi,species,Ianiropsis kincaidi,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:04PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Idoteidae,family,Idoteidae,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,herbivory,Mazzaella,genus,Iridea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Larvacea,,Larvacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus embryum,adult,predator,predation,larval diptera,life stage,larval diptera,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Oligocottus rimensis,adult,predator,predation,larval diptera,life stage,larval diptera,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,larval diptera,life stage,larval diptera,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,predation,larval diptera,life stage,larval diptera,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus embryum,adult,predator,predation,megalops,life stage,megalops,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,predation,megalops,life stage,megalops,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Mesogastropoda,,Mesogastropoda,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Munnidae,family,Munnidae,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Ascelichthys rhodorus,adult,predator,predation,Mysidacea,,Mysidacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,ZZ,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Mysidacea,,Mysidacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Nemertea,phylum,Nemertea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Nudibranchia,order,Nudibranchia,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:06PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Ostracoda,class,Ostracoda,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:06PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Ostracoda,class,Ostracoda,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Oligocottus rimensis,adult,predator,predation,Ostracoda,class,Ostracoda,n,n,y,rocky headlands Straight of Juan de Fuca,,03/20/2024 01:39PM,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,Ostracoda,class,Ostracoda,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Phytichthys chirus,adult,omnivore,predation,Ostracoda,class,Ostracoda,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:07PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,omnivore,predation,Phaeophyceae,class,Phaeophyta,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:07PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Plecoptera larvae,life stage,Plecoptera larvae,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:06PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,Polinices lewisii,species,Polinices lewisii,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:06PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,Polychaeta,class,Polychaeta,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Polychaeta,class,polychaetes,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,Polyplacophora,class,Polyplacophora,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:08PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,herbivory,Porphyra,genus,Porphyra,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:08PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Sipuncula,order,Sipuncula,n,n,y,rocky headlands Straight of Juan de Fuca,,03/20/2024 01:39PM,,,,,,,,
03/04/2024 02:09PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Sphaeromatidae,family,sphaeromatid isopods,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:09PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,herbivory,Spongomorpha,genus,Spongomorpha,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:09PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Tanaidacea,order,Tanaidacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:10PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Oligocottus rimensis,adult,predator,predation,Tanaidacea,order,Tanaidacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,Tanaidacea,order,Tanaidacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Phytichthys chirus,adult,omnivore,predation,Tanaidacea,order,Tanaidacea,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:10PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Gobiesox maeandricus,adult,predator,predation,Teleostei,class,Teleostei,n,n,y,rocky headlands Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:10PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Anoplarchus purpurescens,adult,omnivore,herbivory,Ulva,genus,Ulva,n,n,y,rocky headlands Straight of Juan de Fuca,,03/20/2024 01:39PM,,,,,,,,
03/03/2024 07:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,herbivory,algae,category,algae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,gammarid,category,gammarids,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Caprellidae,Family,Caprellidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Hippolytidae,Family,Hippolytidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Idoteidae,Family,Idoteidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:55PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,predation,Idoteidae,Family,Idoteidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Lumbrinereidae,Family,Lumbrinereidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Munnidae,Family,Munnidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:55PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Paguridae,Family,Paguridae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Pholidae,Family,Pholidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Polynoidae,Family,Polynoidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Sabellaridae,Family,Sabellaridae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:55PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,predation,Sabellaridae,Family,Sabellaridae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Serpulidae,Family,Serpulidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Sphaeromatidae,Family,Sphaeromatidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:55PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,predation,Sphaeromatidae,Family,Sphaeromatidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Stichaeidae,Family,Stichaeidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Terebellidae,Family,Terebellidae,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:55PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,herbivory,Ahnfelita,genus,Ahnfelita sp.,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 07:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,herbivory,Desmarestia,genus,Desmarestia sp.,n,n,y,Straight of Juan de Fuca,,smallest size class did not eat algae,,,04/05/2024 11:49AM,,,,,
03/03/2024 07:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,herbivory,Enteromorpha,genus,Enteromorpha sp.,n,n,y,Straight of Juan de Fuca,,smallest size class did not eat algae,,,,,,,,
03/03/2024 07:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,herbivory,Gelidium,genus,Gelidium sp.,n,n,y,Straight of Juan de Fuca,,smallest size class did not eat algae,,,,,,,,
03/03/2024 06:55PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Idotea,genus,Idotea sp.,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 06:55PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,herbivory,Iridea,genus,Iridea sp.,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 07:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,herbivory,Odontothalia,genus,Odontothalia sp.,n,n,y,Straight of Juan de Fuca,,smallest size class did not eat algae,,,,,,,,
03/03/2024 07:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,herbivory,Porphyra,genus,Porphyra sp.,n,n,y,Straight of Juan de Fuca,,smallest size class did not eat algae,,,,,,,,
03/03/2024 06:55PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,herbivory,Porphyra,genus,Porphyra sp.,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 07:03PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,herbivory,Spongomorpha,genus,Spongomorpha sp.,n,n,y,Straight of Juan de Fuca,,smallest size class did not eat algae,,,,,,,,
03/03/2024 07:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Aytlus tridens,species,Aytlus tridens,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 07:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Emerita analoga,species,Emerita analoga,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 07:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Gnorimosphaeroma oregonensis,species,Gnorimosphaeroma oregonensis,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 07:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Pagurus granosimanus,species,Pagurus granosimanus,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 01:52PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Patellogastropoda,order,Archaeogastropoda,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 01:54PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,predation,Asellota,suborder,Asellota,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Bivalvia,class,Bivalvia,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,shrimp,category,Caridea,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 01:59PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,herbivory,Chlorophyta,phylum,Chlorophyta,n,n,y,Straight of Juan de Fuca,,smallest size class did not eat algae,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,barnacle,category,Cirripedia,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,predation,barnacle,category,Cirripedia,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Echinodea,class,Echinodea,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:04PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,predation,gammarid,category,gammarids,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Gastropoda,phylum,Gastropoda,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Harpactacoida,order,harpacticoida,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,predation,Harpactacoida,order,harpacticoida,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
