resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,confidence,localities,interactionZone,habitat,parasitic
1961_Mytilus trossulus_1,1961,Mytilus trossulus,mussel,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1961_Mytilus trossulus_1,1961,Mytilus trossulus,mussel,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,"375, 376, 385",3,2,"Sanak Archipelago; Tatoosh Island, WA",all,both,n
1961_Mytilus trossulus_1,1961,Mytilus trossulus,mussel,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"398, 399",3,2,"Prince William Sound, AK; Seal Rock, OR",all,both,n
1961_Mytilus trossulus_1,1961,Mytilus trossulus,mussel,1,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1962_Crassadoma gigantea_4,1962,Crassadoma gigantea,bivalve,4,1745_Enteroctopus dofleini_1,1745,Enteroctopus dofleini,octopus,1,1,436,6,3,NA,low,pools,n
1972_Leukoma staminea_1,1972,Leukoma staminea,clam,1,555_Cancer productus_1,555,Cancer productus,true crab,1,1,436; 435,3,2,NA,low,both,n
1977_Entodesma pictum_1,1977,Entodesma pictum,bivalve,1,712_Homo sapiens_1,712,Homo sapiens,human,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1977_Entodesma pictum_1,1977,Entodesma pictum,bivalve,1,719_Enhydra lutris_1,719,Enhydra lutris,mammal,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1979_Mediaster aequalis_1,1979,Mediaster aequalis,sea star,1,146_Solaster dawsoni_1,146,Solaster dawsoni,sea star,1,1,38,3,2,"Puget Sound, WA",all,pools,n
1979_Mediaster aequalis_1,1979,Mediaster aequalis,sea star,1,147_Astrometis sertulifera_1,147,Astrometis sertulifera,sea star,1,1,38,3,2,"Puget Sound, WA",all,pools,n
1980_Solaster stimpsoni_1,1980,Solaster stimpsoni,sea star,1,146_Solaster dawsoni_1,146,Solaster dawsoni,sea star,1,1,"375, 376, 436; 435",3,2,Sanak Archipelago,low,pools,n
1980_Solaster stimpsoni_1,1980,Solaster stimpsoni,sea star,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,"375, 376",3,2,Sanak Archipelago,low,both,n
1982_Amphiodia akosmos_1,1982,Amphiodia akosmos,brittle star,1,8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1,357,6,2,Southern California,middle,pools,n
1983_Amphiodia occidentalis_1,1983,Amphiodia occidentalis,brittle star,1,8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1,357,6,2,Southern California,middle,pools,n
1984_Ophiactis simplex_1,1984,Ophiactis simplex,brittle star,1,8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1,357,6,2,Southern California,middle,pools,n
1986_Ophionereis diabloensis_1,1986,Ophionereis diabloensis,brittle star,1,8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1,357,6,2,Southern California,middle,pools,n
1987_Ophionereis diabloensis_4,1987,Ophionereis diabloensis,brittle star,4,8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1,357,6,2,Southern California,middle,pools,n
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,1126_Bomolochus longicaudus_1,1126,Bomolochus longicaudus,copepod,1,6,435,3,2,NA,all,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,1180_Taeniastrotos californiensis_1,1180,Taeniastrotos californiensis,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,1192_Clavella parva_1,1192,Clavella parva,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,1195_Peniculus fissipes_1,1195,Peniculus fissipes,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,1228_Elthusa vulgaris_1,1228,Elthusa vulgaris,isopod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2117_Helicometrina nimia_1,2117,Helicometrina nimia,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2119_Anisakis sp._5,2119,Anisakis sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2142_Phocanema sp._5,2142,Phocanema sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2187_Bomolochus soleae_1,2187,Bomolochus soleae,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2191_Caligus mutabilis_1,2191,Caligus mutabilis,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2222_Hatschekia pacifica_1,2222,Hatschekia pacifica,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2225_Cresseyus longicaudus_1,2225,Cresseyus longicaudus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2241_Lepeophtheirus constrictus_1,2241,Lepeophtheirus constrictus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2245_Lepeophtheirus dissimulatus_1,2245,Lepeophtheirus dissimulatus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,2257_Opecoelus inimici_1,2257,Opecoelus inimici,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",low,pools,n
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",low,pools,n
2072_Paralabrax nebulifer_1,2072,Paralabrax nebulifer,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL","all, low",pools,n
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,1126_Bomolochus longicaudus_1,1126,Bomolochus longicaudus,copepod,1,6,435,3,2,NA,all,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,1180_Taeniastrotos californiensis_1,1180,Taeniastrotos californiensis,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,1192_Clavella parva_1,1192,Clavella parva,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,1195_Peniculus fissipes_1,1195,Peniculus fissipes,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2117_Helicometrina nimia_1,2117,Helicometrina nimia,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2119_Anisakis sp._5,2119,Anisakis sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2142_Phocanema sp._5,2142,Phocanema sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2187_Bomolochus soleae_1,2187,Bomolochus soleae,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2191_Caligus mutabilis_1,2191,Caligus mutabilis,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2222_Hatschekia pacifica_1,2222,Hatschekia pacifica,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2225_Cresseyus longicaudus_1,2225,Cresseyus longicaudus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2241_Lepeophtheirus constrictus_1,2241,Lepeophtheirus constrictus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2245_Lepeophtheirus dissimulatus_1,2245,Lepeophtheirus dissimulatus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,2257_Opecoelus inimici_1,2257,Opecoelus inimici,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",low,pools,y
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",low,pools,n
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",low,pools,n
2073_Paralabrax nebulifer_4,2073,Paralabrax nebulifer,fish,4,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL","all, low",pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,1,72; 355,6,3,Central California,all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,72,6,2,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,1,72,6,2,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2093_Oligocottus rubellio_1,2093,Oligocottus rubellio,fish,1,1,72,6,4,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2094_Oligocottus snyderi_1,2094,Oligocottus snyderi,fish,1,1,72,6,2,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2095_Oligocottus spp._1,2095,Oligocottus spp.,fish,1,1,72,6,3,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2113_Podocotyle californica_1,2113,Podocotyle californica,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2114_Tubulovesicula lindbergi_1,2114,Tubulovesicula lindbergi,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2115_Lecithaster gibbosus_1,2115,Lecithaster gibbosus,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2119_Anisakis sp._5,2119,Anisakis sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2123_Contracaecum sp._5,2123,Contracaecum sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2132_Ascarophis sebastodis_1,2132,Ascarophis sebastodis,nematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2142_Phocanema sp._5,2142,Phocanema sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,2153_Zschokkella sp._1,2153,Zschokkella sp.,myxozoan,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
2074_Anoplarchus purpurescens_1,2074,Anoplarchus purpurescens,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,1,72; 355,6,3,Central California,all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,72,6,2,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,717_Ardea herodias_1,717,Ardea herodias,bird,1,1,379,6,3,"British Columbia; Strait of Georgia, BC",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,1138_Chondracanthus pusillus_1,1138,Chondracanthus pusillus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,1,72,6,2,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2093_Oligocottus rubellio_1,2093,Oligocottus rubellio,fish,1,1,72,6,4,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2094_Oligocottus snyderi_1,2094,Oligocottus snyderi,fish,1,1,72,6,2,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2095_Oligocottus spp._1,2095,Oligocottus spp.,fish,1,1,72,6,3,"Central California; San Mateo Coast State Beaches, CA",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2118_Bothriocephalus scorpii_1,2118,Bothriocephalus scorpii,cestode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2119_Anisakis sp._5,2119,Anisakis sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2133_Hysterothylacium aduncum_1,2133,Hysterothylacium aduncum,nematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2192_Capillaria sp._1,2192,Capillaria sp.,nematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2194_Ceratomyxa furcata_1,2194,Ceratomyxa furcata,myxozoan,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
