node,nodeNum,nodeName,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,trophic_strategy,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite
2262_Parafilaroides decorus_5,2262,Parafilaroides decorus,NA,nematode,NA,larva,5,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,459057,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Parafilaroides,y
2289_Vitellibaculum girellae_1,2289,Vitellibaculum girellae,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,765608,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,Vitellibaculum,y
2290_Vitellibaculum girellicola_1,2290,Vitellibaculum girellicola,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,765609,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,Vitellibaculum,y
1128_Holobomolochus prolixus_1,1128,Holobomolochus prolixus,NA,copepod,NA,adult,1,NA,present,435,all,In the gill cavity of the staghorn sculpin Leptocottus armatus,solitary,sessile,parasite,Taxonomic,Species,358831,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Holobomolochus,y
2113_Podocotyle californica_1,2113,Podocotyle californica,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,757419,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y
2114_Tubulovesicula lindbergi_1,2114,Tubulovesicula lindbergi,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,726675,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Hemiuridae,Tubulovesicula,y
2115_Lecithaster gibbosus_1,2115,Lecithaster gibbosus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,109364,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Lecithasteridae,Lecithaster,y
2118_Bothriocephalus scorpii_1,2118,Bothriocephalus scorpii,NA,cestode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,105190,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,y
2119_Anisakis sp._5,2119,Anisakis sp.,NA,nematode,NA,larva,5,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Genus,22832,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis,y
2120_Podocotyle sp._1,2120,Podocotyle sp.,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Genus,NA,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y
2121_Podocotyle enophrysi_1,2121,Podocotyle enophrysi,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,1261510,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y
2125_Podocotyle sinusacca_1,2125,Podocotyle sinusacca,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,757441,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y
2126_Podocotyle atomon_1,2126,Podocotyle atomon,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,108908,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y
2131_Derogenes varicus_1,2131,Derogenes varicus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,109264,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Derogenidae,Derogenes,y
2133_Hysterothylacium aduncum_1,2133,Hysterothylacium aduncum,NA,nematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,122868,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Hysterothylacium,y
2150_Corynosoma sp._4,2150,Corynosoma sp.,NA,acanthocephalan,NA,juvenile,4,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,20331,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,y
2151_Corynosoma sp._1,2151,Corynosoma sp.,NA,acanthocephalan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,20331,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,y
2172_Genolinea anura_1,2172,Genolinea anura,Genolinea montereyensis,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,414406,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bunocotylidae,Genolinea,y
2175_Corynosoma strumosum_1,2175,Corynosoma strumosum,NA,acanthocephalan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,100614,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,y
2176_Corynosoma strumosum_3,2176,Corynosoma strumosum,NA,acanthocephalan,NA,cystacanth,3,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,100614,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,y
2188_Bothriocephalus occidentalis_1,2188,Bothriocephalus occidentalis,NA,cestode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,516472,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,y
2193_Ceratomyxa crassa_1,2193,Ceratomyxa crassa,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,1368456,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y
2197_Ceratomyxa tenuis_1,2197,Ceratomyxa tenuis,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,1720616,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y
2216_Gyrodactylus armatus_1,2216,Gyrodactylus armatus,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,ectoparasite,Taxonomic,Species,1115320,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,y
2218_Gyrodactylus sculpinus_1,2218,Gyrodactylus sculpinus,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,ectoparasite,Taxonomic,Species,1247422,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,y
2242_Lepeophtheirus cuneifer_1,2242,Lepeophtheirus cuneifer,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,ectoparasite,Taxonomic,Species,352719,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y
2266_Prosorhynchoides ozakii_1,2266,Prosorhynchoides ozakii,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,725948,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Prosorhynchoides,y
2272_Rhipidocotyle elongata_1,2272,Rhipidocotyle elongata,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,579734,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Rhipidocotyle,y
2275_Scyphidia sp._1,2275,Scyphidia sp.,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Genus,163587,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Scyphidiidae,Scyphidia,y
2280_Stephanostomum sp._1,2280,Stephanostomum sp.,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Unidentified Species,108553,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Acanthocolpidae,Stephanostomum,y
2286_Tubulovesicula sp._1,2286,Tubulovesicula sp.,NA,trematode,NA,adult,1,NA,present,147,all,NA,solitary,sessile,parasite,Taxonomic,Genus,411516,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Hemiuridae,Tubulovesicula,y
2356_Acanthochondria rectangularis_1,2356,Acanthochondria rectangularis,NA,copepod,NA,adult,1,N,present,205,all,on Leptocottus armatus,solitary,sessile,parasite,Taxonomic,Species,348372,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Acanthochondria,y
2357_Pterobdella abditovesiculata_1,2357,Pterobdella abditovesiculata,Aetabdella abditovesiculata,leech,NA,adult,1,N,present,205,all,on Leptocottus armatus,NA,NA,parasite,Taxonomic,Species,370675,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Pterobdella,y
2359_Ambiphrya sp._1,2359,Ambiphrya sp.,NA,ciliate,NA,adult,1,N,present,205,all,on Leptocottus armatus gills,NA,NA,parasite,Taxonomic,Species,425566,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Scyphidiidae,Ambiphrya,y
2369_Genolinea manteri_1,2369,Genolinea manteri,NA,trematode,NA,adult,1,Both,present,205,all,in fish,solitary,sessile,parasite,Taxonomic,Species,726939,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bunocotylidae,Genolinea,y
1544_Heptacyclus buthi_1,1544,Heptacyclus buthi,NA,leech,NA,adult,1,N,present,435,all,"Bodega Marine Reserve: Oligocottus snyderi, Oligocottus rubellio,, Clinocottus analis",solitary,mobile,parasite,Taxonomic,Species,410327,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Heptacyclus,y
2195_Ceratomyxa obesa_1,2195,Ceratomyxa obesa,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,1368454,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y
715_Gyrodactylus maculosi_1,715,Gyrodactylus maculosi,NA,monogene,NA,adult,1,NA,present,436; 435,NA,NA,colonial,sessile,parasite,Taxonomic,Species,NA,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,y
721_Haemobaphes intermedius_1,721,Haemobaphes intermedius,NA,copepod,NA,adult,1,NA,present,435,all,Found on the gills of fish,solitary,sessile,parasite,Taxonomic,Species,351980,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Haemobaphes,y
2170_Haemobaphes sp._1,2170,Haemobaphes sp.,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,ectoparasite,Taxonomic,Genus,135643,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Haemobaphes,y
2171_Haemobaphes sp._5,2171,Haemobaphes sp.,NA,copepod,NA,juvenile,5,NA,present,205,all,NA,solitary,sessile,ectoparasite,Taxonomic,Genus,135643,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Haemobaphes,y
2281_Trichodina cottidarum_1,2281,Trichodina cottidarum,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,426781,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,y
730_Heptacyclus cabrilloi_1,730,Heptacyclus cabrilloi,NA,leech,NA,adult,1,NA,present,436; 435,NA,NA,solitary,mobile,parasite,Taxonomic,Species,NA,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Heptacyclus,y
733_Lepeophtheirus parviventris_1,733,Lepeophtheirus parviventris,NA,copepod,NA,adult,1,NA,present,435,NA,"On the body surface, fins of numerous Cottidae (sculpins), the big skate Raja binoculata.",solitary,mobile,parasite,Taxonomic,Species,352762,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y
734_Lepeophtheirus schaadti_1,734,Lepeophtheirus schaadti,NA,copepod,NA,adult,1,NA,present,436; 435,NA,NA,solitary,mobile,parasite,Taxonomic,Species,1034689,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y
1135_Chondracanthus heterostichi_1,1135,Chondracanthus heterostichi,NA,copepod,NA,adult,1,NA,present,435,all,On the giant kelpfish Heterostichus rostratus,solitary,sessile,parasite,Taxonomic,Species,350084,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y
2202_Chondracanthus horridus_1,2202,Chondracanthus horridus,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,ectoparasite,Taxonomic,Genus,237887,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y
2215_Genitocotyle heterostichi_1,2215,Genitocotyle heterostichi,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,757160,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Genitocotyle,y
681_metacercaria_1_5,681,metacercaria_1,NA,trematode,NA,metacercaria,5,N,locally present,PO,NA,NA,solitary,sessile,parasite,Common Name,Morphospecies,NA,Animalia,Platyhelminthes,Trematoda,NA,NA,NA,y
683_Sphaeromyxa sp._6,683,Sphaeromyxa sp.,NA,myxozoan,NA,multiple,6,N,locally present,PO,NA,NA,colonial,sessile,parasite,Taxonomic,Genus,NA,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sphaeromyxidae,Sphaeromyxa,y
2153_Zschokkella sp._1,2153,Zschokkella sp.,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Genus,120267,Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxidiidae,Zschokkella,y
2158_Lecithochirium exodicum_1,2158,Lecithochirium exodicum,Sterrhurus exodicus,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,726841,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Hemiuridae,Lecithochirium,y
2163_Clavinema mariae_1,2163,Clavinema mariae,Philometra americana,nematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,parasite,Taxonomic,Species,459002,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Clavinema,y
2276_Sphaeromyxa balbianii_1,2276,Sphaeromyxa balbianii,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,colonial,sessile,parasite,Taxonomic,Species,120295,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sphaeromyxidae,Sphaeromyxa,y
324_Doris montereyensis_1,324,Doris montereyensis,Archidoris montereyensis,nudibranch,Monterey dorid,adult,1,Both,common,436; 435,low,rare at southern end of range,solitary,mobile,micropredator,Taxonomic,Species,581816,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,n
325_Peltodoris nobilis_1,325,Peltodoris nobilis,Anisodoris nobilis,nudibranch,sea lemon,adult,1,Both,common,436; 435,low,rare at southern end of range,solitary,mobile,micropredator,Taxonomic,Species,594422,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Peltodoris,n
1914_Thordisa rubescens_1,1914,Thordisa rubescens,NA,nudibranch,NA,adult,1,S,present,435,all,"Usually found on or near the red sponges Axinella, Lissodendoryx",solitary,mobile,micropredator,Taxonomic,Species,581825,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Thordisa,n
1908_Aldisa cooperi_1,1908,Aldisa cooperi,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,581809,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Aldisa,n
326_Diaulula sandiegensis_1,326,Diaulula sandiegensis,NA,nudibranch,ring spotted dorid,adult,1,Both,present,436; 435,low tidepools,NA,solitary,mobile,micropredator,Taxonomic,Species,536817,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,n
327_Geitodoris heathi_1,327,Geitodoris heathi,Discodoris,nudibranch,gritty dorid,adult,1,Both,common,436; 435,middle to low,only common in summer,solitary,mobile,micropredator,Taxonomic,Species,579047,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Geitodoris,n
313_Cadlina modesta_1,313,Cadlina modesta,NA,nudibranch,modest cadlina,adult,1,Both,common,436; 435,low,among sponges,solitary,mobile,micropredator,Taxonomic,Species,564148,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,n
318_Hallaxa chani_1,318,Hallaxa chani,NA,nudibranch,Chan's nudibranch,adult,1,N,uncommon,436; 435,low tidepools,NA,solitary,mobile,micropredator,Taxonomic,Species,581807,Animalia,Mollusca,Gastropoda,Nudibranchia,Actinocyclidae,Hallaxa,n
328_Doriopsilla albopunctata_1,328,Doriopsilla albopunctata,NA,nudibranch,salted dorid,adult,1,Both,abundant,436; 435,low,NA,solitary,mobile,micropredator,Taxonomic,Species,537019,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Doriopsilla,n
311_Cadlina flavomaculata_1,311,Cadlina flavomaculata,NA,nudibranch,yellow spotted cadlina,adult,1,both,uncommon,436; 435,low tidepools,"under stones, tidepools",solitary,mobile,micropredator,Taxonomic,Species,562477,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,n
1905_Chromodoris macfarlandi_1,1905,Chromodoris macfarlandi,Glossodoris macfarlandi).,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,549419,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Chromodoris,n
306_Tylodina fungina_1,306,Tylodina fungina,NA,nudibranch,yellow sponge tylodina,adult,1,Both,common,436; 435,low,on Aplysina fistularis,solitary,mobile,micropredator,Taxonomic,Species,527756,Animalia,Mollusca,Gastropoda,Umbraculida,Tylodinidae,Tylodina,n
1780_Lucapinella callomarginata_1,1780,Lucapinella callomarginata,NA,limpet,NA,adult,1,Both,present,435,low,"underside of rocks, on pilings near aggregations of Mytilus edulis in bays, channels in southern California, also inside sponges",solitary,mobile,micropredator,Taxonomic,Species,527883,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Lucapinella,n
1906_Hypselodoris californiensis_1,1906,Hypselodoris californiensis,Chromodoris californiensis,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,560433,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Hypselodoris,n
1921_Dendronotus albus_1,1921,Dendronotus albus,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,548242,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,n
1923_Dendronotus frondosus_1,1923,Dendronotus frondosus,NA,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,139523,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,n
1924_Dendronotus subramosus_1,1924,Dendronotus subramosus,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,548244,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,n
1933_Flabellina trilineata_1,1933,Flabellina trilineata,"Coryphella trilineata, C. fisheri",nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,558401,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,n
230_Calliostoma annulatum_1,230,Calliostoma annulatum,NA,snail,purple ringed topsnail,adult,1,Both,common,436; 435,low,"With C. canaliculatum, C. ligatum on offshore Macrocystis stands, in low rocky intertidal zone",solitary,mobile,omnivore,Taxonomic,Species,534197,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,n
347_Doto amyra_1,347,Doto amyra,NA,nudibranch,hammerhead doto,adult,1,Both,uncommon,436; 435,low,NA,solitary,mobile,micropredator,Taxonomic,Species,575069,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,n
633_Doto columbiana_1,633,Doto columbiana,NA,nudibranch,NA,adult,1,N,present,435,low,on Obelia,solitary,mobile,micropredator,Taxonomic,Species,581833,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,n
634_Doto kya_1,634,Doto kya,NA,nudibranch,NA,adult,1,Both,present,435,low,on hydroids,solitary,mobile,micropredator,Taxonomic,Species,581835,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,n
1925_Doto lancei_1,1925,Doto lancei,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,575071,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,n
1939_Catriona columbiana_1,1939,Catriona columbiana,Cuthona columbiana,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,581879,Animalia,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Catriona,n
354_Diaphoreolis lagunae_1,354,Diaphoreolis lagunae,Cuthona lagunae,nudibranch,orange faced,adult,1,Both,common,436,low,seasonally common,solitary,mobile,micropredator,Taxonomic,Species,1037020,Animalia,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Diaphoreolis,n
571_Ammothea hilgendorfi_1,571,Ammothea hilgendorfi,NA,sea spider,NA,adult,1,Both,common,436,low,"on hydroids in crevices, under rocks; in large galls derived from hydranths of Eucopella everta ( ref# 284)",solitary,mobile,parasite,Taxonomic,Species,134607,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Ammothea,y
1433_Tanystylum duospinum_1,1433,Tanystylum duospinum,NA,sea spider,NA,adult,1,NA,present,435,all,On hydroids;,solitary,mobile,typical predator,Taxonomic,Species,240357,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Tanystylum,n
348_Dirona albolineata_1,348,Dirona albolineata,NA,nudibranch,chalk lined dirona,adult,1,Both,uncommon,436; 435,low tidepools,sporadically common,solitary,mobile,micropredator,Taxonomic,Species,581837,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,n
349_Dirona picta_1,349,Dirona picta,NA,nudibranch,spotted dirona,adult,1,Both,common,436; 435,low,seasonally common,solitary,mobile,micropredator,Taxonomic,Species,558927,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,n
1942_Cuthona cocoachroma_1,1942,Cuthona cocoachroma,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,548328,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Cuthona,n
346_Tritonia festiva_1,346,Tritonia festiva,NA,nudibranch,diamondback,adult,1,Both,uncommon,436; 435,low,NA,solitary,mobile,micropredator,Taxonomic,Species,549413,Animalia,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,n
253_Epitonium tinctum_1,253,Epitonium tinctum,NA,snail,tinted wentletrap,adult,1,Both,common,436; 435,high,"on bases of anemones, A. elegantissima only in SB",solitary,mobile,micropredator,Taxonomic,Species,524008,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,n
358_Aeolidia loui_1,358,Aeolidia loui,Aeolidia papillosa,nudibranch,shag-rug,adult,1,Both,common,465; 436,low,NA,solitary,mobile,micropredator,Taxonomic,Species,880372,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,n
569_Pycnogonum stearnsi_1,569,Pycnogonum stearnsi,NA,sea spider,NA,adult,1,Both,common,436; 435,middle to low,"under rocks, with anemones, hydroids, or ascidians, roots of Phyllospadix",solitary,mobile,micropredator,Taxonomic,Species,240277,Animalia,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,n
570_Pycnogonum rickettsi_1,570,Pycnogonum rickettsi,NA,sea spider,NA,adult,1,N,uncommon,436; 435,middle to low,"associated with anemones; from wharf pilings, anemones,, hydroids",solitary,mobile,micropredator,Taxonomic,Species,239776,Animalia,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,n
712_Homo sapiens_1,712,Homo sapiens,NA,human,NA,adult,1,NA,present,436,NA,NA,solitary,mobile,omnivore,Taxonomic,Species,1455977,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,n
254_Opalia wroblewskyi_1,254,Opalia wroblewskyi,Opalia chacei; Opalia borealis,snail,Chace's wentletrap,adult,1,Both,uncommon,436; 435,high,"under rocks, more often with anemones, little known but probably like E. tinctum",solitary,mobile,micropredator,Taxonomic,Species,524789,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Opalia,n
255_Opalia funiculata_1,255,Opalia funiculata,NA,snail,NA,adult,1,Both,present,539,NA,NA,solitary,mobile,micropredator,Taxonomic,Species,524065,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Opalia,n
359_Anteaeolidiella oliviae_1,359,Anteaeolidiella oliviae,"Spurilla olivae, Aeolidella olivae",nudibranch,Olive's spurilla,adult,1,Both,uncommon,436,low tidepools,shaded pools,solitary,mobile,micropredator,Taxonomic,Species,730417,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Anteaeolidiella,n
1955_Aeolidiella oliviae_1,1955,Aeolidiella oliviae,Spurilla,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,581901,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidiella,n
584_Foettingeria actiniarium_1,584,Foettingeria actiniarium,NA,ciliate,NA,adult,1,Both,present,436; 435,NA,on Tealia crassicorna,aggregating,mobile,parasite,Taxonomic,Species,172328,Chromista,Ciliophora,Oligohymenophorea,Apostomatida,Foettingeriidae,Foettingeria,y
1954_Aeolidiella chromosoma_1,1954,Aeolidiella chromosoma,Spurilla,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,581900,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidiella,n
231_Calliostoma canaliculatum_1,231,Calliostoma canaliculatum,NA,snail,channeled topsnail,adult,1,Both,uncommon,436; 435,very low,occur on Macrocystis,solitary,mobile,omnivore,Taxonomic,Species,NA,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,n
233_Calliostoma gemmulatum_1,233,Calliostoma gemmulatum,NA,snail,gem topsnail,adult,1,Both,uncommon,436,low,little info,solitary,mobile,omnivore,Taxonomic,Species,437189,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,n
343_Triopha maculata_1,343,Triopha maculata,NA,nudibranch,spotted triopha,adult,1,Both,present,436,low tidepools,NA,solitary,mobile,micropredator,Taxonomic,Species,531262,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha,n
1929_Janolus fuscus_1,1929,Janolus fuscus,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,581840,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,Janolus,n
350_Antiopella barbarensis_1,350,Antiopella barbarensis,NA,nudibranch,cockscomb,adult,1,Both,common,436,low,seasonally common,solitary,mobile,micropredator,Taxonomic,Species,575288,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,Antiopella,n
1901_Polycera atra_1,1901,Polycera atra,NA,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,micropredator,Taxonomic,Species,527533,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Polycera,n
