resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,ref_num,justification,zone,habitat,localities,confidence
643,Fucus distichus,brown algae,1,1252,Idotea ochotensis,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1253,Pentidotea resecata,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1254,Idotea rufescens,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1255,Pentidotea schmitti,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1256,Synidotea berolzheimeri,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1257,Synidotea consolidata,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1258,Synidotea harfordi,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1259,Synidotea pettiboneae,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1260,Synidotea ritteri,isopod,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1403,Caprella alaskana,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1404,Caprella brevirostris,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1407,Caprella ferrea,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1408,Caprella greenleyi,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1409,Caprella incisa,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1410,Caprella kennerlyi,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1411,Caprella laeviuscula,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1412,Caprella natalensis,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1413,Caprella penantis,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1414,Caprella pilipalma,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1415,Caprella verrucosa,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1416,Deutella californica,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1417,Tritella laevis,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1418,Tritella pilimana,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1419,Cercops compactus,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1420,Perotripus brevis,caprellid,1,3,"375, 376",6,high,pools,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1589,Ceratonereis tunicatae,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1590,Cheilonereis cyclurus,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1591,Eunereis longipes,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1594,Neanthes brandti,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1595,Neanthes virens,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1596,Nereis eakini,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1597,Nereis latescens,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1598,Nereis pelagica,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1599,Nereis procera,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1600,Nereis vexillosa,polychaete,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1790,Lirularia succincta,snail,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1799,Lacuna unifasciata,snail,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1877,Littorina littorea,limpet,1,3,"375, 376",6,high,both,Sanak Archipelago,3
643,Fucus distichus,brown algae,1,1878,Littorina plena,limpet,1,3,"375, 376",6,high,both,Sanak Archipelago,3
644,Postelsia palmaeformis,brown algae,1,145,Henricia leviuscula,sea star,1,3,23,6,low,pools,"San Nicolas Island, CA",2
644,Postelsia palmaeformis,brown algae,1,208,Lottia pelta,limpet,1,3,436; 435,6,low,pools,,3
644,Postelsia palmaeformis,brown algae,1,230,Calliostoma annulatum,snail,1,3,274,6,low,both,NE Pacific,2
644,Postelsia palmaeformis,brown algae,1,231,Calliostoma canaliculatum,snail,1,3,274,6,low,both,NE Pacific,2
644,Postelsia palmaeformis,brown algae,1,232,Calliostoma ligatum,snail,1,3,274,6,low,both,NE Pacific,2
644,Postelsia palmaeformis,brown algae,1,428,Oxydromus pugettensis,polychaete,1,3,23,6,low,pools,"San Nicolas Island, CA",2
644,Postelsia palmaeformis,brown algae,1,483,Limnoria algarum,isopod,1,3,436; 435,6,low,pools,,3
644,Postelsia palmaeformis,brown algae,1,488,Idotea stenops,isopod,1,3,436; 435,6,middle,pools,,3
644,Postelsia palmaeformis,brown algae,1,507,Alpheus clamator,shrimp,1,3,432,6,low,pools,lab,4
645,Alaria marginata,brown algae,1,145,Henricia leviuscula,sea star,1,3,23,6,low,pools,"San Nicolas Island, CA",2
645,Alaria marginata,brown algae,1,196,Acmaea mitra,limpet,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,230,Calliostoma annulatum,snail,1,3,274,6,low,both,NE Pacific,2
645,Alaria marginata,brown algae,1,231,Calliostoma canaliculatum,snail,1,3,274,6,low,both,NE Pacific,2
645,Alaria marginata,brown algae,1,232,Calliostoma ligatum,snail,1,3,274,6,low,both,NE Pacific,2
645,Alaria marginata,brown algae,1,241,Tegula montereyi,snail,1,3,436; 435,6,low,both,,4
645,Alaria marginata,brown algae,1,246,Lacuna marmorata,snail,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,416,Katharina tunicata,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,417,Cryptochiton stelleri,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,428,Oxydromus pugettensis,polychaete,1,3,23,6,low,pools,"San Nicolas Island, CA",2
645,Alaria marginata,brown algae,1,488,Idotea stenops,isopod,1,3,"375, 376, 436; 435",6,"all, middle","both, pools",Sanak Archipelago,3
645,Alaria marginata,brown algae,1,489,Pentidotea aculeata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,490,Pentidotea wosnesenskii,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,491,Idotea montereyensis,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,492,Pentidotea kirchanskii,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,493,Idotea urotoma,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,495,Colidotea rostrata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,507,Alpheus clamator,shrimp,1,3,432,6,low,pools,lab,4
645,Alaria marginata,brown algae,1,539,Pugettia producta,true crab,4,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,540,Pugettia gracilis,true crab,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,541,Pugettia richii,true crab,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,542,Pugettia dalli,true crab,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,712,Homo sapiens,human,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,992,Pugettia producta,true crab,2,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1249,Colidotea findleyi,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1250,Erichsonella crenulata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1251,Erichsonella pseudoculata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1252,Idotea ochotensis,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1253,Pentidotea resecata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1254,Idotea rufescens,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1255,Pentidotea schmitti,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1256,Synidotea berolzheimeri,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1257,Synidotea consolidata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1258,Synidotea harfordi,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1259,Synidotea pettiboneae,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1260,Synidotea ritteri,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1299,Peramphithoe humeralis,gammarid,1,28,259,3,low,pools,"Tatoosh Island, WA",2
645,Alaria marginata,brown algae,1,1300,Peramphithoe humeralis,gammarid,3,28,259,3,low,pools,"Tatoosh Island, WA",2
645,Alaria marginata,brown algae,1,1322,Carinonajna barnardi,gammarid,1,28,259,3,low,pools,"Tatoosh Island, WA",2
645,Alaria marginata,brown algae,1,1324,Carinonajna bispinosa,gammarid,1,28,259,3,low,pools,"Tatoosh Island, WA",2
645,Alaria marginata,brown algae,1,1790,Lirularia succincta,snail,1,3,"375, 376",6,all,both,Sanak Archipelago,3
645,Alaria marginata,brown algae,1,1799,Lacuna unifasciata,snail,1,3,"375, 376",6,all,both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,199,Lottia digitalis,limpet,1,3,"375, 376",6,low,both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,208,Lottia pelta,limpet,1,3,"375, 376, 436; 435",6,"low, middle",both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,247,Littorina keenae,snail,1,3,"375, 376",6,low,both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,248,Littorina scutulata,snail,1,3,"375, 376",6,low,both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,416,Katharina tunicata,chiton,1,3,"375, 376",6,low,both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,417,Cryptochiton stelleri,chiton,1,3,"436, 436; 435",6,low,pools,,3
646,Mazzaella splendens,red algae,1,1790,Lirularia succincta,snail,1,3,"375, 376",6,low,both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,1877,Littorina littorea,limpet,1,3,"375, 376",6,low,both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,1878,Littorina plena,limpet,1,3,"375, 376",6,low,both,Sanak Archipelago,3
646,Mazzaella splendens,red algae,1,1986,Ophionereis diabloensis,brittle star,1,3,310,10,low,pools,"Sao Paolo, Brazil",4
646,Mazzaella splendens,red algae,1,1987,Ophionereis diabloensis,brittle star,4,3,310,10,low,pools,"Sao Paolo, Brazil",4
646,Mazzaella splendens,red algae,1,2080,Cebidichthys violaceus,fish,1,3,360,3,all,pools,"Central California; San Luis Obispo County, CA",1
646,Mazzaella splendens,red algae,1,2112,Genolinea laticauda,trematode,1,3,360,3,all,pools,"Central California; San Luis Obispo County, CA",1
647,Ralfsia sp.,brown algae,1,145,Henricia leviuscula,sea star,1,3,23,6,low,pools,"San Nicolas Island, CA",2
647,Ralfsia sp.,brown algae,1,230,Calliostoma annulatum,snail,1,3,274,6,low,both,NE Pacific,2
647,Ralfsia sp.,brown algae,1,231,Calliostoma canaliculatum,snail,1,3,274,6,low,both,NE Pacific,2
647,Ralfsia sp.,brown algae,1,232,Calliostoma ligatum,snail,1,3,274,6,low,both,NE Pacific,2
647,Ralfsia sp.,brown algae,1,241,Tegula montereyi,snail,1,3,436; 435,6,low,both,,4
647,Ralfsia sp.,brown algae,1,428,Oxydromus pugettensis,polychaete,1,3,23,6,low,pools,"San Nicolas Island, CA",2
647,Ralfsia sp.,brown algae,1,488,Idotea stenops,isopod,1,3,436; 435,6,middle,pools,,4
647,Ralfsia sp.,brown algae,1,507,Alpheus clamator,shrimp,1,3,432,6,low,pools,lab,4
649,Eisenia arborea,brown algae,1,18,Heterostichus rostratus,fish,1,10,95,3,all,pools,"Santa Catalina Island, CA",1
649,Eisenia arborea,brown algae,1,145,Henricia leviuscula,sea star,1,3,23,6,low,pools,"San Nicolas Island, CA",2
649,Eisenia arborea,brown algae,1,230,Calliostoma annulatum,snail,1,3,274,6,low,both,NE Pacific,2
649,Eisenia arborea,brown algae,1,231,Calliostoma canaliculatum,snail,1,3,274,6,low,both,NE Pacific,2
649,Eisenia arborea,brown algae,1,232,Calliostoma ligatum,snail,1,3,274,6,low,both,NE Pacific,2
649,Eisenia arborea,brown algae,1,241,Tegula montereyi,snail,1,3,436; 435,6,low,both,,4
649,Eisenia arborea,brown algae,1,428,Oxydromus pugettensis,polychaete,1,3,23,6,low,pools,"San Nicolas Island, CA",2
649,Eisenia arborea,brown algae,1,483,Limnoria algarum,isopod,1,3,436; 435,6,low,pools,,3
649,Eisenia arborea,brown algae,1,488,Idotea stenops,isopod,1,3,436; 435,6,middle,pools,,3
649,Eisenia arborea,brown algae,1,507,Alpheus clamator,shrimp,1,3,432,6,low,pools,lab,4
649,Eisenia arborea,brown algae,1,1304,Peramphithoe stypotrupetes,gammarid,1,28,435,6,very low,pools,,3
650,Pelvetiopsis limitata,brown algae,1,145,Henricia leviuscula,sea star,1,3,23,6,low,pools,"San Nicolas Island, CA",2
650,Pelvetiopsis limitata,brown algae,1,208,Lottia pelta,limpet,1,3,436; 435,6,high,exposed,,3
650,Pelvetiopsis limitata,brown algae,1,230,Calliostoma annulatum,snail,1,3,274,6,low,both,NE Pacific,2
650,Pelvetiopsis limitata,brown algae,1,231,Calliostoma canaliculatum,snail,1,3,274,6,low,both,NE Pacific,2
650,Pelvetiopsis limitata,brown algae,1,232,Calliostoma ligatum,snail,1,3,274,6,low,both,NE Pacific,2
650,Pelvetiopsis limitata,brown algae,1,248,Littorina scutulata,snail,1,3,436; 435,6,high,exposed,,3
650,Pelvetiopsis limitata,brown algae,1,405,Cyanoplax hartwegii,chiton,1,3,436; 435,6,high,exposed,,3
650,Pelvetiopsis limitata,brown algae,1,428,Oxydromus pugettensis,polychaete,1,3,23,6,low,pools,"San Nicolas Island, CA",2
650,Pelvetiopsis limitata,brown algae,1,507,Alpheus clamator,shrimp,1,3,432,6,low,pools,lab,4
650,Pelvetiopsis limitata,brown algae,1,524,Pagurus samuelis,hermit crab,1,1,528,6,high,pools,California,2
650,Pelvetiopsis limitata,brown algae,1,524,Pagurus samuelis,hermit crab,1,3,436,3,all,pools,,2
650,Pelvetiopsis limitata,brown algae,1,525,Pagurus hirsutiusculus,hermit crab,1,1,528,6,middle,pools,California,2
650,Pelvetiopsis limitata,brown algae,1,526,Pagurus hemphilli,hermit crab,1,1,528,6,middle,pools,California,2
650,Pelvetiopsis limitata,brown algae,1,527,Pagurus granosimanus,hermit crab,1,1,528,6,low,pools,California,2
650,Pelvetiopsis limitata,brown algae,1,527,Pagurus granosimanus,hermit crab,1,3,436,3,all,pools,,2
650,Pelvetiopsis limitata,brown algae,1,578,Dicranomyia (Idioglochina) marmorata,insect,3,3,436,3,high,exposed,,2
650,Pelvetiopsis limitata,brown algae,1,1012,Pagurus beringanus,hermit crab,1,1,528,6,low,pools,California,2
651,Analipus japonicus,brown algae,1,145,Henricia leviuscula,sea star,1,3,23,6,low,pools,"San Nicolas Island, CA",2
651,Analipus japonicus,brown algae,1,230,Calliostoma annulatum,snail,1,3,274,6,low,both,NE Pacific,2
651,Analipus japonicus,brown algae,1,231,Calliostoma canaliculatum,snail,1,3,274,6,low,both,NE Pacific,2
651,Analipus japonicus,brown algae,1,232,Calliostoma ligatum,snail,1,3,274,6,low,both,NE Pacific,2
651,Analipus japonicus,brown algae,1,428,Oxydromus pugettensis,polychaete,1,3,23,6,low,pools,"San Nicolas Island, CA",2
651,Analipus japonicus,brown algae,1,507,Alpheus clamator,shrimp,1,3,432,6,low,pools,lab,4
652,Sylvetia compressa,brown algae,1,145,Henricia leviuscula,sea star,1,3,23,6,low,pools,"San Nicolas Island, CA",2
652,Sylvetia compressa,brown algae,1,230,Calliostoma annulatum,snail,1,3,274,6,low,both,NE Pacific,2
652,Sylvetia compressa,brown algae,1,231,Calliostoma canaliculatum,snail,1,3,274,6,low,both,NE Pacific,2
652,Sylvetia compressa,brown algae,1,232,Calliostoma ligatum,snail,1,3,274,6,low,both,NE Pacific,2
652,Sylvetia compressa,brown algae,1,405,Cyanoplax hartwegii,chiton,1,1,528,3,high,both,California,1
652,Sylvetia compressa,brown algae,1,405,Cyanoplax hartwegii,chiton,1,3,436,3,high,pools,,2
652,Sylvetia compressa,brown algae,1,428,Oxydromus pugettensis,polychaete,1,3,23,6,low,pools,"San Nicolas Island, CA",2
652,Sylvetia compressa,brown algae,1,488,Idotea stenops,isopod,1,3,436; 435,6,middle,pools,,3
652,Sylvetia compressa,brown algae,1,507,Alpheus clamator,shrimp,1,3,432,6,low,pools,lab,4
653,Hildenbrandia sp.,red algae,1,203,Lottia limatula,limpet,1,3,436; 435,3,middle,both,,2
653,Hildenbrandia sp.,red algae,1,405,Cyanoplax hartwegii,chiton,1,1,528,3,high,both,California,1
653,Hildenbrandia sp.,red algae,1,405,Cyanoplax hartwegii,chiton,1,3,"436, 436; 435",3,high,"pools, both",,2
653,Hildenbrandia sp.,red algae,1,1986,Ophionereis diabloensis,brittle star,1,3,310,10,low,pools,"Sao Paolo, Brazil",4
653,Hildenbrandia sp.,red algae,1,1987,Ophionereis diabloensis,brittle star,4,3,310,10,low,pools,"Sao Paolo, Brazil",4
654,Mastocarpus sp.,red algae,1,199,Lottia digitalis,limpet,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,208,Lottia pelta,limpet,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,215,Lottia scutum,limpet,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,246,Lacuna marmorata,snail,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,247,Littorina keenae,snail,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,248,Littorina scutulata,snail,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,405,Cyanoplax hartwegii,chiton,1,1,528,3,high,both,California,1
654,Mastocarpus sp.,red algae,1,405,Cyanoplax hartwegii,chiton,1,3,436,3,high,pools,,2
654,Mastocarpus sp.,red algae,1,411,Mopalia muscosa,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,412,Mopalia ciliata,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,413,Mopalia hindsii,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,414,Mopalia lignosa,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,417,Cryptochiton stelleri,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,488,Idotea stenops,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,489,Pentidotea aculeata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,490,Pentidotea wosnesenskii,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,491,Idotea montereyensis,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,492,Pentidotea kirchanskii,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,493,Idotea urotoma,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,495,Colidotea rostrata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1249,Colidotea findleyi,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1250,Erichsonella crenulata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1251,Erichsonella pseudoculata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1252,Idotea ochotensis,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1253,Pentidotea resecata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1254,Idotea rufescens,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1255,Pentidotea schmitti,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1256,Synidotea berolzheimeri,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1257,Synidotea consolidata,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1258,Synidotea harfordi,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1259,Synidotea pettiboneae,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1260,Synidotea ritteri,isopod,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1777,Mopalia kennerleyi,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1778,Mopalia lionota,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1779,Mopalia plumosa,chiton,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1790,Lirularia succincta,snail,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1799,Lacuna unifasciata,snail,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1877,Littorina littorea,limpet,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1878,Littorina plena,limpet,1,3,"375, 376",6,all,both,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,1986,Ophionereis diabloensis,brittle star,1,3,310,10,low,pools,"Sao Paolo, Brazil",4
654,Mastocarpus sp.,red algae,1,1987,Ophionereis diabloensis,brittle star,4,3,310,10,low,pools,"Sao Paolo, Brazil",4
654,Mastocarpus sp.,red algae,1,2103,Xiphister mucosus,fish,1,3,"375, 376",6,all,pools,Sanak Archipelago,3
654,Mastocarpus sp.,red algae,1,3002,Xiphister mucosus,fish,4,3,"375, 376",6,all,pools,Sanak Archipelago,3
655,Gelidium sp.,red algae,1,18,Heterostichus rostratus,fish,1,10,90,3,all,pools,"Santa Catalina Island, CA",1
655,Gelidium sp.,red algae,1,244,Megastraea undosa,snail,1,3,276,3,low,pools,"Punta Banda, Baja California",1
655,Gelidium sp.,red algae,1,409,Nuttallina californica,chiton,1,3,"436, 436; 435",3,middle,"exposed, both",,2
655,Gelidium sp.,red algae,1,556,Cycloxanthops novemdentatus,true crab,1,3,293,6,low,pools,California,3
655,Gelidium sp.,red algae,1,557,Lophopanopeus leucomanus leucomanus,true crab,1,3,293,6,low,both,California,3
655,Gelidium sp.,red algae,1,558,Paraxanthias taylori,true crab,1,3,293,6,middle,both,California,3
655,Gelidium sp.,red algae,1,1986,Ophionereis diabloensis,brittle star,1,3,310,10,low,pools,"Sao Paolo, Brazil",4
655,Gelidium sp.,red algae,1,1987,Ophionereis diabloensis,brittle star,4,3,310,10,low,pools,"Sao Paolo, Brazil",4
655,Gelidium sp.,red algae,1,2080,Cebidichthys violaceus,fish,1,3,360,3,all,pools,"Central California; San Luis Obispo County, CA",1
655,Gelidium sp.,red algae,1,2110,Tringa semipalmata,bird,1,3,360,3,all,pools,"Central California; San Luis Obispo County, CA",1
656,Cladophora columbiana,green algae,1,145,Henricia leviuscula,sea star,1,3,23,6,low,pools,"San Nicolas Island, CA",2
656,Cladophora columbiana,green algae,1,199,Lottia digitalis,limpet,1,3,"375, 376",6,middle,both,Sanak Archipelago,3
656,Cladophora columbiana,green algae,1,208,Lottia pelta,limpet,1,3,"375, 376",6,middle,both,Sanak Archipelago,3
656,Cladophora columbiana,green algae,1,244,Megastraea undosa,snail,1,3,276,3,low,pools,"Punta Banda, Baja California",1
656,Cladophora columbiana,green algae,1,247,Littorina keenae,snail,1,3,"375, 376",6,middle,both,Sanak Archipelago,3
656,Cladophora columbiana,green algae,1,248,Littorina scutulata,snail,1,3,"375, 376, 436; 435",6,"middle, high","both, pools",Sanak Archipelago,3
656,Cladophora columbiana,green algae,1,303,Aplysiopsis enteromorphae,nudibranch,1,3,435,6,middle,pools,,3
656,Cladophora columbiana,green algae,1,405,Cyanoplax hartwegii,chiton,1,1,528,3,high,both,California,1
656,Cladophora columbiana,green algae,1,405,Cyanoplax hartwegii,chiton,1,3,"436, 436; 435",6,high,pools,,3
656,Cladophora columbiana,green algae,1,409,Nuttallina californica,chiton,1,3,"436, 436; 435",3,middle,"exposed, both",,2
656,Cladophora columbiana,green algae,1,411,Mopalia muscosa,chiton,1,1,436; 435,3,middle,both,,2
656,Cladophora columbiana,green algae,1,411,Mopalia muscosa,chiton,1,2,436,3,middle,both,,2
656,Cladophora columbiana,green algae,1,428,Oxydromus pugettensis,polychaete,1,3,23,6,low,pools,"San Nicolas Island, CA",2
656,Cladophora columbiana,green algae,1,429,Nereis grubei,polychaete,1,3,342,6,all,both,"Point Fermin, San Pedro, CA",1
656,Cladophora columbiana,green algae,1,477,Exosphaeroma amplicauda,isopod,1,3,"375, 376",6,middle,both,Sanak Archipelago,3
656,Cladophora columbiana,green algae,1,478,Exosphaeroma octoncum,isopod,1,3,"375, 376",6,middle,both,Sanak Archipelago,3
