resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID
750,Carrion,dead stuff,0,1347,Atylus georgianus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9154
750,Carrion,dead stuff,0,1381,Calliopius carinatus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9182
750,Carrion,dead stuff,0,1359,Ocosingo borlus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9196
750,Carrion,dead stuff,0,1320,Monocorophium insidiosum,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9224
750,Carrion,dead stuff,0,1321,Monocorophium uenoi,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9238
750,Carrion,dead stuff,0,1272,Dulichia rhabdoplastis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9294
750,Carrion,dead stuff,0,1270,Lignophliantis pyrifera,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9308
750,Carrion,dead stuff,0,1390,Netamelita cortada,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9322
750,Carrion,dead stuff,0,1306,Cerapus spp.,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9336
750,Carrion,dead stuff,0,1307,Ericthonius brasiliensis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9350
750,Carrion,dead stuff,0,1308,Ericthonius rubricornis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9364
750,Carrion,dead stuff,0,1310,Ischyrocerus parvus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9378
750,Carrion,dead stuff,0,1311,Jassa borowskyae,gammarid,1,30,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9392
750,Carrion,dead stuff,0,1312,Jassa carltoni,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9406
750,Carrion,dead stuff,0,1313,Jassa morinoi,gammarid,1,30,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9420
750,Carrion,dead stuff,0,1314,Jassa shawi,gammarid,1,30,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9434
750,Carrion,dead stuff,0,1315,Jassa slatteryi,gammarid,1,30,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9448
750,Carrion,dead stuff,0,1317,Microjassa barnardi,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9462
750,Carrion,dead stuff,0,1318,Microjassa litotes,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9476
750,Carrion,dead stuff,0,1351,Leucothoides pacifica,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9490
750,Carrion,dead stuff,0,1356,Dissiminassa dissimilis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9504
750,Carrion,dead stuff,0,1357,Macronassa macromera,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9518
750,Carrion,dead stuff,0,1358,Macronassa pariter,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9532
750,Carrion,dead stuff,0,1391,Ceradocus spinicauda,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9546
750,Carrion,dead stuff,0,1400,Quadrimaera vigota,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9602
750,Carrion,dead stuff,0,1392,Dulichiella spinosa,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9630
750,Carrion,dead stuff,0,1396,Megamoera dentata,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9644
750,Carrion,dead stuff,0,1397,Megamoera subtener,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9658
750,Carrion,dead stuff,0,1398,Melita oregonensis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9672
750,Carrion,dead stuff,0,1399,Melita sulca,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9686
750,Carrion,dead stuff,0,1271,Pariphinotus escabrosus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9714
750,Carrion,dead stuff,0,1364,Foxiphalus obtusidens,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9742
750,Carrion,dead stuff,0,1367,Commensipleustes commensalis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9756
750,Carrion,dead stuff,0,1368,Dactylopleustes echionoides,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9770
750,Carrion,dead stuff,0,1369,Gnathopleustes pachychaetus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9784
750,Carrion,dead stuff,0,1370,Gnathopleustes pugettensis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9798
750,Carrion,dead stuff,0,1371,Gnathopleustes serratus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9812
750,Carrion,dead stuff,0,1372,Heteropleustes setosus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9826
750,Carrion,dead stuff,0,1373,Micropleustes nautiloides,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9840
750,Carrion,dead stuff,0,1374,Micropleustes nautilus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9854
750,Carrion,dead stuff,0,1375,Pleusirus secorrus,gammarid,1,30,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9868
750,Carrion,dead stuff,0,1376,Thorlaksonius brevirostris,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9882
750,Carrion,dead stuff,0,1377,Thorlaksonius depressus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9896
750,Carrion,dead stuff,0,1378,Thorlaksonius grandirostris,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9910
750,Carrion,dead stuff,0,1379,Thorlaksonius subcarinatus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9924
750,Carrion,dead stuff,0,1380,Trachypleustes trevori,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9938
750,Carrion,dead stuff,0,1384,Accedomoera vagor,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9966
750,Carrion,dead stuff,0,1385,Paramoera mohri,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9980
750,Carrion,dead stuff,0,1386,Paramoera suchaneki,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9994
750,Carrion,dead stuff,0,1387,Pontogeneia inermis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10008
750,Carrion,dead stuff,0,1388,Pontogeneia intermedia,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10022
750,Carrion,dead stuff,0,1383,Pontogeneia melanophthalma,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10036
750,Carrion,dead stuff,0,1350,Tiron biocellata,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10050
750,Carrion,dead stuff,0,1360,Orchomenella recondita,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10064
750,Carrion,dead stuff,0,895,Flaccisagitta enflata,chaetognath,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10075
750,Carrion,dead stuff,0,896,Flaccisagitta enflata,chaetognath,4,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10076
750,Carrion,dead stuff,0,897,Mesosagitta minima,chaetognath,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10077
750,Carrion,dead stuff,0,894,Parasagitta euneritica,chaetognath,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10078
750,Carrion,dead stuff,0,898,Serratosagitta bierii,chaetognath,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10079
750,Carrion,dead stuff,0,899,Paraspadella pimukatharos,chaetognath,1,1,1,3,1,Light & Smith; Alvari√±o (1987),mid to low,mid to low,pools,NA,yes,NA,10080
750,Carrion,dead stuff,0,1223,Cirolana diminuta,isopod,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10085
750,Carrion,dead stuff,0,1224,Eurydice caudata,isopod,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10086
750,Carrion,dead stuff,0,2046,Koinostylochus burchami,turbellarian,1,1,1,3,1,Light & Smith,low,low,pools,NA,yes,NA,10092
750,Carrion,dead stuff,0,2038,Oregoniplana opisthopora,turbellarian,1,1,1,3,1,Light & Smith,low,low,pools,NA,yes,NA,10094
750,Carrion,dead stuff,0,2061,Acerotisa langi,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10097
750,Carrion,dead stuff,0,2062,Anciliplana graffi,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10098
750,Carrion,dead stuff,0,2063,Eurylepta aurantiaca,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10099
750,Carrion,dead stuff,0,2064,Eurylepta sp.,turbellarian,1,1,1,3,1,Light & Smith,low,low,pools,NA,yes,NA,10100
750,Carrion,dead stuff,0,2054,Leptoplanella  californica,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10104
750,Carrion,dead stuff,0,2033,Monocelis cincta,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10105
750,Carrion,dead stuff,0,2039,Multipeniata (Multipeniata) californica,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10108
750,Carrion,dead stuff,0,2050,Notocomplana rupicola,turbellarian,1,1,1,3,1,Light & Smith,low,low,pools,NA,yes,NA,10109
750,Carrion,dead stuff,0,2051,Notocomplana saxicola,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10110
750,Carrion,dead stuff,0,2036,Serpentiplana doughertyi,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10113
750,Carrion,dead stuff,0,2040,Plagiostomum abboti,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10114
750,Carrion,dead stuff,0,2041,Plagiostomum hedgpethi,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10115
750,Carrion,dead stuff,0,2042,Plagiostomum hymani,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10116
750,Carrion,dead stuff,0,2043,Plagiostomum langi,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10117
750,Carrion,dead stuff,0,2056,Acanthozoon lepidum,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10124
750,Carrion,dead stuff,0,2068,Pseudoceros canadensis,turbellarian,1,1,1,3,1,Light & Smith,low,low,pools,NA,yes,NA,10125
750,Carrion,dead stuff,0,2069,Pseudoceros montereyensis,turbellarian,1,1,1,3,1,Light & Smith,middle,middle,pools,NA,yes,NA,10126
750,Carrion,dead stuff,0,2044,Pseudostomum californicum,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10127
750,Carrion,dead stuff,0,2058,Stylochus atentaculatus,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10128
750,Carrion,dead stuff,0,2060,Stylochus tripartitus,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10129
750,Carrion,dead stuff,0,2047,Emprosthopharynx gracilis,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10130
750,Carrion,dead stuff,0,2057,Stylochoplana chloranota,turbellarian,1,1,1,3,1,Light & Smith,low,low,pools,NA,yes,NA,10131
750,Carrion,dead stuff,0,2065,Euryleptodes cavicola,turbellarian,1,1,1,3,1,Light & Smith,low,low,pools,NA,yes,NA,10132
750,Carrion,dead stuff,0,2070,Stylostomum lentum,turbellarian,1,1,1,3,1,Light & Smith,low,low,pools,NA,yes,NA,10135
750,Carrion,dead stuff,0,2021,Collastoma pacifica,turbellarian,1,1,1,3,1,Light & Smith,all,all,pools,NA,yes,NA,10136
750,Carrion,dead stuff,0,1595,Neanthes virens,polychaete,1,30,1,4,1,338,NA,all,both,no,yes,"extrapolated because in early experiments N. virens ate whatever crushed animal was dropped near it, but I'm very confident",10402
750,Carrion,dead stuff,0,1594,Neanthes brandti,polychaete,1,30,4,4,1,"338, 337, 342",NA,all,both,no,yes,NA,10424
751,Wrack,dead stuff,0,287,Kelletia kelletii,whelk,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1494
751,Wrack,dead stuff,0,493,Idotea urotoma,isopod,1,30,4,10,1,"Morris, Abbott, & Haderlie; LIght & Smith",NA,middle to low,pools,NA,yes,NA,4106
751,Wrack,dead stuff,0,430,Platynereis bicanaliculata,polychaete,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1332
751,Wrack,dead stuff,0,430,Platynereis bicanaliculata,polychaete,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1373
751,Wrack,dead stuff,0,190,Fissurella volcano,limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1316
751,Wrack,dead stuff,0,736,Lottia conus,true limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1396
751,Wrack,dead stuff,0,524,Pagurus samuelis,hermit crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1492
751,Wrack,dead stuff,0,300,Aplysia californica,sea hare,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1379
751,Wrack,dead stuff,0,237,Tegula funebralis,topsnail,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1326
751,Wrack,dead stuff,0,210,Lottia scabra,true limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1321
751,Wrack,dead stuff,0,229,Haliotis cracherodii,abalone,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1324
751,Wrack,dead stuff,0,1329,Allorchestes rickeri,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9288
751,Wrack,dead stuff,0,203,Lottia limatula,true limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1319
751,Wrack,dead stuff,0,1402,Traskorchestia traskiana,gammarid,1,30,NA,3,1,Light & Smith,NA,high,exposed,no,yes,NA,2600
751,Wrack,dead stuff,0,199,Lottia digitalis,true limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1318
751,Wrack,dead stuff,0,568,Tigriopus californicus,copepod,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1462
751,Wrack,dead stuff,0,483,Limnoria algarum,isopod,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1391
751,Wrack,dead stuff,0,487,Ligia occidentalis,isopod,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1498
751,Wrack,dead stuff,0,504,Oligochinus lighti,gammarid,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1393
751,Wrack,dead stuff,0,247,Littorina keenae,littorine,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1327
751,Wrack,dead stuff,0,558,Paraxanthias taylori,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1460
751,Wrack,dead stuff,0,525,Pagurus hirsutiusculus,hermit crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1496
751,Wrack,dead stuff,0,526,Pagurus hemphilli,hermit crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1499
751,Wrack,dead stuff,0,527,Pagurus granosimanus,hermit crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1500
751,Wrack,dead stuff,0,238,Tegula aureotincta,topsnail,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1376
751,Wrack,dead stuff,0,239,Tegula gallina,topsnail,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1377
751,Wrack,dead stuff,0,248,Littorina scutulata,littorine,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1328
751,Wrack,dead stuff,0,403,Stenoplax conspicua,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1330
751,Wrack,dead stuff,0,407,Callistochiton crassicostatus,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1388
751,Wrack,dead stuff,0,408,Callistochiton palmulatus,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1389
751,Wrack,dead stuff,0,191,Fissurella volcano crucifera,limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1317
751,Wrack,dead stuff,0,208,Lottia pelta,true limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1320
751,Wrack,dead stuff,0,215,Lottia scutum,true limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1322
751,Wrack,dead stuff,0,236,Tegula brunnea,topsnail,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1325
751,Wrack,dead stuff,0,259,Crepidula adunca,slipper snail,4,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1329
751,Wrack,dead stuff,0,395,Lepidozona interstincta,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1381
751,Wrack,dead stuff,0,396,Lepidozona regularis,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1382
751,Wrack,dead stuff,0,291,Nassarius mendicus,snail,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1491
751,Wrack,dead stuff,0,404,Tonicella lineata,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1331
751,Wrack,dead stuff,0,198,Lottia austrodigitalis,true limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1374
751,Wrack,dead stuff,0,202,Lottia instabilis,true limpet,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1375
751,Wrack,dead stuff,0,545,Loxorhynchus grandis,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1501
751,Wrack,dead stuff,0,538,Taliepus nuttallii,true crab,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1394
751,Wrack,dead stuff,0,488,Idotea stenops,isopod,1,30,3,6; 10,1,"Morris, Abbott, & Haderlie; Light & Smith",NA,middle to low,pools,NA,yes,NA,4088
751,Wrack,dead stuff,0,554,Cancer productus,true crab,4,30,NA,3,1,MAH,NA,low,pools,y,y,NA,1005
751,Wrack,dead stuff,0,1467,Chironomids,insect,1,30,3,3,1,315,NA,NA,exposed,NA,NA,NA,4389
751,Wrack,dead stuff,0,555,Cancer productus,true crab,1,30,NA,3,1,MAH,NA,low,pools,y,y,NA,1012
751,Wrack,dead stuff,0,400,Lepidozona pectinulata,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1385
751,Wrack,dead stuff,0,399,Lepidozona scrobiculata,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1384
751,Wrack,dead stuff,0,761,Ligia pallasii,isopod,1,30,NA,3,1,Walla Walla; Light & Smith,NA,high,both,NA,yes,NA,3154
751,Wrack,dead stuff,0,1012,Pagurus beringanus,hermit crab,1,30,2,3,2,352,NA,very low,pools,NA,yes,NA,10765
751,Wrack,dead stuff,0,1473,Coelopa (Fucomyia) frigida,insect,1,30,4,4,1,315,NA,high,exposed,NA,yes,NA,4390
751,Wrack,dead stuff,0,579,Dicranomyia (Idioglochina) marmorata,insect,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1493
751,Wrack,dead stuff,0,1475,Sarcophagid flies,insect,1,1,1,3,1,Light & Smith,NA,all,pools,NA,yes,NA,8666
751,Wrack,dead stuff,0,1009,Paguristes ulreyi,hermit crab,1,30,2,3,1,296,NA,low,pools,NA,yes,NA,4171
751,Wrack,dead stuff,0,1474,Coelopa (Fucomyia) frigida,insect,3,30,NA,3,1,Light & Smith; PO,NA,all,exposed,NA,yes,NA,3155
751,Wrack,dead stuff,0,1531,Emphyastes fucicola,insect,3,30,NA,3,1,Light & Smith,NA,all,exposed,NA,yes,NA,3156
751,Wrack,dead stuff,0,1533,Thalasselephas testaceus,insect,3,30,1,3,1,348,NA,high,exposed,NA,yes,NA,10739
751,Wrack,dead stuff,0,1526,Endeodes collaris,insect,3,30,3,6,1,315,NA,NA,pools,NA,yes,NA,4410
751,Wrack,dead stuff,0,2341,Alienacanthomysis macropsis,mysid,1,30,4,4,1,306,NA,all,pools,no,yes,NA,10476
751,Wrack,dead stuff,0,2343,Holmesimysis costata,mysid,1,30,4,4,1,306,NA,low,pools,no,yes,NA,10487
751,Wrack,dead stuff,0,2344,Holmesimysis sculpta,mysid,1,30,4,4,1,306,NA,low,pools,no,yes,NA,10498
751,Wrack,dead stuff,0,1349,Hartmanodes hartmanae,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9708
751,Wrack,dead stuff,0,1486,Endeodes basalis,insect,1,30,3,6,1,315,NA,NA,pools,NA,yes,NA,4407
751,Wrack,dead stuff,0,1524,Endeodes blaisdelli,insect,1,30,3,6,1,315,NA,NA,pools,NA,yes,NA,4408
751,Wrack,dead stuff,0,1525,Endeodes collaris,insect,1,30,3,6,1,315,NA,NA,pools,NA,yes,NA,4409
751,Wrack,dead stuff,0,1527,Endeodes rugiceps,insect,1,30,3,6,1,315,NA,NA,pools,NA,yes,NA,4411
751,Wrack,dead stuff,0,1528,Aegialites fuchsi,insect,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,3613
751,Wrack,dead stuff,0,1529,Aegialites subopacus,insect,1,30,1,3,1,Light & Smith,NA,middle,both,NA,yes,NA,3617
751,Wrack,dead stuff,0,1532,Thalasselephas testaceus,insect,1,30,1,3,1,348,NA,high,exposed,NA,yes,NA,10738
751,Wrack,dead stuff,0,1348,Atylus tridens,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9176
751,Wrack,dead stuff,0,2352,Desdimelita californica,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9624
751,Wrack,dead stuff,0,491,Idotea montereyensis,isopod,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1392
751,Wrack,dead stuff,0,432,Arabella iricolor,polychaete,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1495
751,Wrack,dead stuff,0,1330,Allorchestes bellabella,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9274
751,Wrack,dead stuff,0,1331,Allorchestes angustus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9260
751,Wrack,dead stuff,0,1597,Nereis latescens,polychaete,1,30,4,4,1,"338, 337, 342",NA,all,both,no,yes,NA,10441
751,Wrack,dead stuff,0,1598,Nereis pelagica,polychaete,1,30,4,4,1,"338, 337, 342",NA,all,both,no,yes,NA,10452
751,Wrack,dead stuff,0,1599,Nereis procera,polychaete,1,30,4,4,1,"338, 337, 342",NA,all,both,no,yes,NA,10463
751,Wrack,dead stuff,0,1297,Ampithoe simulans,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9050
751,Wrack,dead stuff,0,988,Heptacarpus palpator,shrimp,1,30,3,10,1,Light & Smith,NA,low,pools,NA,yes,NA,4077
751,Wrack,dead stuff,0,989,Heptacarpus pugettensis,shrimp,1,30,3,10,1,Light & Smith,NA,very low,pools,NA,yes,NA,4081
751,Wrack,dead stuff,0,990,Heptacarpus taylori,shrimp,1,30,3,10,1,Light & Smith,NA,middle,pools,NA,yes,NA,4085
751,Wrack,dead stuff,0,1273,Podocerus spongicolus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9960
751,Wrack,dead stuff,0,1256,Synidotea berolzheimeri,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4477
751,Wrack,dead stuff,0,1257,Synidotea consolidata,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4478
751,Wrack,dead stuff,0,1258,Synidotea harfordi,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4479
751,Wrack,dead stuff,0,1259,Synidotea pettiboneae,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4480
751,Wrack,dead stuff,0,1260,Synidotea ritteri,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4481
751,Wrack,dead stuff,0,1393,Elasmopus antennatus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9568
751,Wrack,dead stuff,0,1394,Elasmopus mutatus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9582
751,Wrack,dead stuff,0,1395,Elasmopus serricatus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9596
751,Wrack,dead stuff,0,242,Promartynia pulligo,topsnail,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1378
751,Wrack,dead stuff,0,394,Leptochiton rugatus,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1380
751,Wrack,dead stuff,0,398,Lepidozona cooperi,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1383
751,Wrack,dead stuff,0,410,Chaetopleura gemma,chiton,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1390
751,Wrack,dead stuff,0,577,Neomachilis halophila,insect,1,1,3,13,1,MAH,NA,NA,NA,NA,NA,NA,1395
751,Wrack,dead stuff,0,1249,Colidotea findleyi,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4472
751,Wrack,dead stuff,0,1250,Erichsonella crenulata,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4473
751,Wrack,dead stuff,0,1251,Erichsonella pseudoculata,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4474
751,Wrack,dead stuff,0,492,Pentidotea kirchanskii,isopod,1,3,4,4,1,317,NA,low,both,NA,yes,NA,4475
751,Wrack,dead stuff,0,1255,Pentidotea schmitti,isopod,1,3,4,4,1,317,NA,all,both,NA,yes,NA,4476
751,Wrack,dead stuff,0,1559,Nereiphylla castanea,polychaete,1,1,1,3,1,Light & Smith,NA,all,pools,NA,yes,NA,8671
751,Wrack,dead stuff,0,1274,Aoroides exilis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9064
751,Wrack,dead stuff,0,1275,Aoroides inermis,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9078
751,Wrack,dead stuff,0,1276,Aoroides intermedius,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9092
751,Wrack,dead stuff,0,1277,Bemlos concavus,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9106
751,Wrack,dead stuff,0,1278,Columbaora cyclocoxa,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9120
751,Wrack,dead stuff,0,1279,Paramicrodeutopus schmitti,gammarid,1,30,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9134
