id.x,species,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,phylum,class,subclass,infraclass,subterclass,superorder,superfamily,family,genus,subphylum,order,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
1152,Herpyllobius haddoni,NA,copepod,NA,invertebrate endoparasite,NA,adult,NA,NA,present,Light & Smith,all,parasites of the scale worm Harmothoe imbricata,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,352294,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Herpyllobiidae,Herpyllobius,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,Herpyllobius polynoes,NA,copepod,NA,invertebrate endoparasite,NA,adult,NA,NA,present,Light & Smith,all,parasites of the scale worm Harmothoe imbricata,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,128842,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Herpyllobiidae,Herpyllobius,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,Herrmannella bullata,NA,copepod,NA,invertebrate epibiont,NA,adult,NA,NA,double check,Light & Smith,all,Associated with the scallops Chlamys hastata hericia and C. rubida,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,352298,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Lichomolgidae,Herrmannella,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,Herrmannella columbiae,NA,copepod,NA,invertebrate endoparasite,NA,adult,NA,NA,double check,Light & Smith,all,In the bivalves Tresus nuttallii and Callithaca tenerrima,solitary,sessile,NA,unknown,unknown,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,356635,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Lichomolgidae,Herrmannella,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,Herrmannella kodiakensis,NA,copepod,NA,invertebrate endoparasite,NA,adult,NA,NA,double check,Light & Smith,all,In the bivalves Saxidomus giganteus and Leukoma staminea,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,356640,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Lichomolgidae,Herrmannella,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,Herrmannella panopeae,NA,copepod,NA,invertebrate endoparasite,NA,adult,NA,NA,double check,Light & Smith,all,In the bivalve Panopea abrupta.,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,356636,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Lichomolgidae,Herrmannella,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,Herrmannella saxidomi,NA,copepod,NA,invertebrate endoparasite,NA,adult,NA,NA,double check,Light & Smith,all,In the bivalve Saxidomus nuttalli.,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,356641,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Lichomolgidae,Herrmannella,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,Hesperaptyxis luteopictus,"Fusinus luteopictus, Aptyxis luteopicta",snail,painted spindle,NA,NA,adult,NA,Both,NA,"Morris, Abbott, & Haderlie",low,NA,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,889636,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Buccinoidea,Fasciolariidae,Hesperaptyxis,NA,Neogastropoda,Fusininae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,Hesperibalanus hesperius,NA,barnacle,NA,NA,North to San Francisco,adult,NA,N,present,Light & Smith,low,frequently on crabs and mollusk shells; low intertidal in laminarían holdfasts,solitary,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,733550,Animalia,Arthropoda,Thecostraca,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Balanidae,Hesperibalanus,Crustacea,Balanomorpha,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,Heterocypris salina,yprinotus salinus,ostracod,NA,zooplankton,cosmopolitan,adult,0.2 - 3,Both,present,Light & Smith,all,"Empty valves in roots of eelgrass in brackish water inlet; Females and juveniles in high intertidal/supratidal pools with freshwater influx,",aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,416544,Animalia,Arthropoda,Ostracoda,Podocopa,NA,NA,NA,Cypridoidea,Cyprididae,Heterocypris,Crustacea,Podocopida,Cyprinotinae,Oligostraca,Cypridocopina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,Heterolaophonte discophora,NA,copepod,NA,zooplankton,"Alaska to Monterey Bay, CA",adult,NA,N,present,Light & Smith,all,Macro- and microalgal and detritus-rich habitats,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,157695,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Laophontidae,Heterolaophonte,Crustacea,Harpacticoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,Heterolaophonte variabilis,NA,copepod,NA,zooplankton,North American West Coast,adult,NA,Both,common,Light & Smith,low,Lower intertidal algae; very common on eelgrass epiphytes all along the coast.,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,352345,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Laophontidae,Heterolaophonte,Crustacea,Harpacticoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,Heteropleustes setosus,NA,gammarid,NA,NA,NA,adult,6.7,NA,present,Light & Smith,all,associated with sponges,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549722,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Pleustidae,Heteropleustes,Crustacea,Amphipoda,Pleusymtinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,Heterosaccus californicus,NA,parasitic barnacle,rhizocephalan,adult,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",host range,parasitic on spider crabs,solitary,sessile,NA,parasitic castrator,obligate specialist,NA,NA,NA,NA,NA,"Loxorhynchus grandis, Loxorhynchus crispatus, Pugettia producta, Taleipus nuttallii",NA,NA,Taxonomic,Species,1,NA,NA,NA,NA,NA,NA,463734,Animalia,Arthropoda,Thecostraca,Cirripedia,Rhizocephala,NA,NA,NA,Sacculinidae,Heterosaccus,Crustacea,NA,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Heterostichus rostratus,NA,fish,kelpfish,NA,NA,adult,NA,N,NA,D. Canestro; FishBase,NA,NA,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,LM,NA,NA,NA,NA,281075,Animalia,Chordata,Teleostei,NA,NA,NA,NA,NA,Clinidae,Heterostichus,Vertebrata,Blenniiformes,NA,Actinopteri,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA
604,Heterostichus rostratus,NA,fish,kelpfish,NA,NA,juvenile,NA,N,NA,D. Canestro; FishBase,NA,NA,solitary,mobile,"rotifer, shrimp, copepods",typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,2,NA,LM,NA,NA,NA,NA,281075,Animalia,Chordata,Teleostei,NA,NA,NA,NA,NA,Clinidae,Heterostichus,Vertebrata,Blenniiformes,NA,Actinopteri,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA
707,Hexagrammos decagrammus,NA,fish,kelp greenling,NA,NA,adult,NA,NA,NA,"Morris, Abbott, and Haderlie",NA,NA,solitary,mobile,isopods,typical predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,LM,NA,NA,NA,NA,240732,Animalia,Chordata,Teleostei,NA,NA,NA,NA,NA,Hexagrammidae,Hexagrammos,Vertebrata,Perciformes,Hexagramminae,Actinopteri,Cottoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA
2090,Hexagrammos lagocephalus,NA,fish,rock greenling,NA,NA,adult,NA,N,present,MARINe Rocky Intertidal Ecosystems California North Coast MPA Baseline Study,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,LM,NA,NA,NA,NA,240735,Animalia,Chordata,Teleostei,NA,NA,NA,NA,NA,Hexagrammidae,Hexagrammos,Vertebrata,Perciformes,Hexagramminae,Actinopteri,Cottoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA
384,Hiatella arctica,Antisabia panamensis (,boring clam,little gaper,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"crevices and empty pholad burrows, bores if settles on flat rock",solitary,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,140103,Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Hiatelloidea,Hiatellidae,Hiatella,NA,Adapedonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Higginsia sp.,NA,sponge,NA,NA,NA,adult,NA,N,NA,"Morris, Abbott, & Haderlie",NA,NA,colonial,sessile,NA,filter feeder,generalist,Cadlina luteomarginata,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,3,fix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,Hildenbrandia sp.,NA,algae,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,primary producer,NA,Cyanoplax hartwegii,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,Hincksina alba,NA,bryozoan,NA,NA,British Columbia to Channel Islands,adult,2 - 200,Both,present,Light & Smith,low,"encrusting rock, molluscan and brachiopod shells",colonial,sessile,NA,filter feeder,generalist,NA,"mollusks, brachiopods",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,469811,Animalia,Bryozoa,Gymnolaemata,NA,NA,NA,NA,Flustroidea,Flustridae,Hincksina,NA,Cheilostomatida,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,Hincksina pallida,NA,bryozoan,NA,NA,British Columbia to central California,adult,2 - 200,N,present,Light & Smith,low,"Encrusting, loosely attached to hard substrates",colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,469812,Animalia,Bryozoa,Gymnolaemata,NA,NA,NA,NA,Flustroidea,Flustridae,Hincksina,NA,Cheilostomatida,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,Hincksina velata,NA,bryozoan,NA,NA,"British Columbia to ? Colombia; common at Monterey, Pebble Beach",adult,NA,Both,common,Light & Smith,low,encrusts,colonial,sessile,NA,filter feeder,generalist,Limacia cockerelli,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,1008814,Animalia,Bryozoa,Gymnolaemata,NA,NA,NA,NA,Flustroidea,Flustridae,Hincksina,NA,Cheilostomatida,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,Hippolyte californiensis,NA,shrimp,grass shrimp,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"on eelgrass, nocturnal",solitary,mobile,NA,scavenger,NA,Podiceps nigricollis,NA,NA,Bopyrina striata,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,515276,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Hippolytidae,Hippolyte,Crustacea,Decapoda,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,Hippolyte clarki,NA,shrimp,grass shrimp,NA,NA,adult,NA,S,common,"Morris, Abbott, & Haderlie",low,"on eelgrass, nocturnal",solitary,mobile,NA,scavenger,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,515278,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Hippolytidae,Hippolyte,Crustacea,Decapoda,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Hipponix tumens,NA,slipper snail,ribbed hoof snail,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,crevices,solitary,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,766722,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Hipponicoidea,Hipponicidae,Hipponix,NA,Littorinimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,Holobomolochus embiotocae,NA,copepod,NA,fish ectoparasite,NA,adult,NA,NA,present,Light & Smith,all,nasal cavity of Embiotocidae,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,352370,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Bomolochidae,Holobomolochus,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,Holobomolochus prolixus,NA,copepod,NA,fish ectoparasite,NA,adult,NA,NA,present,Light & Smith,all,In the gill cavity of the staghorn sculpin Leptocottus armatus,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,Leptocottus armatus,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,358831,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Bomolochidae,Holobomolochus,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,Holobomolochus spinulus,NA,copepod,NA,fish ectoparasite,NA,adult,NA,NA,present,Light & Smith,all,In the gill cavity of Cottidae (sculpins) and the California scorpionfish Scorpaena guttata.,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,Scorpaena guttata; Cottidae,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,358833,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Bomolochidae,Holobomolochus,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,Holobomolochus venustus,NA,copepod,NA,fish ectoparasite,NA,adult,NA,NA,present,Light & Smith,all,In the nasal cavity of the cabezon Scorpaenichthys marmorat,solitary,sessile,NA,parasite,specialist,NA,NA,NA,NA,NA,Scorpaenichthys marmorata,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,358834,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Bomolochidae,Holobomolochus,Crustacea,Cyclopoida,NA,Multicrustacea,Ergasilida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,Holoplankton (planktonic larvae),NA,zooplankton,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,mobile,NA,various (assemblage),NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Assemblage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,Homalopoma baculum,NA,topsnail,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,middle,under rocks,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,528064,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Colloniidae,Homalopoma,NA,Trochida,Colloniinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,Homalopoma luridum,NA,topsnail,NA,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,under rocks,solitary,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,528071,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Colloniidae,Homalopoma,NA,Trochida,Colloniinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,Homalopoma paucicostatum,NA,topsnail,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,low,Under rocks; offshore under kelp in gravel and shell bottoms,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,528073,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Colloniidae,Homalopoma,NA,Trochida,Colloniinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,Homalopoma radiatum,NA,topsnail,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,middle to low,"Found with H. paucicostatum from low intertidal to sublittoral, under rocks",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,528074,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Colloniidae,Homalopoma,NA,Trochida,Colloniinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,Homo sapiens,NA,human,NA,NA,NA,NA,NA,NA,NA,"Morris, Abbott, and Haderlie",NA,NA,solitary,mobile,NA,omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1455977,Animalia,Chordata,Mammalia,NA,NA,NA,NA,NA,Hominidae,Homo,Vertebrata,Primates,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,NA,NA,Tetrapoda,NA,NA,NA,NA,NA,NA,NA
2048,Hoploplana californica,NA,turbellarian,NA,NA,Oregon to California,adult,NA,N,common,Light & Smith,all,"Common on encrusting bryozoans, especially Celleporaria brunnea,",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,483453,Animalia,Platyhelminthes,NA,NA,NA,NA,NA,Stylochoidea,Hoploplanidae,Hoploplana,Rhabditophora,Polycladida,NA,NA,Acotylea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342,Hourstonius vilordes,NA,gammarid,NA,NA,NA,adult,3,NA,rare,Light & Smith,all,From rocks and Egregia,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488428,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Amphilochidae,Hourstonius,Crustacea,Amphipoda,NA,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,Hyadesiid mites,NA,mite,NA,NA,NA,adult,0.18-2,NA,abundant,Light & Smith,all,among green alga in tide pools,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,Hybocodon prolifer,NA,hydroid,NA,NA,Cosmopolitan,hydroid colony,NA,Both,present,Light & Smith,all,NA,colonial,sessile,NA,filter feeder,generalist,NA,stolons buried in sponges,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,117988,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,NA,Tubulariidae,Hybocodon,Medusozoa,Anthoathecata,NA,NA,Aplanulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,Hybocodon prolifer,NA,plankton,NA,NA,Cosmopolitan,medusa,NA,Both,present,Light & Smith,low,NA,solitary,mobile,copepods,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,117988,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,NA,Tubulariidae,Hybocodon,Medusozoa,Anthoathecata,NA,NA,Aplanulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,Hyboscolex pacificus,Oncoscolex pacificus,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,low,"low rocky intertidal, burrowing",solitary,mobile,NA,deposit feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,333634,Animalia,Annelida,Polychaeta,Sedentaria,Scolecida,NA,NA,NA,Scalibregmatidae,Hyboscolex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,Hydractinia armata,NA,hydroid,NA,NA,San Franscisco,hydroid colony,NA,N,present,Light & Smith,all,"Found in association with H. milled (Fraser 1946), on coralline algae in tide pools at Moss Beach, a rocky intertidal site on the open coast just south of San Francisco Bay",colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26.5,NA,284841,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,NA,Hydractiniidae,Hydractinia,Medusozoa,Anthoathecata,NA,NA,Filifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,Hydractinia milleri,NA,hydroid,NA,NA,British Columbia to central California,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,"under rocks, on hermit crab shells",colonial,mobile,"crustacean larvae, nematodes, benthic animals",carnivore (scavenger + predator),generalist,NA,NA,Pagurus sp.,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,284873,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,NA,Hydractiniidae,Hydractinia,Medusozoa,Anthoathecata,NA,NA,Filifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,Hydrocoryne bodegensis,NA,hydroid,NA,NA,"Bodega, CA",hydroid colony,NA,N,NA,"Light & Smith; Rees, Hand, and Mills (1976)",all,"Intertidal and subtidal on jetty at entrance to Bodega Harbor, on rock faces exposed to moderately strong water movements; occasionally on kelps",colonial,sessile,relatively large (2-4 mm) gammarid amphipods and other macrobenthic crustaceans,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,290163,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,NA,Hydrocorynidae,Hydrocoryne,Medusozoa,Anthoathecata,NA,NA,Capitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
