nodeNum,species,synonymies,organismal_category,common_name,range,body_size_mm,province,commonality,reference_justification,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,trophic_strategy,notes,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,life_stage,web_enter_code,clean_stage
1397,Megamoera subtener,NA,gammarid,NA,NA,12,N,present,Light & Smith,all,"In coarse gravel, shell, under stones, kelp",solitary,mobile,omnivore,trophic strategy inferred but truly unknown,Taxonomic,Species,537193,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Megamoera,adult,1,1
1398,Melita oregonensis,NA,gammarid,NA,NA,12,N,present,Light & Smith,all,rocky shores,solitary,mobile,omnivore,trophic strategy inferred but truly unknown,Taxonomic,Species,537227,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,adult,1,1
1399,Melita sulca,NA,gammarid,NA,NA,12,N,present,Light & Smith,all,"among cobbles, algae holdfasts of open coasts",solitary,mobile,omnivore,trophic strategy inferred but truly unknown,Taxonomic,Species,537198,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,adult,1,1
1400,Quadrimaera vigota,NA,gammarid,NA,NA,8.5,N,abundant,Light & Smith,all,"under cobbles, on sponges, tunicates, rarely on algal holdfasts",solitary,mobile,omnivore,trophic strategy inferred but truly unknown,Taxonomic,Species,534880,Animalia,Arthropoda,Malacostraca,Amphipoda,Maeridae,Quadrimaera,adult,1,1
476,Tecticeps convexus,NA,isopod,NA,NA,NA,N,present,"Morris, Abbott, & Haderlie",very low,more common subtidally,solitary,mobile,unknown,NA,Taxonomic,Species,263470,Animalia,Arthropoda,Malacostraca,Isopoda,Tecticipitidae,Tecticeps,adult,1,1
704,Hemioniscus balani,NA,isopod,NA,"Alaska to Baja California, Global",NA,Both,fairly common,"Morris, Abbott,, Haderlie; Light & Smith",NA,Parasitic in intertidal barnacles,solitary,sessile,parasitic castrator,NA,Taxonomic,Species,146970,Animalia,Arthropoda,Malacostraca,Isopoda,Hemioniscidae,Hemioniscus,adult,1,1
709,Bopyrina striata,NA,isopod,NA,NA,NA,NA,present,"Morris, Abbott,, Haderlie",NA,NA,solitary,mobile,parasite,NA,Taxonomic,Species,295062,Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Bopyrina,adult,1,1
1200,Cyathura munda,NA,isopod,NA,Marin County to South,NA,Both,common,Light & Smith,low,"kelp holdfasts (e.g., Egregia, Laminaria), on surfgrass (Phyllospadix)",solitary,mobile,typical predator,NA,Taxonomic,Species,255437,Animalia,Arthropoda,Malacostraca,Isopoda,Anthuridae,Cyathura,adult,1,1
1201,Mesanthura occidentalis,NA,isopod,NA,Point Conception to South,NA,S,present,Light & Smith,all,"kelp, rocks",solitary,mobile,typical predator,NA,Taxonomic,Species,258348,Animalia,Arthropoda,Malacostraca,Isopoda,Anthuridae,Mesanthura,adult,1,1
1202,Califanthura squamosissima,NA,isopod,NA,Dillon Beach to South,NA,Both,present,Light & Smith,very low,kelp beds; Macrocystis holdfasts,solitary,mobile,typical predator,NA,Taxonomic,Species,259635,Animalia,Arthropoda,Malacostraca,Isopoda,Paranthuridae,Califanthura,adult,1,1
1203,Colanthura bruscai,NA,isopod,NA,San Clemente to South,NA,S,present,Light & Smith,all,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,258093,Animalia,Arthropoda,Malacostraca,Isopoda,Paranthuridae,Colanthura,adult,1,1
1205,Ianiropsis analoga,NA,isopod,NA,North to Marin County,NA,N,present,Light & Smith,all,intertidal under rocks or in Laminaria holdfasts,solitary,mobile,detritivore,NA,Taxonomic,Species,255982,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,adult,1,1
1206,Ianiropsis derjugini,NA,isopod,NA,North to Monterey County,NA,N,present,Light & Smith,all,intertidal under rocks covered by algae,solitary,mobile,detritivore,NA,Taxonomic,Species,255983,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,adult,1,1
1207,Ianiropsis epilittoralis,NA,isopod,NA,Marin County to San Luis Obispo County,NA,N,present,Light & Smith,high,on green filamentous algae in high intertidal,solitary,mobile,detritivore,NA,Taxonomic,Species,255984,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,adult,1,1
1209,Ianiropsis montereyensis,NA,isopod,NA,Marin County to Monterey County,NA,N,present,Light & Smith,all,nder rocks or in Macrocystis holdfasts.,solitary,mobile,detritivore,NA,Taxonomic,Species,255992,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,adult,1,1
1210,Ianiropsis tridens,NA,isopod,NA,San Juan Island to Monterey County; northern Chile,NA,N,present,Light & Smith,all,"on algae, occasionally found in sponges",solitary,mobile,detritivore,NA,Taxonomic,Species,256001,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,adult,1,1
1211,Janiralata davisi,NA,isopod,NA,"Carmel Cove, Monterey County,",NA,N,present,Light & Smith,low,under rocks,solitary,mobile,detritivore,NA,Taxonomic,Species,256009,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Janiralata,adult,1,1
1212,Janiralata occidentalis,NA,isopod,NA,Washington to Orange County,NA,Both,present,Light & Smith,all,under rocks,solitary,mobile,detritivore,NA,Taxonomic,Species,256019,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Janiralata,adult,1,1
1213,Joeropsis dubia dubia,NA,isopod,NA,"Dillon Beach, Marin County to South",3,Both,present,Light & Smith,low,"on algal holdfasts, bryozoans, tunicates, hydroids, barnacles, under rocks",solitary,mobile,unknown,NA,Taxonomic,Subspecies,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Joeropsididae,Joeropsis,adult,1,1
1214,Joeropsis dubia paucispinis,NA,isopod,NA,Marin County,3,N,present,Light & Smith,all,NA,solitary,mobile,unknown,NA,Taxonomic,Subspecies,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Joeropsididae,Joeropsis,adult,1,1
1218,Santia hirsuta,NA,isopod,NA,"Tomales Bluff at Tomales Point, Marin County",NA,N,present,Light & Smith,middle,"intertidal in rock, sand between coralline, laminarian algal zones",solitary,mobile,unknown,NA,Taxonomic,Species,258435,Animalia,Arthropoda,Malacostraca,Isopoda,Santiidae,Santia,adult,1,1
1219,Argeia pugettensis,NA,isopod,NA,NA,NA,Both,double check,Light & Smith,all,Branchial parasites on crangonid shrimps - mostly subtidal?,solitary,mobile,parasite,NA,Taxonomic,Species,259044,Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Argeia,adult,1,1
1220,Bopyrella calmani,Bopyriscus caimani,isopod,NA,Central California to Southern California,NA,Both,double check,Light & Smith,all,on branchial chamber of the snapping shrimp,solitary,mobile,parasite,NA,Taxonomic,Species,534596,Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Bopyrella,adult,1,1
1222,Cabirops montereyensis,NA,isopod,NA,NA,NA,N,present,Light & Smith,low,on marsupium of the isopod Aporobopyrus muguensis (which in turn lives in the branchial cavity of the porcelain crab Pachycheles).,solitary,mobile,parasite,NA,Taxonomic,Species,259513,Animalia,Arthropoda,Malacostraca,Isopoda,Cabiropidae,Cabirops,adult,1,1
1223,Cirolana diminuta,NA,isopod,NA,Point Conception to south,NA,S,present,Light & Smith,all,NA,solitary,mobile,carnivore (scavenger + predator),NA,Taxonomic,Species,256515,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Cirolana,adult,1,1
1224,Eurydice caudata,NA,isopod,NA,San Diego to South,NA,S,present,Light & Smith,all,NA,solitary,mobile,carnivore (scavenger + predator),NA,Taxonomic,Species,256594,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Eurydice,adult,1,1
1225,Excorallana tricornis occidentalis,NA,isopod,NA,Southern California to Panama,NA,S,present,Light & Smith,all,rocks,solitary,mobile,typical predator,NA,Taxonomic,Species,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Corallanidae,Excorallana,adult,1,1
1226,Excorallana truncata,NA,isopod,NA,Point Conception to south,NA,S,present,Light & Smith,all,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,260379,Animalia,Arthropoda,Malacostraca,Isopoda,Corallanidae,Excorallana,adult,1,1
1227,Elthusa californica,NA,isopod,NA,NA,NA,Both,present,Light & Smith,all,on fish,solitary,sessile,parasite,NA,Taxonomic,Species,256781,Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Elthusa,adult,1,1
1228,Elthusa vulgaris,Lironeca vulgaris,isopod,NA,NA,NA,Both,double check,Light & Smith,all,in gill chambers of fish (look up in Love & Moser),solitary,mobile,parasite,NA,Taxonomic,Species,256803,Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Elthusa,adult,1,1
1229,Nerocila acuminata,NA,isopod,NA,Southern California to South,NA,S,double check,Light & Smith,all,parasite of many fish spp (look up in Love & Moser,solitary,mobile,parasite,NA,Taxonomic,Species,118906,Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Nerocila,adult,1,1
1234,Caecijaera horvathi,NA,isopod,NA,NA,NA,NA,present,Light & Smith,all,living in burrows excavated in wood by the isopod Limnoria.,solitary,mobile,detritivore,NA,Taxonomic,Species,255961,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Caecijaera,adult,1,1
1235,Ancinus granulatus,NA,isopod,NA,Santa Barbara to South,NA,S,present,Light & Smith,all,intertidal,solitary,mobile,grazer,NA,Taxonomic,Species,258874,Animalia,Arthropoda,Malacostraca,Isopoda,Ancinidae,Ancinus,adult,1,1
1246,Gnathia steveni,NA,isopod,NA,Redondo Beach to NW Baja California,NA,S,present,Light & Smith,all,intertidal,solitary,mobile,non-feeding,NA,Taxonomic,Species,257218,Animalia,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia,adult,1,1
1247,Idarcturus hedgpethi,NA,isopod,NA,"Tomales Bluff at Tomales Point, Marin County",NA,N,present,Light & Smith,all,on hydroids,solitary,mobile,unknown,NA,Taxonomic,Species,260739,Animalia,Arthropoda,Malacostraca,Isopoda,Arcturidae,Idarcturus,adult,1,1
1248,Cleantioides occidentalis,NA,isopod,NA,Southern California to South,NA,S,present,Light & Smith,all,NA,solitary,mobile,unknown,NA,Taxonomic,Species,259811,Animalia,Arthropoda,Malacostraca,Isopoda,Holognathidae,Cleantioides,adult,1,1
1264,Gnathia steveni,NA,isopod,NA,Redondo Beach to NW Baja California,NA,S,present,Light & Smith,low,temporary parasite on marine fishes (derived from family info,solitary,sessile,parasite,NA,Taxonomic,Species,257218,Animalia,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia,juvenile,1,3
2127,Nerocila californica,NA,isopod,NA,NA,NA,NA,present,205,all,NA,solitary,sessile,ectoparasite,NA,Taxonomic,Species,256841,Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Nerocila,adult,1,1
507,Alpheus clamator,NA,shrimp,pistol shrimp,NA,NA,Both,common,"Morris, Abbott, & Haderlie",low tidepools,"in pools, crevices",solitary,mobile,typical predator,NA,Taxonomic,Species,514851,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,adult,5,1
509,Betaeus macginitieae,NA,shrimp,NA,"Monterey Bay, CA to Catalina Island, CA",10,Both,present,"Morris, Abbott, & Haderlie; Light & Smith; 286",low,commensal with urchins,solitary,mobile,unknown,in pairs; trophic strategy truly unknown despite much research,Taxonomic,Species,515048,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Betaeus,adult,1,1
510,Betaeus longidactylus,NA,shrimp,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie; Hart 1964; Light & Smith",tidepools,"among rocks, algae in pools",solitary,mobile,unknown,trophic strategy truly unknown despite much research,Taxonomic,Species,515047,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Betaeus,adult,1,1
516,Lysmata californica,NA,shrimp,red rock shrimp,NA,NA,S - Both? possible range expansion,common,"Morris, Abbott, & Haderlie",low tidepools,"among rocks, algae in pools",solitary,mobile,scavenger,NA,Taxonomic,Species,515363,Animalia,Arthropoda,Malacostraca,Decapoda,Lysmatidae,Lysmata,adult,2,1
519,Spirontocaris prionota,NA,shrimp,broken back shrimp,NA,NA,N,uncommon,"Morris, Abbott, & Haderlie",low tidepools,under stones,solitary,mobile,scavenger,NA,Taxonomic,Species,515336,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,adult,2,1
986,Alpheus bellimanus,NA,shrimp,olive snapping shrimp,Eastern Pacific to Columbia,NA,Both,present,Light & Smith,very low,"under rocks,, in holdfasts",solitary,mobile,omnivore,NA,Taxonomic,Species,514832,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,adult,1,1
987,Betaeus setosus,NA,shrimp,fuzzy hooded shrimp,"Hecate Strait, British Columbia, to Morro Bay, CA",NA,N,present,Light & Smith; 286,low,"Under rocks, in algae on semiprotected rocky coasts; in kelp holdfasts (especially Laminaria), surfgrass (Phyllospadix) roots; on pilings. Small, symbiotic with pairs of Pachycheles rudis, underneath crabs, translucent, easily missed.",solitary,mobile,unknown,trophic strategy truly unknown despite much research,Taxonomic,Species,515050,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Betaeus,adult,1,1
328,Doriopsilla albopunctata,NA,nudibranch,salted dorid,Northern California to Mexico,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,micropredator,NA,Taxonomic,Species,537019,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Doriopsilla,adult,5,1
306,Tylodina fungina,NA,nudibranch,yellow sponge tylodina,NA,NA,Both,common,"Morris, Abbott, & Haderlie; light & Smith",low,on Aplysina fistularis,solitary,mobile,micropredator,NA,Taxonomic,Species,527756,Animalia,Mollusca,Gastropoda,Umbraculida,Tylodinidae,Tylodina,adult,1,1
326,Diaulula sandiegensis,NA,nudibranch,ring spotted dorid,NA,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low tidepools,NA,solitary,mobile,micropredator,NA,Taxonomic,Species,536817,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,adult,5,1
1942,Cuthona cocoachroma,NA,nudibranch,NA,Washington to Northern California,NA,N,present,Light & Smith,all,NA,solitary,mobile,micropredator,NA,Taxonomic,Species,548328,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Cuthona,adult,1,1
358,Aeolidia loui,Aeolidia papillosa,nudibranch,shag-rug,Northern Hemisphere,NA,Both,common,"Kienberger et al, 2016; Morris, Abbott, & Haderlie",low,NA,solitary,mobile,micropredator,Aeolidia papillosa is not the one found in california,Taxonomic,Species,880372,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,adult,1,1
112,Imogine tripartitus,Stylochus tripartitus,flatworm,NA,NA,NA,Both,common,"Morris, Abbott, & Haderlie",low,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,879119,Animalia,Platyhelminthes,NA,Polycladida,Stylochidae,Imogine,adult,5,1
114,Notocomplana acticola,Notoplana acticola,flatworm,NA,NA,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith","high, middle",under rocks from high to low tide zone,solitary,mobile,typical predator,NA,Taxonomic,Species,483502,Animalia,Platyhelminthes,NA,Polycladida,Notocomplanidae,Notocomplana,adult,5,1
2106,Sphaeromyxa gibbonsia,NA,myxozoan,NA,NA,NA,NA,present,"8, 205",NA,NA,solitary,sessile,parasite,NA,Taxonomic,Species,870845,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sphaeromyxidae,Sphaeromyxa,adult,1,1
763,Podocotyle gibbonsia,NA,trematode,NA,NA,NA,N,present,RIZ Lit Search 147,NA,in fish,NA,sessile,parasite,NA,Taxonomic,Species,757422,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,adult,5,1
760,Sphaerospora sphaerula,Leptotheca sphaerula,myxozoan,NA,NA,NA,Both,present,NA,NA,in fish urinary bladder,aggregating,NA,parasite,NA,Taxonomic,Species,465168,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sphaerosporidae,Sphaerospora,multiple,1,6
583,Amyloodinium ocellatum,NA,dinoflagellate,NA,NA,NA,Both,present,NA,low tidepools,on hypsoblennius,aggregating,sessile,parasite,NA,Taxonomic,Species,562984,Chromista,Myzozoa,Dinophyceae,Blastodiniales,Oodiniaceae,Amyloodinium,adult,5,1
582,Orchitophrya stellarum,Orchitophyra,ciliate,NA,NA,NA,Both,common,NA,low to high,on asteroids,aggregating,mobile,parasite,NA,Taxonomic,Species,NA,Chromista,Ciliophora,Oligohymenophorea,Philasterida ,Orchitophryidae ,Orchitophrya,multiple,5,6
2370,Stellarchytrium dubum,NA,microorganism,NA,NA,NA,Both,present,34,low,on Pisaster ochraceus,colonial,sessile,parasite,sapronotic,Taxonomic,Species,NA,NA,Bigyra,Labyrinthulomycetes,Labyrinthulales/Labyrinthulida,NA,NA,adult,1,1
2371,Aplanochytrium blankum,NA,microorganism,NA,NA,NA,Both,present,34,low,on Pisaster ochraceus,colonial,sessile,parasite,sapronotic,Taxonomic,Species,NA,NA,Bigyra,Labyrinthulomycetes,Labyrinthulales/Labyrinthulida,Aplanochytriaceae/Aplanochytriidae,Aplanochytrium,adult,1,1
2372,Oblongichytrium porteri,NA,microorganism,NA,NA,NA,Both,present,34,low,on Pisaster ochraceus,colonial,sessile,parasite,sapronotic,Taxonomic,Species,NA,NA,Bigyra,Labyrinthulomycetes,Oblongichytriales/Oblongichytrida,Oblongichytriaceae/Oblongichytriidae,Oblongichytrium,adult,1,1
147,Astrometis sertulifera,NA,asteroid,red/yellow star,NA,NA,S,common,"Morris, Abbott, & Haderlie; Light & Smith",very low,under rocks,solitary,mobile,typical predator,NA,Taxonomic,Species,255044,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis,adult,2,1
584,Foettingeria actiniarium,NA,ciliate,NA,NA,NA,Both,present,NA,NA,on Tealia crassicorna,aggregating,mobile,parasite,NA,Taxonomic,Species,172328,Chromista,Ciliophora,Oligohymenophorea,Apostomatida,Foettingeriidae,Foettingeria,adult,1,1
586,Postmonorchis donacis,NA,trematode,NA,NA,NA,NA,present,NA,NA,NA,NA,sessile,parasite,NA,Taxonomic,Species,727659,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Monorchiidae,Postmonorchis,adult,1,1
335,Okenia rosacea,Hopkinsia rosaceae,nudibranch,Hopkin's rose,NA,NA,Both,common,"Morris, Abbott, & Haderlie",low,NA,solitary,mobile,micropredator,NA,Taxonomic,Species,599485,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Okenia,adult,1,1
2048,Hoploplana californica,NA,turbellarian,NA,Oregon to California,NA,N,common,Light & Smith,all,"Common on encrusting bryozoans, especially Celleporaria brunnea,",solitary,mobile,carnivore (scavenger + predator),diet is scarcely reported for turbellarians but basal trophic strategy is generalist carnivore,Taxonomic,Species,483453,Animalia,Platyhelminthes,NA,Polycladida,Hoploplanidae,Hoploplana,adult,1,1
137,Crisulipora occidentalis,NA,bryozoan,NA,NA,30,S,present,"Morris, Abbott, & Haderlie",low,encrusting on Mytilus,colonial,sessile,filter feeder,NA,Taxonomic,Species,471743,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisuliporidae,Crisulipora,adult,4,1
151,Pisaster giganteus,NA,asteroid,blue knobby star,NA,NA,Both,common,"Morris, Abbott, & Haderlie",very low,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,240758,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,adult,1,1
588,Rhopalura ophiocomae,NA,orthonectid,NA,NA,NA,NA,present,"Morris, Abbott, & Haderlie",NA,in brittle star,colonial,sessile,parasite,NA,Taxonomic,Species,119178,Animalia,Orthonectida,NA,NA,Rhopaluridae,Rhopalura,multiple,5,6
589,Syndesmis sp.,NA,turbellarian,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith; 303",low to very low,commensal with urchins,solitary,mobile,parasite,NA,Taxonomic,Species,NA,Animalia,Platyhelminthes,NA,Rhabdocoela,Umagillidae,Syndesmis,adult,1,1
590,Syndisyrinx franciscanus,NA,turbellarian,NA,NA,NA,NA,present,"Morris, Abbott, & Haderlie; Light & Smith; 303",low to very low,commensal with urchins,solitary,mobile,parasite,NA,Taxonomic,Species,1523601,Animalia,Platyhelminthes,NA,Rhabdocoela,Umagillidae,Syndisyrinx,adult,1,1
592,Pholeterides furtiva,NA,copepod,NA,NA,NA,N,present,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,parasitic in tunicate; In the compound ascidian Aplidium californicum,solitary,sessile,parasite,NA,Taxonomic,Species,354758,Animalia,Arthropoda,Copepoda,Cyclopoida,Notodelphyidae,Pholeterides,adult,5,1
393,Mytilimeria nuttalli,NA,clam,sea bottle clam,NA,NA,Both,common,"Morris, Abbott, & Haderlie",low,embedded in colonies of compound ascidians,solitary,mobile,filter feeder,NA,Taxonomic,Species,506784,Animalia,Mollusca,Bivalvia,NA,Lyonsiidae,Mytilimeria,adult,1,1
593,Haplostoma minutum,NA,copepod,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352086,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,adult,1,1
594,Haplosaccus elongatus,NA,copepod,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352081,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplosaccus,adult,1,1
595,Haplostomella dubia,NA,copepod,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352090,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomella,adult,1,1
596,Haplostomella distincta,NA,copepod,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie",NA,symbiotic in tunicate,solitary,sessile,micropredator,NA,Taxonomic,Species,352089,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomella,adult,1,1
597,Haplostomella oceanica,NA,copepod,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",NA,symbiotic in tunicate,solitary,sessile,micropredator,NA,Taxonomic,Species,352092,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomella,adult,1,1
598,Pharcidia balani,Didymella conchae,fungus,NA,NA,NA,Both,present,"Morris, Abbott, & Haderlie",all,parasitic on mollusk shells,aggregating,sessile,parasite,NA,Taxonomic,Species,100329,Fungi,NA,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pharcidia,adult,1,1
722,Haplostoma albicatum,NA,copepod,NA,NA,NA,NA,present,Light & Smith,NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352082,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,adult,5,1
724,Haplostoma dentatum,NA,copepod,NA,NA,NA,NA,present,Light & Smith,NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352084,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,adult,5,1
726,Haplostoma setiferum,NA,copepod,NA,NA,NA,NA,present,Light & Smith,NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352087,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,adult,5,1
725,Haplostoma elegans,NA,copepod,NA,NA,NA,NA,present,Light & Smith,NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352085,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,adult,5,1
728,Haplostomides bellus,NA,copepod,NA,NA,NA,NA,present,Light & Smith,NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352095,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomides,adult,5,1
727,Haplostomella reducta,NA,copepod,NA,NA,NA,NA,present,Light & Smith,NA,symbiotic in tunicate,solitary,sessile,parasite,NA,Taxonomic,Species,352093,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomella,adult,5,1
718,Botryllophilus sp.,NA,copepod,NA,NA,NA,NA,present,NA,NA,NA,NA,mobile,parasite,NA,Taxonomic,Genus,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Botryllophilus,adult,4,1
715,Gyrodactylus maculosi,NA,monogene,NA,NA,NA,NA,present,NA,NA,NA,colonial,sessile,parasite,NA,Taxonomic,Species,NA,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,adult,1,1
721,Haemobaphes intermedius,NA,copepod,NA,NA,NA,NA,present,Light & Smith,all,Found on the gills of fish,solitary,sessile,parasite,NA,Taxonomic,Species,351980,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Haemobaphes,adult,5,1
717,Ardea herodias,NA,bird,great blue heron,NA,NA,Both,fairly common,NA,NA,NA,solitary,mobile,typical predator,NA,Taxonomic,Species,159382,Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Ardea,adult,1,1
734,Lepeophtheirus schaadti,NA,copepod,NA,NA,NA,NA,present,NA,NA,NA,solitary,mobile,parasite,NA,Taxonomic,Species,1034689,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,adult,5,1
730,Heptacyclus cabrilloi,NA,leech,NA,NA,NA,NA,present,NA,NA,NA,solitary,mobile,parasite,NA,Taxonomic,Species,NA,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Heptacyclus,adult,5,1
733,Lepeophtheirus parviventris,NA,copepod,NA,NA,NA,NA,present,Light & Smith,NA,"On the body surface, fins of numerous Cottidae (sculpins), the big skate Raja binoculata.",solitary,mobile,parasite,NA,Taxonomic,Species,352762,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,adult,5,1
9,Triakis semifasciata,NA,shark,leopard shark,NA,NA,Both,present,D. Canestro,NA,NA,solitary,mobile,typical predator,NA,Life Stage,Species,279060,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,adult,2,1
618,Pygodelphys aquilonaris,NA,copepod,NA,NA,NA,N,present,"Morris, Abbott,, Haderlie, Illg 1958; Light & Smith",all,in tunicates; In at least eight species of simple ascidians.,solitary,mobile,parasite,NA,Taxonomic,Species,355276,Animalia,Arthropoda,Copepoda,Cyclopoida,Notodelphyidae,Pygodelphys,adult,1,1
619,Trichophrya salparum,NA,ciliate,NA,NA,NA,NA,present,Burreson 1973,NA,in tunicates,solitary,mobile,unknown,NA,Taxonomic,Species,427247,Chromista,Ciliophora,Phyllopharyngea,Endogenida,Trichophryidae,Trichophrya,adult,2,1
620,Parahypocoma rhamphisokarya,NA,ciliate,NA,NA,NA,NA,present,Burreson 1974,NA,in tunicates,solitary,mobile,unknown,NA,Taxonomic,Species,427221,Chromista,Ciliophora,Phyllopharyngea,Hypocomatida,Hypocomidae,Parahypocoma,adult,2,1
621,Euplotaspis cionaecola,NA,ciliate,NA,NA,NA,NA,present,Burreson 1975,NA,in tunicates,solitary,mobile,unknown,NA,Taxonomic,Species,NA,Chromista,Ciliophora,Spirotrichea,Euplotida,Euplotidae,Euplotopsis,adult,2,1
